periodyear,naicstitle,edr,wage.type,wages,planning.region,emp,wages.emp,pct.ind.emp,label
2001,Farm Supplies Merchant Wholesalers,EDR 1 - Northwest,totwageYear,7732670,Northwest,322,24014.50310559006,0.08228980322003578,EDR 1
2018,"Total, All Industries",EDR 2 - Headwaters,totwageYear,1320512991,Northwest,32345,40825.87698253208,0.011442416644055408,EDR 2
2018,Crop Production,EDR 2 - Headwaters,totwageYear,11912439,Northwest,297,40109.22222222222,0.04021665538253216,EDR 2
2018,Support Activities for Crop Production,EDR 2 - Headwaters,totwageYear,2030123,Northwest,41,49515.19512195122,0.04175152749490835,EDR 2
2018,Food Manufacturing,EDR 2 - Headwaters,totwageYear,21491091,Northwest,479,44866.57828810021,0.01010441936504588,EDR 2
2018,Farm Product Raw Material Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,2619758,Northwest,56,46781.392857142855,0.008350730688935281,EDR 2
2017,"Total, All Industries",EDR 2 - Headwaters,totwageYear,1254021538,Northwest,31757,39488.03533079321,0.011344305770781937,EDR 2
2017,Crop Production,EDR 2 - Headwaters,totwageYear,11433147,Northwest,295,38756.43050847458,0.03984870998243955,EDR 2
2017,Support Activities for Crop Production,EDR 2 - Headwaters,totwageYear,1637219,Northwest,38,43084.71052631579,0.0374384236453202,EDR 2
2017,Food Manufacturing,EDR 2 - Headwaters,totwageYear,20933460,Northwest,498,42035.06024096385,0.010497027949917795,EDR 2
2017,Farm Product Raw Material Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,2387604,Northwest,59,40467.86440677966,0.008127841300454608,EDR 2
2016,"Total, All Industries",EDR 2 - Headwaters,totwageYear,1197352361,Northwest,31594,37898.093340507694,0.011463524193718102,EDR 2
2016,Crop Production,EDR 2 - Headwaters,totwageYear,10175848,Northwest,256,39749.40625,0.03607157954065098,EDR 2
2016,Support Activities for Crop Production,EDR 2 - Headwaters,totwageYear,1607746,Northwest,39,41224.256410256414,0.037864077669902914,EDR 2
2016,Food Manufacturing,EDR 2 - Headwaters,totwageYear,20503783,Northwest,480,42716.214583333334,0.010364708168685625,EDR 2
2016,Farm Product Raw Material Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,2399861,Northwest,59,40675.61016949153,0.007817675897707698,EDR 2
2015,"Total, All Industries",EDR 2 - Headwaters,totwageYear,1152661947,Northwest,31048,37125.159333934556,0.011424748740528899,EDR 2
2015,Crop Production,EDR 2 - Headwaters,totwageYear,9502740,Northwest,261,36408.96551724138,0.03817463799912242,EDR 2
2015,Support Activities for Crop Production,EDR 2 - Headwaters,totwageYear,1484435,Northwest,37,40119.86486486487,0.0383419689119171,EDR 2
2015,Food Manufacturing,EDR 2 - Headwaters,totwageYear,18644313,Northwest,469,39753.33262260128,0.010217642317160847,EDR 2
2015,Farm Product Raw Material Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,2714415,Northwest,69,39339.34782608696,0.008927416224608617,EDR 2
2014,"Total, All Industries",EDR 2 - Headwaters,totwageYear,1070120430,Northwest,30655,34908.511825150876,0.01145995874340085,EDR 2
2014,Crop Production,EDR 2 - Headwaters,totwageYear,9004382,Northwest,256,35173.3671875,0.03914971708212265,EDR 2
2014,Support Activities for Crop Production,EDR 2 - Headwaters,totwageYear,1405555,Northwest,37,37987.97297297297,0.03890641430073607,EDR 2
2014,Food Manufacturing,EDR 2 - Headwaters,totwageYear,19155296,Northwest,511,37485.90215264188,0.011206140350877193,EDR 2
2014,Farm Product Raw Material Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,2182774,Northwest,67,32578.716417910447,0.008641816071198245,EDR 2
2013,"Total, All Industries",EDR 2 - Headwaters,totwageYear,1015950710,Northwest,30102,33750.27273935287,0.011389640580447141,EDR 2
2013,Crop Production,EDR 2 - Headwaters,totwageYear,8724477,Northwest,229,38098.152838427945,0.03379076287442821,EDR 2
2013,Support Activities for Crop Production,EDR 2 - Headwaters,totwageYear,1328147,Northwest,39,34055.05128205128,0.04144527098831031,EDR 2
2013,Food Manufacturing,EDR 2 - Headwaters,totwageYear,18477527,Northwest,514,35948.49610894942,0.011325826851464205,EDR 2
2013,Farm Product Raw Material Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,1786138,Northwest,62,28808.677419354837,0.007906146391226727,EDR 2
2013,Farm Supplies Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,673123,Northwest,15,44874.86666666667,0.0034207525655644243,EDR 2
2012,"Total, All Industries",EDR 2 - Headwaters,totwageYear,974078220,Northwest,29581,32929.18494979886,0.011375015189246475,EDR 2
2012,Crop Production,EDR 2 - Headwaters,totwageYear,7739050,Northwest,218,35500.22935779816,0.03277702601112615,EDR 2
2012,Support Activities for Crop Production,EDR 2 - Headwaters,totwageYear,1250534,Northwest,37,33798.21621621621,0.03464419475655431,EDR 2
2012,Food Manufacturing,EDR 2 - Headwaters,totwageYear,17043349,Northwest,439,38823.11845102506,0.00989831119929652,EDR 2
2012,Farm Product Raw Material Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,1756855,Northwest,62,28336.370967741936,0.008130081300813009,EDR 2
2012,Farm Supplies Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,1221507,Northwest,33,37015.36363636364,0.00811010076185795,EDR 2
2011,"Total, All Industries",EDR 2 - Headwaters,totwageYear,917264665,Northwest,28845,31799.780377881783,0.01126137117393499,EDR 2
2011,Crop Production,EDR 2 - Headwaters,totwageYear,7572227,Northwest,206,36758.38349514563,0.031977646693573426,EDR 2
2011,Animal Production and Aquaculture,EDR 2 - Headwaters,totwageYear,434474,Northwest,15,28964.933333333334,0.001595574938836294,EDR 2
2011,Support Activities for Crop Production,EDR 2 - Headwaters,totwageYear,1341938,Northwest,41,32730.19512195122,0.043663471778487756,EDR 2
2011,Food Manufacturing,EDR 2 - Headwaters,totwageYear,16692677,Northwest,405,41216.486419753084,0.009238770901293427,EDR 2
2011,Farm Product Raw Material Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,1677419,Northwest,63,26625.698412698413,0.00819672131147541,EDR 2
2011,Farm Supplies Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,765114,Northwest,26,29427.46153846154,0.006036684467146506,EDR 2
2010,"Total, All Industries",EDR 2 - Headwaters,totwageYear,902759889,Northwest,28817,31327.33764791616,0.01141956118482554,EDR 2
2010,Crop Production,EDR 2 - Headwaters,totwageYear,7901599,Northwest,189,41807.40211640212,0.029698302954116906,EDR 2
2010,Animal Production and Aquaculture,EDR 2 - Headwaters,totwageYear,456332,Northwest,16,28520.75,0.0017975508369846085,EDR 2
2010,Support Activities for Crop Production,EDR 2 - Headwaters,totwageYear,1348177,Northwest,43,31352.95348837209,0.05695364238410596,EDR 2
2010,Food Manufacturing,EDR 2 - Headwaters,totwageYear,16195089,Northwest,415,39024.310843373496,0.009572357798588366,EDR 2
2010,Farm Product Raw Material Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,1459971,Northwest,60,24332.85,0.008386916410399776,EDR 2
2010,Farm Supplies Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,585971,Northwest,16,36623.1875,0.003829583532790809,EDR 2
2009,"Total, All Industries",EDR 2 - Headwaters,totwageYear,916395869,Northwest,29015,31583.521247630535,0.011455859505323233,EDR 2
2009,Crop Production,EDR 2 - Headwaters,totwageYear,7233053,Northwest,187,38679.42780748663,0.030078816149268137,EDR 2
2009,Animal Production and Aquaculture,EDR 2 - Headwaters,totwageYear,193302,Northwest,5,38660.4,5.714285714285715e-4,EDR 2
2009,Support Activities for Crop Production,EDR 2 - Headwaters,totwageYear,1272342,Northwest,43,29589.3488372093,0.06125356125356125,EDR 2
2009,Food Manufacturing,EDR 2 - Headwaters,totwageYear,16920396,Northwest,442,38281.43891402715,0.010312405216863815,EDR 2
2009,Farm Product Raw Material Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,1399347,Northwest,60,23322.45,0.008748906386701663,EDR 2
2009,Farm Supplies Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,368027,Northwest,10,36802.7,0.0021321961620469083,EDR 2
2008,"Total, All Industries",EDR 2 - Headwaters,totwageYear,901674866,Northwest,29925,30131.156758563073,0.011335987299148465,EDR 2
2008,Crop Production,EDR 2 - Headwaters,totwageYear,7782909,Northwest,203,38339.45320197044,0.03275250080671184,EDR 2
2008,Animal Production and Aquaculture,EDR 2 - Headwaters,totwageYear,228454,Northwest,8,28556.75,9.273212008809551e-4,EDR 2
2008,Support Activities for Crop Production,EDR 2 - Headwaters,totwageYear,1183386,Northwest,44,26895.136363636364,0.058666666666666666,EDR 2
2008,Food Manufacturing,EDR 2 - Headwaters,totwageYear,16355021,Northwest,409,39987.82640586797,0.00957621166003278,EDR 2
2008,Farm Product Raw Material Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,1385716,Northwest,65,21318.707692307693,0.009983105513745968,EDR 2
2008,Farm Supplies Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,734899,Northwest,26,28265.346153846152,0.005584192439862543,EDR 2
2007,"Total, All Industries",EDR 2 - Headwaters,totwageYear,861953718,Northwest,29773,28950.85204715682,0.01123192397013975,EDR 2
2007,Crop Production,EDR 2 - Headwaters,totwageYear,8551498,Northwest,234,36544.86324786325,0.037870205534876196,EDR 2
2007,Animal Production and Aquaculture,EDR 2 - Headwaters,totwageYear,162018,Northwest,5,32403.6,5.97300203082069e-4,EDR 2
2007,Support Activities for Crop Production,EDR 2 - Headwaters,totwageYear,1116092,Northwest,40,27902.3,0.05822416302765648,EDR 2
2007,Food Manufacturing,EDR 2 - Headwaters,totwageYear,13520825,Northwest,371,36444.27223719677,0.008695855990999438,EDR 2
2007,Farm Product Raw Material Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,1351348,Northwest,63,21449.968253968254,0.009946321439848436,EDR 2
2006,"Total, All Industries",EDR 2 - Headwaters,totwageYear,865872680,Northwest,30307,28570.055762695087,0.011480867934977988,EDR 2
2006,Crop Production,EDR 2 - Headwaters,totwageYear,9349418,Northwest,264,35414.46212121212,0.04296875,EDR 2
2006,Support Activities for Crop Production,EDR 2 - Headwaters,totwageYear,905521,Northwest,24,37730.041666666664,0.036753445635528334,EDR 2
2006,Food Manufacturing,EDR 2 - Headwaters,totwageYear,12642314,Northwest,359,35215.35933147632,0.008445270413324237,EDR 2
2006,Farm Product Raw Material Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,1258862,Northwest,63,19981.93650793651,0.01012210796915167,EDR 2
2006,Farm Supplies Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,204820,Northwest,7,29260,0.0016843118383060634,EDR 2
2005,"Total, All Industries",EDR 2 - Headwaters,totwageYear,821699092,Northwest,30316,27104.4693231297,0.011646284260613078,EDR 2
2005,Crop Production,EDR 2 - Headwaters,totwageYear,8506213,Northwest,259,32842.521235521235,0.04420549581839905,EDR 2
2005,Support Activities for Crop Production,EDR 2 - Headwaters,totwageYear,900684,Northwest,24,37528.5,0.041884816753926704,EDR 2
2005,Food Manufacturing,EDR 2 - Headwaters,totwageYear,12823943,Northwest,473,27111.93023255814,0.010934899204734604,EDR 2
2005,Farm Product Raw Material Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,1227158,Northwest,60,20452.633333333335,0.009940357852882704,EDR 2
2005,Farm Supplies Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,667219,Northwest,30,22240.633333333335,0.0068744271310724105,EDR 2
2004,"Total, All Industries",EDR 2 - Headwaters,totwageYear,819912116,Northwest,30358,27008.10712168127,0.011807737455786133,EDR 2
2004,Crop Production,EDR 2 - Headwaters,totwageYear,8919994,Northwest,278,32086.309352517987,0.04582165815065106,EDR 2
2004,Support Activities for Crop Production,EDR 2 - Headwaters,totwageYear,402500,Northwest,7,57500,0.010014306151645207,EDR 2
2004,Food Manufacturing,EDR 2 - Headwaters,totwageYear,12790500,Northwest,578,22128.892733564015,0.01315519949017912,EDR 2
2004,Farm Product Raw Material Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,1148617,Northwest,58,19803.741379310344,0.010329474621549421,EDR 2
2003,"Total, All Industries",EDR 2 - Headwaters,totwageYear,792639384,Northwest,30243,26209.01974010515,0.01187335869258393,EDR 2
2003,Crop Production,EDR 2 - Headwaters,totwageYear,8067121,Northwest,283,28505.727915194348,0.049518810148731406,EDR 2
2003,Support Activities for Crop Production,EDR 2 - Headwaters,totwageYear,552474,Northwest,16,34529.625,0.028419182948490232,EDR 2
2003,Food Manufacturing,EDR 2 - Headwaters,totwageYear,9613982,Northwest,340,28276.417647058825,0.007472691707510055,EDR 2
2003,Farm Product Raw Material Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,1028414,Northwest,54,19044.703703703704,0.009745533297238766,EDR 2
2002,"Total, All Industries",EDR 2 - Headwaters,totwageYear,773971029,Northwest,30567,25320.47727941898,0.01198227061421338,EDR 2
2002,Crop Production,EDR 2 - Headwaters,totwageYear,8240754,Northwest,284,29016.73943661972,0.05064194008559201,EDR 2
2002,Support Activities for Animal Production,EDR 2 - Headwaters,totwageYear,78319,Northwest,9,8702.111111111111,0.015985790408525755,EDR 2
2002,Food Manufacturing,EDR 2 - Headwaters,totwageYear,12952274,Northwest,594,21805.175084175084,0.012615214713502952,EDR 2
2002,Farm Product Raw Material Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,719118,Northwest,29,24797.172413793105,0.005553427805438529,EDR 2
2002,Farm Supplies Merchant Wholesalers,EDR 2 - Headwaters,totwageYear,392979,Northwest,14,28069.928571428572,0.00338409475465313,EDR 2
2001,"Total, All Industries",EDR 2 - Headwaters,totwageYear,730004290,Northwest,29908,24408.328540858634,0.011596194363818384,EDR 2
2001,Crop Production,EDR 2 - Headwaters,totwageYear,7929714,Northwest,275,28835.323636363635,0.050505050505050504,EDR 2
2001,Support Activities for Crop Production,EDR 2 - Headwaters,totwageYear,112404,Northwest,3,37468,0.0046801872074883,EDR 2
2001,Support Activities for Animal Production,EDR 2 - Headwaters,totwageYear,98881,Northwest,8,12360.125,0.020356234096692113,EDR 2
2001,Food Manufacturing,EDR 2 - Headwaters,totwageYear,12192445,Northwest,553,22047.82097649186,0.011581151832460734,EDR 2
