periodyear,edr,planning.region,ag.emp,total.emp,ag.emp.index,total.emp.index,ag.pct.total.emp
2003,EDR 7E- East Central,Central,611,45829,0.9229607250755287,1.0425870737311465,0.013332169586942765
2003,EDR 7W- Central,Central,5142,144142,1.0387878787878788,1.0235249842006973,0.03567315563819012
2003,EDR 8 - Southwest,Southwest,7534,52883,0.8524553066304594,0.993798507883412,0.14246544258079155
2003,EDR 9 - South Central,Southwest,8967,102426,0.9895166629883028,0.9931929252967187,0.08754613086521
2003,EDR 10 - Southeast,Southeast,13578,225533,0.983770468048109,0.9936293665933853,0.06020404996164641
2003,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,18418,1561059,0.9715159826985968,0.9767381183141174,0.011798400957298859
2004,EDR 1 - Northwest,Northwest,2258,37009,1.0661000944287062,1.027285849108977,0.0610121862249723
2004,EDR 2 - Headwaters,Northwest,921,30358,0.9946004319654428,1.0150461415006018,0.03033796692799262
2004,EDR 3 - Arrowhead,Northeast,796,138634,0.8824833702882483,0.9972449412661761,0.00574173723617583
2004,EDR 4 - West Central,Northwest,4802,81963,0.9764131760878406,1.0390319963490695,0.0585874113929456
2004,EDR 5 - North Central,Northwest,2011,61274,1.0835129310344827,1.0461669796824313,0.03281979306067827
2004,EDR 6E- Southwest Central,Central,5622,52087,1.009698275862069,1.0021934465972717,0.10793480138998214
2004,EDR 6W- Upper Minnesota Valley,Southwest,1880,18177,1.0026666666666666,0.9878267485462746,0.10342740826318975
2004,EDR 7E- East Central,Central,598,46778,0.9033232628398792,1.064176354164297,0.012783787250416862
2004,EDR 7W- Central,Central,5133,147836,1.0369696969696969,1.0497553770885257,0.034720906950945644
2004,EDR 8 - Southwest,Southwest,7741,52871,0.8758768952251641,0.9935729990791724,0.14641296741124624
2004,EDR 9 - South Central,Southwest,8877,102970,0.9795850805561687,0.9984679233573811,0.08620957560454501
2004,EDR 10 - Southeast,Southeast,13310,227477,0.9643529923199536,1.0021940355715726,0.05851140994474167
2004,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,17772,1573592,0.9374406582972887,0.984579883959638,0.011293905917162771
2005,EDR 1 - Northwest,Northwest,2155,37332,1.0174693106704438,1.0362515960695053,0.05772527590271081
2005,EDR 2 - Headwaters,Northwest,846,30316,0.9136069114470843,1.0136418349605456,0.027906056207943
2005,EDR 3 - Arrowhead,Northeast,524,140024,0.5809312638580931,1.0072437183941532,0.003742215620179398
2005,EDR 4 - West Central,Northwest,4696,82589,0.9548596990646604,1.0469676994067239,0.05685987238009904
2005,EDR 5 - North Central,Northwest,1996,61686,1.0754310344827587,1.0532012975926242,0.032357423078170085
2005,EDR 6E- Southwest Central,Central,5293,52734,0.9506106321839081,1.0146422180747696,0.1003716767171085
2005,EDR 6W- Upper Minnesota Valley,Southwest,1870,18334,0.9973333333333333,0.9963588935383947,0.10199629104396203
2005,EDR 7E- East Central,Central,598,45875,0.9033232628398792,1.0436335509702663,0.01303542234332425
2005,EDR 7W- Central,Central,5213,152908,1.0531313131313131,1.0857706864353223,0.03409239542731577
2005,EDR 8 - Southwest,Southwest,7835,53866,0.8865127856981218,1.012271437430703,0.145453532840753
2005,EDR 9 - South Central,Southwest,8805,103789,0.9716398146104612,1.0064095105112094,0.08483557987840715
2005,EDR 10 - Southeast,Southeast,13459,229647,0.9751485291986669,1.0117543913754137,0.05860734083179837
2005,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,17602,1593962,0.9284734676653655,0.9973251776801563,0.011042923231545043
2006,EDR 1 - Northwest,Northwest,2228,37541,1.0519357884796978,1.0420529617498473,0.05934844569936869
2006,EDR 2 - Headwaters,Northwest,717,30307,0.7742980561555075,1.0133409121305337,0.023657900814993235
2006,EDR 3 - Arrowhead,Northeast,507,141637,0.5620842572062085,1.0188466158815108,0.0035795731341386784
2006,EDR 4 - West Central,Northwest,4923,83849,1.0010166734444896,1.0629405202575934,0.05871268589965295
2006,EDR 5 - North Central,Northwest,2006,62191,1.0808189655172413,1.0618234591087587,0.03225547104886559
2006,EDR 6E- Southwest Central,Central,5243,53602,0.9416307471264368,1.0313431974294345,0.09781351442110368
2006,EDR 6W- Upper Minnesota Valley,Southwest,1914,18637,1.0208,1.0128253899244606,0.10269893223158233
2006,EDR 7E- East Central,Central,600,46866,0.9063444108761329,1.066178310621744,0.012802458071949815
2006,EDR 7W- Central,Central,5177,157211,1.0458585858585858,1.1163254727364391,0.03293026569387638
2006,EDR 8 - Southwest,Southwest,8094,54165,0.9158180583842498,1.017890365136339,0.1494322902243146
2006,EDR 9 - South Central,Southwest,8503,105182,0.9383138380048555,1.0199169963540455,0.0808408282786028
2006,EDR 10 - Southeast,Southeast,13250,233324,0.9600057962614114,1.0279541279149171,0.05678798580514649
2006,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,18005,1615271,0.9497309842810423,1.010657993776893,0.011146736368076936
2007,EDR 1 - Northwest,Northwest,2147,37057,1.013692162417375,1.0286182201743186,0.05793777154113933
2007,EDR 2 - Headwaters,Northwest,713,29773,0.7699784017278618,0.9954861575498194,0.02394787223323145
2007,EDR 3 - Arrowhead,Northeast,413,142425,0.45787139689578715,1.0245149873756447,0.002899771809724416
2007,EDR 4 - West Central,Northwest,5113,84115,1.0396502643350956,1.0663125602149992,0.06078582892468644
2007,EDR 5 - North Central,Northwest,2075,62117,1.1179956896551724,1.0605600136588698,0.033404704026273
2007,EDR 6E- Southwest Central,Central,5363,53680,0.9631824712643678,1.0328439766801993,0.09990685543964233
2007,EDR 6W- Upper Minnesota Valley,Southwest,1961,18772,1.0458666666666667,1.0201619477202326,0.10446409546132537
2007,EDR 7E- East Central,Central,568,46925,0.8580060422960725,1.0675205314284415,0.012104421949920086
2007,EDR 7W- Central,Central,5375,159882,1.0858585858585859,1.1352917367871673,0.033618543675961024
2007,EDR 8 - Southwest,Southwest,8164,54175,0.9237384023534736,1.0180782891398719,0.15069681587448086
2007,EDR 9 - South Central,Southwest,8687,104900,0.9586184065327742,1.0171825304475992,0.08281220209723546
2007,EDR 10 - Southeast,Southeast,13397,234240,0.9706564266048399,1.031989743544557,0.057193476775956285
2007,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,19071,1622687,1.0059605443612196,1.0152981066012112,0.01175272865315369
2008,EDR 1 - Northwest,Northwest,2113,37285,0.997639282341832,1.0349469827346915,0.05667158374681507
2008,EDR 2 - Headwaters,Northwest,755,29925,0.8153347732181425,1.0005684097900227,0.025229741019214703
2008,EDR 3 - Arrowhead,Northeast,517,142368,0.573170731707317,1.0241049655797492,0.003631434030119128
2008,EDR 4 - West Central,Northwest,5406,84628,1.0992273281821878,1.0728157801328533,0.06387956704636763
2008,EDR 5 - North Central,Northwest,2065,61803,1.1126077586206897,1.0551989072904218,0.03341261751047684
2008,EDR 6E- Southwest Central,Central,5592,53875,1.0043103448275863,1.0365959248071115,0.10379582366589327
2008,EDR 6W- Upper Minnesota Valley,Southwest,2122,18871,1.1317333333333333,1.0255420901037986,0.11244767102962216
2008,EDR 7E- East Central,Central,585,46571,0.8836858006042296,1.0594672065882567,0.012561465289557878
2008,EDR 7W- Central,Central,5519,158243,1.114949494949495,1.1236535088653616,0.034876740203358125
2008,EDR 8 - Southwest,Southwest,8564,54482,0.9689975107490383,1.023847556048334,0.15718953048713336
2008,EDR 9 - South Central,Southwest,8727,104737,0.9630324431692783,1.0156019703669226,0.08332298996534176
2008,EDR 10 - Southeast,Southeast,13614,234239,0.9863787856832343,1.031985337850638,0.0581201251712994
2008,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,16832,1612796,0.8878573689207723,1.0091094124338256,0.010436533820768404
2009,EDR 1 - Northwest,Northwest,2160,36279,1.019830028328612,1.007022705823572,0.05953857603572314
2009,EDR 2 - Headwaters,Northwest,747,29015,0.806695464362851,0.9701417680888057,0.025745304153024298
2009,EDR 3 - Arrowhead,Northeast,441,136744,0.48891352549889133,0.9836494817180632,0.0032250043877610716
2009,EDR 4 - West Central,Northwest,5589,82940,1.1364375762505083,1.051417270929466,0.06738606221364841
2009,EDR 5 - North Central,Northwest,2083,59676,1.1223060344827587,1.0188833873996928,0.03490515450097192
2009,EDR 6E- Southwest Central,Central,5908,50970,1.0610632183908046,0.9807015180959344,0.11591132038453993
2009,EDR 6W- Upper Minnesota Valley,Southwest,2008,18611,1.0709333333333333,1.0114124232378674,0.10789318145182956
2009,EDR 7E- East Central,Central,661,44581,0.9984894259818731,1.0141956912437156,0.014826944213902784
2009,EDR 7W- Central,Central,5501,151216,1.1113131313131313,1.0737561155727868,0.03637842556343244
2009,EDR 8 - Southwest,Southwest,8653,53652,0.9790676623670513,1.0082498637550974,0.16128010139416984
2009,EDR 9 - South Central,Southwest,8861,100354,0.977819465901567,0.973101388565666,0.08829742710803755
2009,EDR 10 - Southeast,Southeast,13606,226917,0.9857991595420953,0.9997268469770331,0.05996024978296029
2009,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,17222,1541810,0.9084291591940078,0.964694222446358,0.01116998851998625
2010,EDR 1 - Northwest,Northwest,2039,36064,0.9627006610009443,1.0010547937600622,0.05653837622005324
2010,EDR 2 - Headwaters,Northwest,739,28817,0.7980561555075594,0.9635214658285408,0.025644584793698164
2010,EDR 3 - Arrowhead,Northeast,429,137438,0.47560975609756095,0.9886416769172116,0.003121407471005108
2010,EDR 4 - West Central,Northwest,5757,83026,1.17059780398536,1.0525074793367477,0.0693397249054513
2010,EDR 5 - North Central,Northwest,2196,59650,1.1831896551724137,1.0184394741335154,0.036814752724224645
2010,EDR 6E- Southwest Central,Central,5682,50511,1.0204741379310345,0.9718700094279722,0.11249034863693057
2010,EDR 6W- Upper Minnesota Valley,Southwest,2136,18208,1.1392,0.9895114395956741,0.11731107205623902
2010,EDR 7E- East Central,Central,678,44263,1.0241691842900302,1.006961348590668,0.015317533831868603
2010,EDR 7W- Central,Central,5573,150536,1.125858585858586,1.0689275646351248,0.03702104479991497
2010,EDR 8 - Southwest,Southwest,8756,53089,0.9907218827789093,0.9976697423561911,0.16493058825745446
2010,EDR 9 - South Central,Southwest,8750,99744,0.9655705142352682,0.9671864091226438,0.08772457491177414
2010,EDR 10 - Southeast,Southeast,13665,225090,0.9900739023329952,0.9916776441873477,0.060709049713447955
2010,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,17280,1537041,0.9114885536448992,0.9617103095473325,0.011242380652175185
2011,EDR 1 - Northwest,Northwest,2115,36238,0.9985835694050992,1.0058846388719258,0.05836414813179535
2011,EDR 2 - Headwaters,Northwest,756,28845,0.816414686825054,0.9644576701885783,0.026209048361934478
2011,EDR 3 - Arrowhead,Northeast,464,137823,0.5144124168514412,0.991411122380716,0.0033666369183663106
2011,EDR 4 - West Central,Northwest,5954,83336,1.2106547376982513,1.0564373003397394,0.07144571373716041
2011,EDR 5 - North Central,Northwest,2259,59795,1.2171336206896552,1.0209151442718114,0.03777907851827076
2011,EDR 6E- Southwest Central,Central,5811,51082,1.0436422413793103,0.9828564831739557,0.11375827101523041
2011,EDR 6W- Upper Minnesota Valley,Southwest,2022,18060,1.0784,0.9814683984566056,0.11196013289036545
2011,EDR 7E- East Central,Central,656,44700,0.9909365558912386,1.0169028823623085,0.014675615212527963
2011,EDR 7W- Central,Central,5520,153846,1.1151515151515152,1.0924312464052148,0.03588003588003588
2011,EDR 8 - Southwest,Southwest,7679,53512,0.8688617334238515,1.0056189277056358,0.14350052324712215
2011,EDR 9 - South Central,Southwest,8840,100989,0.9755020966674023,0.979258785198976,0.08753428591232708
2011,EDR 10 - Southeast,Southeast,14042,228519,1.017388784234169,1.0067847686349838,0.06144784459935498
2011,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,18236,1564666,0.9619158139044203,0.9789949800936907,0.011654883534249483
2012,EDR 1 - Northwest,Northwest,2343,36896,1.1062322946175638,1.0241492255593183,0.06350281873373807
2012,EDR 2 - Headwaters,Northwest,789,29581,0.8520518358531317,0.9890664705095626,0.026672526283763227
2012,EDR 3 - Arrowhead,Northeast,429,138502,0.47560975609756095,0.9962954171072602,0.0030974281959827293
2012,EDR 4 - West Central,Northwest,6264,85030,1.2736884912566084,1.0779118705947974,0.07366811713512877
2012,EDR 5 - North Central,Northwest,2343,59055,1.2623922413793103,1.0082806897729213,0.0396748793497587
2012,EDR 6E- Southwest Central,Central,5999,51103,1.0774066091954022,0.9832605391260847,0.1173903684715183
2012,EDR 6W- Upper Minnesota Valley,Southwest,1889,17937,1.0074666666666667,0.9747839791315689,0.10531304008474104
2012,EDR 7E- East Central,Central,712,45463,1.0755287009063443,1.0342607548285825,0.015661087037810967
2012,EDR 7W- Central,Central,5508,157416,1.1127272727272728,1.1177811388279402,0.0349900899527367
2012,EDR 8 - Southwest,Southwest,7152,53644,0.8092328581126952,1.008099524552271,0.1333233912459921
2012,EDR 9 - South Central,Southwest,8838,101772,0.9752813948355772,0.9868512915987898,0.08684117438981252
2012,EDR 10 - Southeast,Southeast,14244,233147,1.0320243442979278,1.027174320091286,0.06109450260994137
2012,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,18533,1590978,0.977582023420192,0.9954581204164339,0.01164880972584159
2013,EDR 1 - Northwest,Northwest,2295,37312,1.0835694050991502,1.0356964414589462,0.06150836192109777
2013,EDR 2 - Headwaters,Northwest,859,30102,0.927645788336933,1.0064865587802594,0.02853630987974221
2013,EDR 3 - Arrowhead,Northeast,408,140321,0.4523281596452328,1.009380147751714,0.0029076189593859793
2013,EDR 4 - West Central,Northwest,6220,86324,1.2647417649450996,1.0943157040718017,0.07205412168110838
2013,EDR 5 - North Central,Northwest,2403,59991,1.2947198275862069,1.0242615673553013,0.04005600840126019
2013,EDR 6E- Southwest Central,Central,5713,51823,1.0260416666666667,0.9971138860562215,0.11024062674874091
2013,EDR 6W- Upper Minnesota Valley,Southwest,1766,17504,0.9418666666666666,0.9512526493125374,0.10089122486288848
2013,EDR 7E- East Central,Central,712,46274,1.0755287009063443,1.052710603544373,0.015386610191468211
2013,EDR 7W- Central,Central,5686,160706,1.1486868686868688,1.1411428043939813,0.035381379662240364
2013,EDR 8 - Southwest,Southwest,7239,54321,0.8190767141887305,1.0208219795914533,0.13326337880377753
2013,EDR 9 - South Central,Southwest,8899,102478,0.9820128007062459,0.9936971530525173,0.08683815062745175
2013,EDR 10 - Southeast,Southeast,14371,235160,1.041225909288509,1.036042981949872,0.061111583602653514
2013,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,19793,1620612,1.0440447304567992,1.0139998010307607,0.012213287326022514
2014,EDR 1 - Northwest,Northwest,2318,38007,1.0944287063267233,1.0549880641758729,0.0609887652274581
2014,EDR 2 - Headwaters,Northwest,871,30655,0.9406047516198704,1.024976594890999,0.028412983200130484
2014,EDR 3 - Arrowhead,Northeast,352,141610,0.3902439024390244,1.0186523950308235,0.0024857001624179085
2014,EDR 4 - West Central,Northwest,6288,87189,1.2785685237901585,1.105281172354343,0.07211918934728005
2014,EDR 5 - North Central,Northwest,2461,60543,1.3259698275862069,1.033686187467987,0.04064879507127166
2014,EDR 6E- Southwest Central,Central,5691,52331,1.0220905172413792,1.006888191945818,0.10875007165924595
2014,EDR 6W- Upper Minnesota Valley,Southwest,1542,17310,0.8224,0.9407097440356502,0.08908145580589255
2014,EDR 7E- East Central,Central,689,46566,1.040785498489426,1.0593534590622653,0.014796203238414294
2014,EDR 7W- Central,Central,5854,164802,1.1826262626262627,1.1702277229831923,0.03552141357507797
2014,EDR 8 - Southwest,Southwest,7276,54686,0.8232631817153202,1.0276812057204068,0.13305050652817907
2014,EDR 9 - South Central,Southwest,9178,102514,1.012800706245862,0.9940462338065317,0.0895292350313128
2014,EDR 10 - Southeast,Southeast,14381,235382,1.0419504419649326,1.0370210459998501,0.06109643048321452
2014,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,19548,1643371,1.0311214263107922,1.0282398668032338,0.011895062040160134
2015,EDR 1 - Northwest,Northwest,2401,37853,1.1336166194523134,1.0507133736745684,0.0634295828600111
2015,EDR 2 - Headwaters,Northwest,836,31048,0.9028077753779697,1.0381168918015247,0.026926049987116722
2015,EDR 3 - Arrowhead,Northeast,374,142731,0.4146341463414634,1.0267161570167678,0.0026203137370297974
2015,EDR 4 - West Central,Northwest,6401,87860,1.3015453436356241,1.1137873332995285,0.07285454131572958
2015,EDR 5 - North Central,Northwest,2322,61103,1.2510775862068966,1.043247396277958,0.038001407459535536
2015,EDR 6E- Southwest Central,Central,5719,53263,1.0271192528735633,1.0248205799164951,0.10737284794322513
2015,EDR 6W- Upper Minnesota Valley,Southwest,1525,17283,0.8133333333333334,0.9392424324764959,0.08823699589191691
2015,EDR 7E- East Central,Central,694,47296,1.0483383685800605,1.0759605978569966,0.014673545331529094
2015,EDR 7W- Central,Central,6102,167632,1.2327272727272727,1.1903230158561091,0.036401164455473894
2015,EDR 8 - Southwest,Southwest,7523,54682,0.8512106811495813,1.0276060361189934,0.13757726491349986
2015,EDR 9 - South Central,Southwest,9390,103924,1.0361951004193335,1.0077185633387635,0.09035448981948346
2015,EDR 10 - Southeast,Southeast,14639,237642,1.0606433850166643,1.0469779142563849,0.061601063785021164
2015,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,19493,1675292,1.0282202764004642,1.0482124991474981,0.011635583528125246
2016,EDR 1 - Northwest,Northwest,2570,37229,1.2134088762983948,1.0333925498251264,0.06903220607590857
2016,EDR 2 - Headwaters,Northwest,834,31594,0.9006479481641468,1.056372876822255,0.026397417231119834
2016,EDR 3 - Arrowhead,Northeast,378,141873,0.4190687361419069,1.0205442499838149,0.0026643547398024995
2016,EDR 4 - West Central,Northwest,6550,88636,1.3318422122814153,1.123624562648953,0.07389773906764746
2016,EDR 5 - North Central,Northwest,2402,61837,1.2941810344827587,1.0557794092538841,0.038844057764768666
2016,EDR 6E- Southwest Central,Central,5571,52640,1.0005387931034482,1.0128335866700018,0.10583206686930091
2016,EDR 6W- Upper Minnesota Valley,Southwest,1530,17324,0.816,0.9414705722515081,0.08831678596167167
2016,EDR 7E- East Central,Central,729,47765,1.1012084592145015,1.0866301157949814,0.015262221291740815
2016,EDR 7W- Central,Central,6081,170155,1.2284848484848485,1.2082383599968756,0.03573800358496665
2016,EDR 8 - Southwest,Southwest,7283,54174,0.8240552161122426,1.0180594967395185,0.13443718388895043
2016,EDR 9 - South Central,Southwest,9938,105743,1.0966674023394394,1.0253568381041036,0.09398258040721372
2016,EDR 10 - Southeast,Southeast,14942,241050,1.0825967251123025,1.0619925191317259,0.06198713959759386
2016,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,19443,1706026,1.025582867391075,1.0674424381365217,0.011396661012200283
2017,EDR 1 - Northwest,Northwest,2646,36878,1.2492917847025495,1.0236495864098152,0.07175009490753295
2017,EDR 2 - Headwaters,Northwest,890,31757,0.9611231101511879,1.061822923632473,0.028025317252889127
2017,EDR 3 - Arrowhead,Northeast,270,143362,0.29933481152993346,1.031255170230979,0.0018833442613802821
2017,EDR 4 - West Central,Northwest,6972,90036,1.41764945099634,1.1413721413721414,0.07743569238971078
2017,EDR 5 - North Central,Northwest,2463,62668,1.3270474137931034,1.0699675601843948,0.03930235526903683
2017,EDR 6E- Southwest Central,Central,6089,53960,1.0935704022988506,1.0382313893752526,0.11284284655300222
2017,EDR 6W- Upper Minnesota Valley,Southwest,1435,17349,0.7653333333333333,0.9428291940655399,0.08271370107787192
2017,EDR 7E- East Central,Central,756,48120,1.1419939577039275,1.0947061901403645,0.01571072319201995
2017,EDR 7W- Central,Central,6373,172847,1.2874747474747474,1.2273537410618551,0.03687075853211221
2017,EDR 8 - Southwest,Southwest,7680,53760,0.8689748811948405,1.0102794429932536,0.14285714285714285
2017,EDR 9 - South Central,Southwest,10375,106333,1.1448907525932466,1.0310778837948957,0.09757083878005887
2017,EDR 10 - Southeast,Southeast,15128,242752,1.0960730328937835,1.0694910101815587,0.06231874505668336
2017,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,19049,1739556,1.0048000843970883,1.0884218047761378,0.01095049541377225
2018,EDR 1 - Northwest,Northwest,2443,36891,1.1534466477809253,1.0240104369066785,0.06622211379469248
2018,EDR 2 - Headwaters,Northwest,873,32345,0.9427645788336934,1.0814832151932594,0.026990261245942185
2018,EDR 3 - Arrowhead,Northeast,405,143648,0.4490022172949002,1.0333124725752965,0.002819391846736467
2018,EDR 4 - West Central,Northwest,6861,90476,1.3950793005286701,1.1469499518280006,0.0758322649100314
2018,EDR 5 - North Central,Northwest,2484,62966,1.3383620689655173,1.0750554891582722,0.039449861830194076
2018,EDR 6E- Southwest Central,Central,6482,53974,1.1641522988505748,1.0385007600100051,0.12009486048838329
2018,EDR 6W- Upper Minnesota Valley,Southwest,1224,17401,0.6528,0.9456551274387262,0.0703407850123556
2018,EDR 7E- East Central,Central,723,48371,1.0921450151057401,1.1004163159451281,0.014946972359471584
2018,EDR 7W- Central,Central,6585,174279,1.3303030303030303,1.2375221012717552,0.03778424250770317
2018,EDR 8 - Southwest,Southwest,7579,53631,0.8575469563249604,1.0078552233476783,0.14131752158266675
2018,EDR 9 - South Central,Southwest,10231,105963,1.129000220701832,1.0274901093786362,0.09655257023678077
2018,EDR 10 - Southeast,Southeast,14956,244576,1.0836110708592956,1.0775269958894875,0.061150726154651315
2018,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,18855,1762242,0.9945669374406583,1.1026161952201081,0.010699438556112044
