YEAR,FOUR-DIGIT INDUSTRY,GROSS SALES,TAXABLE SALES,SALES TAX,USE TAX,TOTAL TAX, NUMBER 
2015,"3256 SOAP, CLEANING COMPOUND, & TOILET PREPARATION MANUFACTURING","$246,236,156","$31,861,085","$2,190,459","$755,452","$2,945,911", 224 
2015,3259 OTHER CHEMICAL PRODUCT & PREPARATION MANUFACTURING,"$581,551,709","$22,779,992","$1,566,129","$3,015,432","$4,581,561", 109 
2015,3260 PLASTICS & RUBBER PRODUCTS MANUFACTURING,"$691,433,265","$63,805,419","$4,386,628","$564,442","$4,951,070", 116 
2015,3261 PLASTICS PRODUCT MANUFACTURING,"$1,803,214,085","$37,315,074","$2,565,411","$1,013,825","$3,579,236", 283 
2015,3262 RUBBER PRODUCT MANUFACTURING,"$549,005,716","$40,292,551","$2,770,124","$172,528","$2,942,652", 60 
2015,3270 NONMETALLIC MINERAL PRODUCT MANUFACTURING,"$274,739,167","$54,038,789","$3,715,172","$147,945","$3,863,117", 90 
2015,3271 CLAY PRODUCT & REFRACTORY MANUFACTURING,"$27,752,325","$9,824,466","$675,435","$55,540","$730,975", 127 
2015,3272 GLASS & GLASS PRODUCT MANUFACTURING,"$178,177,102","$19,123,115","$1,314,711","$221,674","$1,536,385", 96 
2015,3273 CEMENT & CONCRETE PRODUCT MANUFACTURING,"$1,256,486,836","$616,630,411","$42,393,350","$3,136,939","$45,530,289", 152 
2015,3274 LIME & GYPSUM PRODUCT MANUFACTURING,"$43,430,133","$2,722,154","$187,148","$330,764","$517,912", 8 
2015,3279 OTHER NONMETALLIC MINERAL PRODUCT MANUFACTURING,"$413,943,350","$53,008,993","$3,644,365","$657,785","$4,302,150", 92 
2015,3310 PRIMARY METAL MANUFACTURING,"$281,775,217","$32,155,997","$2,210,725","$94,032","$2,304,757", 32 
2015,3311 IRON & STEEL MILLS & FERROALLOY MANUFACTURING,"$268,863,350","$17,103,753","$1,175,880","$3,616,729","$4,792,609", 25 
2015,3312 STEEL PRODUCT MANUFACTURING FROM PURCHASED STEEL,"$323,067,880","$17,990,488","$1,236,850","$209,773","$1,446,623", 62 
2015,3313 ALUMINA & ALUMINUM PRODUCTION & PROCESSING,"$435,989,656","$2,672,338","$183,721","$43,972","$227,693", 14 
2015,3314 NONFERROUS METAL (EXCEPT ALUMINUM) PRODUCTION & PROCESSING,"$222,665,523","$1,063,293","$73,100","$10,339","$83,439", 20 
2015,3315 FOUNDRIES,"$506,523,441","$2,595,319","$178,429","$748,890","$927,319", 26 
2015,3320 FABRICATED METAL PRODUCT MANUFACTURING,"$2,119,612,270","$84,488,326","$5,808,586","$1,915,178","$7,723,764", 421 
2015,3321 FORGING & STAMPING,"$393,068,283","$6,811,881","$468,320","$144,015","$612,335", 64 
2015,3322 CUTLERY & HANDTOOL MANUFACTURING,"$202,559,992","$3,829,663","$263,303","$49,851","$313,154", 60 
2015,3323 ARCHITECTURAL & STRUCTURAL METALS MANUFACTURING,"$1,142,957,237","$262,138,995","$18,022,069","$2,600,950","$20,623,019", 325 
2015,"3324 BOILER, TANK, & SHIPPING CONTAINER MANUFACTURING","$147,448,650","$21,224,217","$1,459,165","$561,180","$2,020,345", 42 
2015,3325 HARDWARE MANUFACTURING,"$81,774,266","$6,772,808","$465,626","$29,631","$495,257", 23 
2015,3326 SPRING & WIRE PRODUCT MANUFACTURING,"$117,591,199","$5,038,174","$346,373","$84,587","$430,960", 21 
2015,"3327 MACHINE SHOPS; TURNED PRODUCT; & SCREW, NUT, & BOLT MANUFACTURING","$1,011,618,991","$31,146,972","$2,141,361","$1,152,667","$3,294,028", 345 
2015,"3328 COATING, ENGRAVING, HEAT TREATING, & ALLIED ACTIVITIES","$288,922,735","$3,615,825","$248,583","$170,470","$419,053", 109 
2015,3329 OTHER FABRICATED METAL PRODUCT MANUFACTURING,"$1,527,506,763","$138,299,263","$9,508,087","$1,487,433","$10,995,520", 449 
2015,3330 MACHINERY MANUFACTURING,"$1,079,716,395","$71,113,730","$4,889,062","$1,844,646","$6,733,708", 336 
2015,"3331 AGRICULTURE, CONSTRUCTION, & MINING MACHINERY MANUFACTURING","$691,478,635","$76,354,284","$5,249,351","$1,917,930","$7,167,281", 161 
2015,3332 INDUSTRIAL MACHINERY MANUFACTURING,"$978,778,611","$80,008,117","$5,526,678","$937,452","$6,464,130", 202 
2015,3333 COMMERCIAL & SERVICE INDUSTRY MACHINERY MFG,"$1,119,599,890","$137,655,383","$9,463,806","$1,954,971","$11,418,777", 139 
2015,"3334 VENTILATION, HEATING, AIR-CONDITIONING, & COMMERCIAL REFRIGERATION EQUIPMENT MANUFACTURING","$422,328,374","$34,752,902","$2,389,261","$781,109","$3,170,370", 82 
2015,3335 METALWORKING MACHINERY MANUFACTURING,"$394,129,612","$29,215,635","$2,008,579","$534,486","$2,543,065", 215 
2015,"3336 ENGINE, TURBINE, & POWER TRANSMISSION EQUIPMENT MANUFACTURING","$127,163,083","$5,889,880","$404,928","$68,309","$473,237", 41 
2015,3339 OTHER GENERAL PURPOSE MACHINERY MANUFACTURING,"$1,592,272,094","$154,204,756","$10,601,587","$1,233,314","$11,834,901", 357 
2015,3340 COMPUTER & ELECTRONIC PRODUCT MANUFACTURING,"$176,171,718","$7,151,680","$491,680","$587,933","$1,079,613", 56 
2015,3341 COMPUTER & PERIPHERAL EQUIPMENT MANUFACTURING,"$1,155,787,869","$160,482,228","$11,033,152","$1,091,203","$12,124,355", 111 
2015,3342 COMMUNICATIONS EQUIPMENT MANUFACTURING,"$502,849,033","$179,827,361","$12,363,144","$252,623","$12,615,767", 94 
2015,3343 AUDIO & VIDEO EQUIPMENT MANUFACTURING,"$99,781,902","$3,185,206","$218,982","$20,691","$239,673", 47 
2015,3344 SEMICONDUCTOR & OTHER ELECTRONIC COMPONENT MANUFACTURING,"$946,099,855","$12,177,272","$837,186","$1,374,503","$2,211,689", 115 
2015,"3345 NAVIGATIONAL, MEASURING, ELECTROMEDICAL, & CONTROL INSTRUMENTS MANUFACTURING","$1,122,231,995","$45,479,626","$3,126,730","$3,802,683","$6,929,413", 254 
2015,3346 MANUFACTURING & REPRODUCING MAGNETIC & OPTICAL    MEDIA,"$26,363,562","$3,043,788","$209,262","$23,347","$232,609", 29 
2015,"3350 ELECTRICAL EQUIPMENT, APPLIANCE, & COMPONENT MANUFACTURING","$2,533,278,248","$90,123,100","$6,195,971","$3,174,663","$9,370,634", 212 
2015,3351 ELECTRIC LIGHTING EQUIPMENT MANUFACTURING,"$85,147,182","$10,850,198","$745,959","$35,003","$780,962", 58 
2015,3352 HOUSEHOLD APPLIANCE MANUFACTURING,"$25,069,068","$1,476,958","$101,542","$4,001","$105,543", 25 
2015,3353 ELECTRICAL EQUIPMENT MANUFACTURING,"$299,483,003","$26,152,465","$1,797,987","$104,681","$1,902,668", 75 
2015,3359 OTHER ELECTRICAL EQUIPMENT & COMPONENT MFG,"$1,082,341,539","$104,680,781","$7,196,812","$409,148","$7,605,960", 165 
2015,3360 TRANSPORTATION EQUIPMENT MANUFACTURING,"$4,689,173,572","$10,773,572","$740,690","$873,868","$1,614,558", 41 
2015,3361 MOTOR VEHICLE MANUFACTURING,"$383,949,290","$14,431,597","$992,175","$134,651","$1,126,826", 19 
2015,3362 MOTOR VEHICLE BODY & TRAILER MANUFACTURING,"$280,630,907","$21,149,770","$1,454,056","$56,153","$1,510,209", 47 
2015,3363 MOTOR VEHICLE PARTS MANUFACTURING,"$505,310,479","$12,212,650","$839,611","$586,760","$1,426,371", 78 
2015,3364 AEROSPACE PRODUCT & PARTS MANUFACTURING,"$324,826,191","$4,105,371","$282,244","$159,540","$441,784", 27 
2015,3366 SHIP & BOAT BUILDING,"$129,841,544","$1,688,798","$116,100","$34,076","$150,176", 20 
2015,3369 OTHER TRANSPORTATION EQUIPMENT MANUFACTURING,"$150,531,318","$9,225,234","$634,239","$120,102","$754,341", 59 
2015,3370 FURNITURE & RELATED PRODUCT MANUFACTURING,"$259,001,951","$25,383,548","$1,745,130","$92,166","$1,837,296", 166 
2015,3371 HOUSEHOLD & INSTITUTIONAL FURNITURE & KITCHEN CABINET MANUFACTURING,"$447,797,430","$68,136,532","$4,684,388","$1,148,164","$5,832,552", 331 
2015,3372 OFFICE FURNITURE (INCLUDING FIXTURES) MANUFACTURING,"$200,560,135","$57,224,528","$3,934,188","$435,910","$4,370,098", 128 
2015,3379 OTHER FURNITURE RELATED PRODUCT MANUFACTURING,"$59,750,366","$3,006,504","$206,698","$160,728","$367,426", 15 
2015,3390 MISCELLANEOUS MANUFACTURING,"$2,150,293,579","$95,139,288","$6,546,356","$2,840,214","$9,386,570", 607 
2015,3391 MEDICAL EQUIPMENT & SUPPLIES MANUFACTURING,"$1,204,794,516","$29,333,883","$2,016,714","$3,066,183","$5,082,897", 344 
2015,3399 OTHER MISCELLANEOUS MANUFACTURING,"$4,456,829,583","$430,480,458","$29,595,523","$3,720,877","$33,316,400"," 1,642 "
2015,4231 MOTOR VEHICLE & MOTOR VEHICLE PARTS & SUPPLIES MERCHANT WHOLESALERS,"$3,960,777,580","$157,442,144","$10,806,864","$436,229","$11,243,093", 477 
2015,4232 FURNITURE & HOME FURNISHING MERCHANT WHOLESALERS,"$446,861,297","$155,551,495","$10,694,167","$421,481","$11,115,648", 230 
2015,4233 LUMBER & OTHER CONSTRUCTION MATERIALS MERCHANT WHOLESALERS,"$2,064,514,092","$620,416,244","$42,652,523","$2,873,089","$45,525,612", 360 
2015,4234 PROFESSIONAL & COMMERCIAL EQUIPMENT & SUPPLIES MERCHANT WHOLESALERS,"$4,273,842,872","$905,706,428","$62,267,329","$5,627,232","$67,894,561", 760 
2015,4235 METAL & MINERAL (EXCEPT PETROLEUM) MERCHANT WHOLESALERS,"$1,344,604,451","$59,210,830","$4,070,747","$223,607","$4,294,354", 81 
2015,4236 ELECTRICAL & ELECTRONIC GOODS MERCHANT WHOLESALERS,"$3,629,443,302","$889,824,002","$61,175,401","$1,745,653","$62,921,054", 444 
2015,"4237 HARDWARE, & PLUMBING & HEATING EQUIPMENT & SUPPLIES MERCHANT WHOLESALERS","$1,624,861,739","$862,344,941","$59,286,213","$1,081,075","$60,367,288", 387 
2015,"4238 MACHINERY, EQUIPMENT, & SUPPLIES MERCHANT WHOLESALERS","$6,721,991,180","$1,266,588,925","$87,077,988","$2,943,514","$90,021,502"," 1,323 "
2015,4239 MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,"$5,918,143,826","$477,589,002","$32,834,254","$1,957,037","$34,791,291"," 1,261 "
2015,4241 PAPER & PAPER PRODUCT MERCHANT WHOLESALERS,"$1,373,721,801","$214,481,057","$14,745,576","$147,752","$14,893,328", 217 
2015,4242 DRUGS & DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$6,142,226,140","$65,766,973","$4,521,486","$488,175","$5,009,661", 150 
2015,"4243 APPAREL, PIECE GOODS, & NOTIONS MERCHANT WHOLESALERS","$179,447,481","$16,054,915","$1,103,780","$51,530","$1,155,310", 143 
2015,4244 GROCERY & RELATED PRODUCT WHOLESALERS,"$9,455,484,082","$240,523,115","$16,545,340","$3,196,725","$19,742,065", 410 
2015,4245 FARM PRODUCT RAW MATERIAL MERCHANT WHOLESALERS,"$2,950,465,120","$25,623,116","$1,761,592","$1,451,193","$3,212,785", 166 
2015,4246 CHEMICAL & ALLIED PRODUCTS MERCHANT WHOLESALERS,"$1,201,022,374","$70,014,804","$4,813,518","$760,967","$5,574,485", 181 
2015,4247 PETROLEUM & PETROLEUM PRODUCTS MERCHANT WHOLESALERS,"$3,312,729,644","$99,992,100","$6,878,603","$10,096,032","$16,974,635", 233 
2015,"4248 BEER, WINE, & DISTILLED ALCOHOLIC BEVERAGE MERCHANT WHOLESALERS","$1,614,322,014","$11,147,840","$954,509","$547,110","$1,501,619", 83 
2015,4249 MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS,"$6,019,324,125","$318,396,813","$21,977,591","$871,144","$22,848,735", 780 
2015,4251 WHOLESALE ELECTRONIC MARKETS & AGENTS & BROKERS,"$323,972,353","$29,247,742","$2,010,779","$79,443","$2,090,222", 192 
2015,4411 AUTOMOBILE DEALERS,"$13,878,504,802","$1,178,993,701","$81,379,494","$4,549,159","$85,928,653", 917 
2015,4412 OTHER MOTOR VEHICLE DEALERS,"$2,739,964,896","$710,332,347","$48,704,779","$428,351","$49,133,130", 649 
2015,"4413 AUTOMOTIVE PARTS, ACCESSORIES, & TIRE STORES","$2,090,334,224","$867,597,661","$59,648,236","$759,996","$60,408,232"," 1,438 "
2015,4421 FURNITURE STORES,"$1,265,158,089","$1,049,061,498","$72,123,163","$1,174,823","$73,297,986", 799 
2015,4422 HOME FURNISHINGS STORES,"$1,184,754,946","$537,774,912","$36,996,429","$6,560,942","$43,557,371"," 1,203 "
2015,4431 ELECTRONICS & APPLIANCE STORES,"$3,128,588,302","$1,893,635,168","$130,187,442","$4,594,849","$134,782,291"," 1,617 "
2015,4441 BUILDING MATERIAL & SUPPLIES DEALERS,"$6,874,395,627","$5,416,167,024","$372,394,465","$9,123,763","$381,518,228"," 1,734 "
2015,4442 LAWN & GARDEN EQUIPMENT & SUPPLIES STORES,"$749,329,469","$261,810,516","$17,999,504","$411,974","$18,411,478", 521 
2015,4451 GROCERY STORES,"$10,416,716,970","$1,990,617,582","$141,868,731","$2,031,610","$143,900,341"," 1,479 "
2015,4452 SPECIALTY FOOD STORES,"$1,202,093,003","$244,932,474","$16,957,486","$459,254","$17,416,740", 874 
2015,"4453 BEER, WINE, & LIQUOR STORES","$1,780,577,428","$1,494,902,327","$138,028,823","$629,241","$138,658,064"," 1,131 "
2015,4461 HEALTH & PERSONAL CARE STORES,"$5,849,009,352","$759,188,841","$52,276,017","$1,130,981","$53,406,998"," 1,908 "
2015,4471 GASOLINE STATIONS,"$8,514,065,712","$1,201,971,539","$83,006,977","$2,059,681","$85,066,658"," 2,001 "
2015,4480 CLOTHING & CLOTHING ACCESSORIES STORES,"$603,946,912","$127,239,541","$8,747,738","$193,876","$8,941,614", 322 
2015,4481 CLOTHING STORES,"$2,295,112,408","$526,268,722","$36,201,121","$1,873,434","$38,074,555"," 1,972 "
2015,4482 SHOE STORES,"$377,712,675","$15,379,231","$1,057,321","$238,976","$1,296,297", 362 
2015,"4483 JEWELRY, LUGGAGE, & LEATHER GOODS STORES","$468,472,191","$371,887,452","$25,567,283","$247,694","$25,814,977"," 1,061 "
2015,"4511 SPORTING GOODS, HOBBY, & MUSICAL INSTRUMENT STORES","$2,115,052,133","$1,169,510,323","$80,461,458","$884,858","$81,346,316"," 2,835 "
2015,"4512 BOOK, PERIODICAL, & MUSIC STORES","$384,489,495","$189,030,911","$12,999,156","$38,999","$13,038,155", 934 
2015,4520 GENERAL MERCHANDISE STORES,"$6,191,872,567","$2,785,381,678","$192,761,478","$13,516,795","$206,278,273", 250 
2015,4521 DEPARTMENT STORES,"$1,895,252,491","$829,057,842","$57,102,466","$1,180,484","$58,282,950", 190 
2015,4529 OTHER GENERAL MERCHANDISE STORES,"$5,237,368,918","$2,284,513,355","$157,906,746","$2,254,146","$160,160,892", 774 
2015,4531 FLORISTS,"$157,600,853","$120,156,089","$8,262,645","$26,751","$8,289,396", 788 
2015,"4532 OFFICE SUPPLIES, STATIONERY, & GIFT STORES","$1,041,697,633","$568,802,466","$39,114,597","$365,002","$39,479,599"," 2,007 "
2015,4533 USED MERCHANDISE STORES,"$338,255,021","$170,096,162","$11,695,557","$73,041","$11,768,598"," 2,285 "
2015,4539 OTHER MISCELLANEOUS STORE RETAILERS,"$2,995,636,619","$895,128,905","$61,309,084","$1,212,341","$62,521,425"," 6,958 "
2015,4540 NONSTORE RETAILERS,"$27,422,457","$8,828,386","$606,964","$6,124","$613,088", 743 
2015,4541 ELECTRONIC SHOPPING & MAIL-ORDER HOUSES,"$3,224,390,277","$1,759,826,139","$120,991,516","$1,451,391","$122,442,907"," 2,070 "
2015,4542 VENDING MACHINE OPERATORS,"$170,998,376","$124,275,181","$8,543,936","$202,136","$8,746,072", 930 
2015,4543 DIRECT SELLING ESTABLISHMENTS,"$2,194,107,192","$554,763,863","$38,145,669","$1,372,002","$39,517,671"," 3,106 "
2015,4810 AIR TRANSPORTATION,"$143,109,856","$100,946,574","$6,970,231","$2,470,039","$9,440,270", 66 
2015,4811 SCHEDULED AIR TRANSPORTATION,"$17,120,763","$7,740,719","$532,587","$83,901","$616,488", 11 
2015,4812 NONSCHEDULED AIR TRANSPORTATION,"$13,174,878","$2,883,152","$198,224","$10,129","$208,353", 22 
2015,4821 RAIL TRANSPORTATION,"$66,154,701","$2,398,242","$170,071","$5,016,044","$5,186,115", 15 
