NAICS,GROSS SALES,TAXABLE SALES,SALES TAX,USE TAX,TOTAL TAX,NUMBER
3211,"$24,632,042","$1,639,004","$106,537",$21,"$106,558",27
3212,"$334,973,090","$30,882,682","$2,007,369","$1,359,884","$3,367,253",46
3219,"$670,347,514","$101,807,521","$6,589,266","$274,872","$6,864,138",218
3220,"$1,252,420,040","$45,711,020","$2,971,212","$13,400,233","$16,371,445",76
3221,"$450,849,776","$1,013,127","$65,852","$274,666","$340,518",8
3222,"$984,989,714","$24,864,757","$1,616,207","$714,609","$2,330,816",68
3230,"$1,633,930","$1,401,748","$91,115",$378-,"$90,737",4
3231,"$3,915,709,023","$494,498,369","$32,142,479","$4,050,472","$36,192,951","1,208"
3240,"$108,259,507","$94,357,262","$6,133,246","$5,446,915","$11,580,161",23
3241,"$557,262,381","$136,662,996","$8,883,095","$224,036","$9,107,131",21
3250,"$2,586,821,788","$39,082,326","$2,540,359","$430,458","$2,970,817",153
3251,"$187,206,551","$4,387,641","$285,197","$117,950","$403,147",29
3252,"$141,557,485","$1,270,973","$82,613","$118,500","$201,113",8
3253,"$264,948,459","$757,787","$49,256","$2,234","$51,490",11
3254,"$871,685,986","$2,166,657","$140,838","$602,533","$743,371",32
3255,"$47,117,689","$5,033,659","$327,192","$17,916","$345,108",23
3256,"$383,708,937","$26,392,756","$1,715,527","$278,081","$1,993,608",50
3259,"$437,255,555","$15,406,879","$1,001,445","$188,553","$1,189,998",53
3260,"$789,078,192","$41,168,550","$2,675,945","$511,921","$3,187,866",178
3261,"$1,250,596,352","$33,433,186","$2,173,171","$1,004,465","$3,177,636",183
3262,"$246,699,183","$8,153,125","$529,949","$105,739","$635,688",32
3270,"$493,073,406","$99,066,659","$6,439,338","$2,610,298","$9,049,636",174
3271,"$22,949,905","$2,277,354","$148,029",$790,"$148,819",23
3272,"$131,492,891","$7,060,910","$458,959","$162,293","$621,252",36
3273,"$810,965,607","$470,907,960","$30,609,016","$798,785","$31,407,801",126
3279,"$74,893,457","$19,753,955","$1,284,009","$469,388","$1,753,397",34
3310,"$437,308,656","$35,564,405","$2,311,687","$803,767","$3,115,454",54
3311,"$42,375,783","$5,724,504","$372,097","$2,539","$374,636",10
3312,"$148,566,694","$8,008,808","$520,581","$57,229","$577,810",43
3313,"$279,122,866","$646,585","$42,029","$198,831","$240,860",10
3314,"$89,534,552","$18,752","$1,219","$7,319","$8,538",5
3315,"$505,640,737","$807,936","$52,517","$470,047","$522,564",28
3320,"$1,866,796,137","$172,114,542","$11,187,456","$1,864,261","$13,051,717",658
3321,"$312,858,455","$1,531,397","$99,537","$141,041","$240,578",56
3322,"$143,756,529","$1,973,626","$128,286","$81,820","$210,106",27
3323,"$789,186,597","$134,610,964","$8,749,719","$2,649,661","$11,399,380",186
3324,"$116,948,757","$7,656,092","$497,641","$213,472","$711,113",22
3325,"$38,592,781","$3,719,950","$241,794","$11,667","$253,461",12
3326,"$79,521,540","$4,303,793","$279,746","$109,877","$389,623",16
3327,"$709,004,932","$34,692,449","$2,255,027","$625,872","$2,880,899",282
3328,"$186,418,182","$2,040,149","$132,608","$172,425","$305,033",70
3329,"$3,980,409,235","$117,778,612","$7,655,611","$1,395,676","$9,051,287",309
3330,"$2,724,907,932","$316,533,750","$20,574,715","$5,620,799","$26,195,514",553
3331,"$1,032,844,916","$25,243,159","$1,640,806","$609,297","$2,250,103",80
3332,"$449,186,286","$51,328,245","$3,336,320","$743,947","$4,080,267",134
3333,"$639,799,251","$65,222,844","$4,239,491","$1,123,310","$5,362,801",96
3334,"$395,916,761","$33,036,588","$2,147,378","$445,682","$2,593,060",40
3335,"$289,578,345","$23,682,959","$1,539,393","$364,720","$1,904,113",103
3336,"$79,356,910","$6,193,630","$402,587","$7,230","$409,817",17
3339,"$818,190,792","$69,754,859","$4,534,073","$707,927","$5,242,000",216
3340,"$952,612,240","$33,010,100","$2,145,667","$741,255","$2,886,922",110
3341,"$677,649,745","$45,781,100","$2,975,779","$9,178,788","$12,154,567",69
3342,"$123,591,844","$8,336,541","$541,881","$30,432","$572,313",50
3343,"$60,154,965","$4,112,183","$267,293","$49,567","$316,860",18
3344,"$1,107,008,623","$56,868,077","$3,696,429","$2,236,423","$5,932,852",78
3345,"$590,335,643","$19,914,601","$1,294,454","$2,387,559","$3,682,013",109
3346,"$28,041,081","$2,458,111","$159,780","$466,663","$626,443",20
3350,"$3,193,545,349","$184,589,535","$11,998,340","$4,909,521","$16,907,861",376
3351,"$37,078,282","$1,904,203","$123,772","$1,247","$125,019",14
3352,"$29,324,332","$2,011,127","$130,725","$14,174","$144,899",8
3353,"$170,283,863","$16,900,615","$1,098,534","$161,405","$1,259,939",48
3359,"$395,866,242","$50,007,957","$3,250,516","$216,837","$3,467,353",103
3360,"$1,622,869,390","$15,504,419","$1,007,780","$289,292","$1,297,072",68
3361,"$89,248,358","$3,532,195","$229,592","$666,209","$895,801",10
3362,"$84,127,610","$14,267,758","$927,407","$11,907","$939,314",29
3363,"$216,009,429","$1,713,192","$111,364","$289,032","$400,396",31
3364,"$357,191,119","$4,434,627","$288,252","$73,903","$362,155",9
3366,"$352,538,281","$1,614,643","$104,954","$49,640","$154,594",13
3369,"$38,178,973","$1,890,278","$122,869","$8,938","$131,807",25
3370,"$525,427,100","$74,429,436","$4,837,928","$449,247","$5,287,175",336
3371,"$429,239,636","$44,233,270","$2,875,158","$1,056,673","$3,931,831",165
3372,"$183,339,423","$24,744,923","$1,608,422","$92,022","$1,700,444",60
3379,"$53,458,063","$2,490,377","$161,875","$38,939","$200,814",6
3390,"$4,234,536,576","$282,358,655","$18,337,524","$6,656,643","$24,994,167","1,145"
3391,"$827,819,619","$29,501,101","$1,917,572","$1,718,118","$3,635,690",229
3399,"$1,301,519,353","$114,299,346","$7,429,457","$1,441,582","$8,871,039",735
4231,"$3,497,595,491","$167,406,048","$10,984,492","$580,412","$11,564,904",445
4232,"$282,854,611","$73,090,887","$4,750,916","$187,970","$4,938,886",189
4233,"$2,135,400,486","$536,775,914","$34,890,441","$1,752,230","$36,642,671",322
4234,"$3,071,039,514","$670,980,534","$43,613,757","$9,563,914","$53,177,671",590
4235,"$1,370,368,026","$84,017,619","$5,461,147","$127,832","$5,588,979",81
4236,"$3,811,647,610","$1,019,480,549","$66,267,410","$707,237","$66,974,647",327
4237,"$1,806,917,054","$793,536,210","$51,579,868","$1,161,189","$52,741,057",372
4238,"$4,529,586,276","$939,904,325","$61,093,788","$1,403,811","$62,497,599","1,183"
4239,"$5,222,027,789","$491,683,450","$31,958,593","$1,364,678","$33,323,271",979
4241,"$3,278,177,626","$196,949,337","$12,801,712","$1,287,230","$14,088,942",199
4242,"$4,101,281,720","$67,108,897","$4,362,069","$282,288","$4,644,357",98
4243,"$67,518,645","$3,241,168","$210,675","$14,187","$224,862",45
4244,"$6,880,436,841","$217,043,433","$14,108,285","$1,866,219","$15,974,504",397
4245,"$2,244,323,825","$30,344,290","$1,972,378","$799,699","$2,772,077",158
4246,"$772,890,198","$57,672,057","$3,748,693","$173,589","$3,922,282",155
4247,"$7,381,668,340","$160,537,123","$10,436,240","$2,075,536","$12,511,776",202
4248,"$1,098,983,207","$6,136,018","$500,728","$286,809","$787,537",64
4249,"$3,161,804,511","$245,714,078","$15,971,452","$781,663","$16,753,115",670
4251,"$86,550,216","$10,487,856","$681,704","$51,884","$733,588",71
4411,"$9,478,710,183","$794,949,670","$51,848,172","$4,757,104","$56,605,276",909
4412,"$2,298,784,113","$678,293,897","$43,972,726","$126,076","$44,098,802",737
4413,"$1,468,991,557","$623,010,792","$40,496,113","$738,023","$41,234,136","1,408"
4421,"$1,182,496,122","$966,894,985","$62,848,196","$759,382","$63,607,578",867
4422,"$1,348,251,112","$687,417,791","$44,682,193","$6,880,014","$51,562,207","1,812"
4431,"$4,022,305,840","$2,170,133,116","$141,058,700","$5,606,323","$146,665,023","2,135"
4441,"$6,488,443,661","$5,280,732,840","$343,241,737","$9,132,129","$352,373,866","2,064"
4442,"$904,696,846","$255,329,580","$16,596,437","$450,617","$17,047,054",594
4451,"$8,744,209,440","$1,591,776,817","$105,770,494","$1,797,664","$107,568,158","1,690"
4452,"$604,657,065","$196,367,863","$12,839,174","$290,034","$13,129,208","1,088"
4453,"$1,166,924,432","$1,034,014,252","$91,753,255","$672,487","$92,425,742","1,069"
4461,"$3,303,079,282","$514,176,026","$33,468,600","$683,765","$34,152,365","1,382"
4462,"$2,192,105","$2,192,105","$142,486","$3,790","$146,276",4
4471,"$9,704,331,607","$798,340,391","$52,034,252","$1,191,643","$53,225,895","2,220"
4480,"$868,168,022","$201,340,122","$13,087,124","$672,045","$13,759,169",810
4481,"$1,254,414,748","$262,436,183","$17,059,586","$725,356","$17,784,942","1,280"
4482,"$277,620,603","$11,481,900","$746,327","$117,837","$864,164",336
4483,"$459,488,848","$387,584,486","$25,193,008","$165,634","$25,358,642","1,483"
4511,"$1,789,095,267","$1,006,247,294","$65,429,510","$653,117","$66,082,627","3,128"
4512,"$717,416,324","$365,073,610","$23,947,857","$249,517","$24,197,374","1,479"
4520,"$8,592,175,785","$4,787,980,799","$312,592,600","$9,829,425","$322,422,025",600
4521,"$501,247,504","$244,917,664","$15,919,653","$223,382","$16,143,035",52
4529,"$933,667,137","$451,397,297","$29,342,636","$287,736","$29,630,372",551
4531,"$188,630,341","$140,936,571","$9,160,927","$42,949","$9,203,876",907
4532,"$1,142,572,028","$787,081,448","$51,173,105","$1,130,670","$52,303,775","2,638"
4533,"$250,738,954","$137,625,326","$8,945,690","$203,858","$9,149,548","2,620"
4539,"$2,557,370,239","$1,008,771,348","$64,823,546","$1,779,547","$66,603,093","12,096"
4540,"$48,283,648","$22,409,683","$1,458,278","$12,908","$1,471,186","1,482"
4541,"$1,480,545,369","$550,736,611","$35,797,881","$251,219","$36,049,100",856
4542,"$143,106,208","$127,684,548","$8,299,514","$140,713","$8,440,227",617
4543,"$1,937,592,415","$515,344,752","$33,502,756","$721,681","$34,224,437","2,338"
4810,"$150,544,675","$86,138,748","$5,625,912","$3,713,245","$9,339,157",119
4812,"$1,225,225","$37,903","$3,015","$4,687","$7,702",5
4821,"$81,661,416","$1,033,848","$67,800","$4,047,804","$4,115,604",15
4830,"$11,845,248","$5,052,440","$344,496","$78,423","$422,919",24
4840,"$299,769,500","$17,922,677","$1,164,986","$896,663","$2,061,649",510
4841,"$863,504,844","$48,796,979","$3,172,091","$1,092,579","$4,264,670",725
4842,"$827,865,888","$15,665,369","$1,018,248","$579,950","$1,598,198",483
4850,"$101,888,826","$6,700,393","$473,662","$51,848","$525,510",57
4851,"$7,975,147","$104,682","$6,803","$9,996","$16,799",6
4852,"$22,399,071","$545,551","$35,462","$26,214","$61,676",5
4853,"$6,676,679","$544,567","$35,396","$3,782","$39,178",22
4854,"$101,426,984","$2,552,507","$165,919","$96,676","$262,595",45
4855,"$17,028,227","$29,301","$1,905","$47,271","$49,176",12
4859,"$50,858,238","$3,282,376","$273,136","$6,827","$279,963",22
4860,"$1,086,790","$1,086,446","$70,616","$905,002","$975,618",14
4872,"$1,025,611","$769,641","$53,016",$93,"$53,109",5
4881,"$86,213,145","$6,669,644","$442,482","$22,080","$464,562",44
4882,"$14,284,649","$371,838","$24,167","$14,422","$38,589",7
4883,"$19,424,531","$2,861,259","$185,983","$76,427","$262,410",5
4884,"$171,125,781","$85,085,566","$5,530,635","$59,142","$5,589,777",505
4885,"$25,774,504","$102,685","$6,674","$13,056","$19,730",27
4889,"$83,640,507","$5,826,742","$378,742","$184,977","$563,719",27
4921,"$2,449,367","$372,526","$24,216","$10,100","$34,316",18
4922,"$16,125,216","$4,911,038","$319,220","$32,873","$352,093",39
4931,"$89,429,514","$6,016,036","$391,040","$119,092","$510,132",65
5111,"$1,000,640,278","$34,702,599","$2,255,676","$649,801","$2,905,477",370
5112,"$430,936,236","$100,113,921","$6,507,419","$146,005","$6,653,424",138
5121,"$201,454,699","$94,715,608","$6,156,652","$95,306","$6,251,958",314
5122,"$14,580,100","$2,630,595","$170,986","$3,536","$174,522",26
5151,"$85,332,501","$24,330,994","$1,581,513","$417,174","$1,998,687",97
5152,"$889,432,794","$735,937,669","$47,835,947","$612,841","$48,448,788",57
5161,"$488,046","$216,943","$14,101",$100,"$14,201",11
5170,"$3,762,590,632","$3,246,699,651","$211,035,518","$2,159,949","$213,195,467",800
5171,"$7,991,561","$7,966,615","$517,828","$11,571","$529,399",8
5172,"$7,986,356","$6,116,960","$397,599","$2,462","$400,061",15
5173,"$26,646,811","$4,614,861","$299,963","$1,158","$301,121",15
5174,"$566,936","$549,480","$35,718",$0,"$35,718",4
5179,"$9,575,244","$9,343,668","$607,339",$0,"$607,339",5
5181,"$14,476,367","$2,055,236","$133,590","$23,854","$157,444",27
5182,"$2,483,070,726","$343,468,644","$22,325,490","$1,007,609","$23,333,099",831
5190,"$1,028,754,065","$710,390,852","$46,175,411","$519,345","$46,694,756",220
5191,"$1,637,686,733","$416,076,807","$27,046,743","$10,188,153","$37,234,896","1,642"
5221,"$341,023,455","$30,901,718","$2,008,623","$2,496,856","$4,505,479",475
5222,"$560,057,510","$230,364,874","$14,973,714","$266,470","$15,240,184",316
5223,"$90,945,488","$2,978,626","$193,618","$30,958","$224,576",104
5231,"$31,621,581","$3,028,436","$196,851","$7,149,716","$7,346,567",96
5232,"$9,228,523","$2,316",$151,$0,$151,4
5239,"$69,929,396","$8,229,330","$537,741","$28,853","$566,594",98
5241,"$1,369,273,086","$4,786,359","$311,120","$2,650,382","$2,961,502",103
5242,"$721,035,209","$7,248,398","$471,146","$495,107","$966,253",513
5251,"$1,277,867","$217,056","$14,108",$0,"$14,108",4
5259,"$33,604,774","$31,869,866","$2,071,546","$5,322","$2,076,868",34
5310,"$629,700,374","$99,490,377","$6,488,849","$427,729","$6,916,578",979
5311,"$170,578,140","$17,918,512","$1,178,899","$102,309","$1,281,208",299
5312,"$162,772,480","$3,166,880","$207,401","$24,294","$231,695",250
5313,"$143,061,773","$17,414,465","$1,080,467","$118,591","$1,199,058",306
5320,"$1,209,255","$513,019","$33,344",$0,"$33,344",5
5321,"$594,849,765","$517,553,545","$45,707,523","$635,057","$46,342,580",319
5322,"$1,233,732,786","$749,655,810","$49,873,523","$347,906","$50,221,429","1,288"
5323,"$49,739,569","$33,557,173","$2,185,159","$50,926","$2,236,085",95
5324,"$528,352,218","$356,219,085","$23,163,091","$296,502","$23,459,593",421
5331,"$15,952,550","$7,213,707","$468,888","$257,248","$726,136",13
5411,"$797,738,831","$1,831,459","$119,054","$584,996","$704,050",613
5412,"$736,218,105","$22,171,841","$1,441,181","$334,467","$1,775,648",761
5413,"$1,110,626,849","$38,891,112","$2,527,941","$717,337","$3,245,278",749
5414,"$412,555,730","$112,386,747","$7,305,141","$217,106","$7,522,247","1,351"
5415,"$2,176,960,609","$408,316,565","$26,540,567","$1,762,611","$28,303,178","1,220"
5416,"$1,988,458,786","$203,731,189","$13,276,514","$927,909","$14,204,423","2,006"
5417,"$686,238,028","$15,678,760","$1,019,136","$2,494,310","$3,513,446",121
5418,"$1,441,596,666","$78,084,762","$5,080,358","$1,305,533","$6,385,891",739
5419,"$1,195,323,812","$348,202,422","$22,633,691","$2,966,262","$25,599,953","3,000"
5510,"$168,981,480","$59,703,761","$3,887,744","$136,558","$4,024,302",144
5511,"$258,574,912","$21,801,000","$1,417,065","$204,907","$1,621,972",86
5611,"$46,527,396","$3,230,087","$211,336","$110,329","$321,665",63
5612,"$32,900,144","$13,373,919","$869,304","$10,155","$879,459",27
5613,"$275,584,110","$2,942,229","$191,250","$47,284","$238,534",188
5614,"$2,444,875,249","$370,326,678","$24,089,149","$3,323,680","$27,412,829","2,584"
5615,"$463,102,877","$29,768,856","$1,935,921","$809,732","$2,745,653",146
5616,"$315,499,260","$211,761,881","$13,764,530","$678,386","$14,442,916",379
5617,"$1,462,346,655","$877,487,442","$57,037,110","$1,323,088","$58,360,198","6,545"
5619,"$341,872,669","$76,227,266","$4,956,158","$228,821","$5,184,979",267
5620,"$193,806,932","$1,441,907","$93,724","$390,759","$484,483",131
5621,"$198,478,306","$1,306,114","$84,901","$268,179","$353,080",123
5622,"$43,154,133","$111,338","$7,239","$39,750","$46,989",11
5629,"$73,298,306","$3,971,711","$258,161","$67,160","$325,321",60
6110,"$57,497,088","$4,197,804","$272,891","$143,457","$416,348",179
6111,"$30,763,503","$13,654,568","$887,554","$63,575","$951,129",338
6112,"$4,196,744","$1,488,476","$96,751",$0,"$96,751",5
6113,"$133,356,861","$37,253,046","$2,422,387","$72,073","$2,494,460",95
6114,"$56,391,411","$4,029,934","$261,941","$5,800","$267,741",27
6115,"$25,716,692","$6,485,426","$421,546","$53,552","$475,098",30
6116,"$110,412,284","$7,949,585","$517,102","$39,189","$556,291",283
6117,"$2,119,329","$562,398","$36,557",$719,"$37,276",16
6211,"$2,262,437,299","$10,963,761","$712,641","$2,274,654","$2,987,295",451
6212,"$447,405,163","$1,924,373","$125,085","$283,575","$408,660",604
6213,"$543,753,859","$22,496,050","$1,462,274","$113,416","$1,575,690","1,578"
6214,"$449,670,457","$13,067,124","$849,362","$1,150,887","$2,000,249",452
6215,"$152,567,010","$1,801,918","$117,132","$899,521","$1,016,653",64
6216,"$301,696,831","$3,505,157","$227,897","$104,484","$332,381",93
6219,"$17,961,709","$562,991","$36,595","$34,573","$71,168",20
6220,"$572,812,937","$34,921,855","$2,269,936","$173,840","$2,443,776",58
6221,"$1,365,407,858","$32,962,805","$2,142,579","$38,240","$2,180,819",76
6230,"$82,258,022","$2,929,966","$190,445","$97,260","$287,705",179
6231,"$54,428,930","$2,213,612","$143,884","$66,157","$210,041",112
6232,"$32,978,337","$1,521,728","$98,913","$3,531","$102,444",19
6233,"$26,671,586","$985,752","$64,698","$9,097","$73,795",24
6239,"$20,499,348","$269,446","$17,515",$924,"$18,439",47
6241,"$21,649,837","$1,489,247","$96,805","$40,256","$137,061",109
6242,"$1,094,660","$522,508","$35,805",$9,"$35,814",12
6243,"$134,751,278","$10,524,487","$684,692","$3,626","$688,318",97
6244,"$62,332,071","$843,442","$54,823","$90,046","$144,869",149
7110,"$18,268,592","$10,187,960","$678,098","$8,914","$687,012",141
7111,"$19,728,168","$13,178,929","$955,627","$16,135","$971,762",64
7112,"$213,112,635","$195,413,937","$12,717,488","$222,214","$12,939,702",91
7113,"$9,239,671","$5,300,099","$352,174","$67,481","$419,655",49
7114,"$13,034,407","$9,436,154","$628,744","$1,089","$629,833",20
7115,"$20,729,795","$5,234,563","$343,654","$5,478","$349,132",596
7121,"$29,357,634","$17,457,597","$1,141,252","$65,047","$1,206,299",143
7131,"$62,612,301","$59,354,609","$3,927,222","$134,414","$4,061,636",52
7132,"$473,105,989","$464,083,838","$30,296,275","$433,328-","$29,862,947",16
7139,"$1,023,477,900","$836,490,575","$56,181,253","$610,661","$56,791,914","2,112"
7211,"$1,739,448,222","$1,562,112,881","$103,158,668","$655,844","$103,814,512","2,098"
7212,"$43,122,500","$26,225,456","$1,740,374","$25,097","$1,765,471",309
7213,"$5,243,100","$2,191,806","$142,469","$1,940","$144,409",60
7220,"$4,734,940","$4,359,334","$294,623","$2,131","$296,754",23
7221,"$4,366,883,517","$4,119,552,794","$282,141,718","$9,416,119","$291,557,837","6,128"
7222,"$1,330,634,735","$1,280,322,699","$83,592,624","$734,928","$84,327,552","2,472"
7223,"$377,609,229","$242,113,009","$16,502,129","$196,528","$16,698,657",718
7224,"$752,468,641","$712,590,456","$55,636,992","$537,914","$56,174,906","1,605"
8110,"$2,310,124","$243,634","$15,836",$35,"$15,871",4
8111,"$1,724,370,312","$786,930,966","$51,168,407","$1,014,089","$52,182,496","5,109"
8112,"$154,492,527","$39,154,444","$2,545,052","$537,448","$3,082,500",565
8113,"$313,552,870","$74,965,126","$4,872,756","$401,702","$5,274,458",423
8114,"$407,708,343","$150,165,786","$9,761,508","$600,513","$10,362,021","2,686"
8121,"$533,430,825","$206,835,046","$13,446,338","$420,463","$13,866,801","3,819"
8122,"$76,571,288","$5,455,676","$354,621","$8,811","$363,432",151
8123,"$318,622,113","$234,202,073","$15,223,138","$228,875","$15,452,013",508
8129,"$875,368,687","$368,794,445","$23,974,830","$1,787,843","$25,762,673","3,287"
8130,"$24,543,611","$4,079,180","$281,235","$6,697","$287,932",137
8131,"$50,524,722","$11,744,597","$765,131",$782,"$765,913",284
8132,"$36,215,579","$3,690,049","$242,123","$1,207","$243,330",82
8133,"$10,404,072","$3,421,055","$224,395",$171,"$224,566",31
8134,"$276,508,439","$130,968,520","$10,310,819","$171,978","$10,482,797","1,101"
8139,"$127,380,010","$17,035,757","$1,125,217","$267,859","$1,393,076",296
8141,"$5,014,028","$664,791","$43,209","$3,720","$46,929",60
9211,"$1,463,394,466","$431,612,343","$28,457,645","$19,739,844","$48,197,489",792
9231,"$1,143,026","$71,515","$4,646","$2,861","$7,507",11
9241,"$42,835,337","$31,034,308","$2,017,231","$8,881","$2,026,112",43
9251,"$620,219","$18,627","$1,209","$77,374","$78,583",9
9261,"$3,072,277","$1,525,960","$99,188","$165,453","$264,641",7
9999,"$771,401,047","$73,021,926","$4,788,135","$1,517,200","$6,305,335","1,195"
TOTAL,"$275,906,239,682","$64,719,994,813","$4,279,513,970","$356,215,767","$4,635,729,737","155,219"
