NAICS,GROSS SALES,TAXABLE SALES,SALES TAX,USE TAX,TOTAL TAX,NUMBER
5312,"$67,423,799","$899,907","$58,180","$30,808","$88,988",82
5313,"$76,905,073","$14,963,606","$967,479","$67,716","$1,035,195",139
5321,"$479,406,369","$426,645,264","$38,029,462","$402,858","$38,432,320",255
5322,"$1,237,755,975","$839,376,976","$55,370,368","$598,154","$55,968,522","1,404"
5323,"$45,981,716","$29,804,535","$1,944,247","$37,182","$1,981,429",71
5324,"$400,902,763","$309,628,881","$20,134,081","$97,638","$20,231,719",240
5331,"$12,205,076","$10,787,717","$701,199","$18,144","$719,343",11
5411,"$405,629,399","$2,323,140","$151,001","$366,816","$517,817",403
5412,"$368,525,544","$12,868,541","$846,531","$276,242","$1,122,773",614
5413,"$625,159,067","$31,667,643","$2,058,405","$664,804","$2,723,209",662
5414,"$259,521,750","$68,497,331","$4,452,355","$210,592","$4,662,947","1,092"
5415,"$938,881,734","$185,916,208","$12,084,581","$1,439,163","$13,523,744",855
5416,"$1,196,000,952","$172,496,282","$11,287,829","$789,885","$12,077,714","1,824"
5417,"$311,161,564","$12,158,051","$790,279","$1,611,718","$2,401,997",113
5418,"$884,359,125","$65,139,084","$4,234,021","$490,233","$4,724,254",706
5419,"$800,570,748","$286,167,593","$18,601,879","$1,173,502","$19,775,381","2,558"
5510,"$168,235,046","$82,418,521","$5,390,121","$290,285","$5,680,406",154
5511,"$253,638,701","$22,329,237","$1,451,400","$177,123","$1,628,523",55
5611,"$30,361,631","$773,686","$50,289","$56,510","$106,799",41
5612,"$18,542,210","$8,650,948","$562,310","$8,655","$570,965",11
5613,"$203,357,203","$3,921,038","$254,868","$13,165","$268,033",122
5614,"$3,542,473,025","$431,188,697","$28,045,705","$3,039,443","$31,085,148","2,928"
5615,"$444,271,090","$26,878,062","$1,747,855","$510,951","$2,258,806",142
5616,"$252,585,189","$178,998,217","$11,634,889","$418,851","$12,053,740",351
5617,"$1,130,805,011","$703,120,756","$45,703,552","$842,363","$46,545,915","5,843"
5619,"$188,657,683","$56,089,337","$3,645,811","$154,279","$3,800,090",181
5620,"$71,085,356","$557,869","$36,260","$95,271","$131,531",86
5621,"$222,696,792","$1,045,705","$67,979","$262,202","$330,181",126
5622,"$54,651,403","$13,370",$870,"$19,300","$20,170",14
5629,"$57,471,210","$2,435,782","$158,332","$65,792","$224,124",55
6110,"$22,582,769","$3,168,007","$205,952","$40,833","$246,785",77
6111,"$32,730,821","$12,497,759","$812,358","$52,986","$865,344",327
6112,"$4,913,635","$1,535,925","$99,836","$3,388","$103,224",5
6113,"$125,869,386","$33,961,300","$2,207,782","$29,471","$2,237,253",95
6114,"$41,344,330","$777,506","$50,537","$38,933","$89,470",26
6115,"$22,212,052","$6,417,903","$418,060","$30,701","$448,761",29
6116,"$70,513,750","$9,501,890","$617,626","$58,483","$676,109",304
6211,"$1,103,576,159","$8,383,167","$544,891","$1,010,420","$1,555,311",390
6212,"$262,804,783","$1,294,396","$84,137","$153,323","$237,460",472
6213,"$379,854,004","$15,579,683","$1,012,653","$91,002","$1,103,655","1,249"
6214,"$257,126,278","$14,990,910","$974,428","$605,839","$1,580,267",417
6215,"$138,345,279","$1,565,777","$101,778","$561,212","$662,990",51
6216,"$119,466,588","$3,631,830","$236,067","$12,024","$248,091",71
6219,"$13,409,510","$73,527","$4,779",$39,"$4,818",9
6220,"$394,063,215","$28,928,225","$1,880,332","$415,612","$2,295,944",61
6221,"$1,090,153,720","$30,653,568","$1,992,492","$89,718","$2,082,210",83
6230,"$108,805,294","$2,282,136","$148,337","$92,441","$240,778",163
6231,"$45,878,842","$2,028,639","$131,853","$55,990","$187,843",115
6232,"$26,028,328","$174,705","$11,354","$1,474","$12,828",13
6233,"$14,076,819","$195,101","$12,682","$2,057","$14,739",14
6239,"$21,840,144","$1,420,958","$92,361","$4,945","$97,306",56
6241,"$16,094,529","$1,510,413","$98,180","$19,757","$117,937",91
6242,"$828,027","$105,570","$6,861",$0,"$6,861",9
6243,"$102,443,964","$10,147,126","$660,087","$21,955","$682,042",113
6244,"$54,439,861","$479,578","$31,175","$74,404","$105,579",96
7110,"$30,205,721","$12,142,241","$815,161","$14,075","$829,236",173
7111,"$10,152,267","$7,343,262","$555,412","$15,687","$571,099",32
7112,"$187,877,726","$172,336,991","$11,209,470","$149,847","$11,359,317",89
7113,"$11,435,721","$6,838,694","$451,827","$19,407","$471,234",24
7114,"$2,718,716","$96,080","$6,244",$0,"$6,244",10
7115,"$14,775,402","$1,822,905","$118,488","$5,798","$124,286",134
7121,"$17,801,245","$12,957,510","$842,247",$227,"$842,474",141
7131,"$93,832,036","$87,125,703","$5,692,329","$134,153","$5,826,482",43
7132,"$14,574,393","$10,642,792","$708,646","$58,473","$767,119",12
7139,"$1,085,327,852","$936,257,651","$62,584,617","$704,357","$63,288,974","2,162"
7211,"$1,370,998,272","$1,258,330,149","$83,089,014","$707,647","$83,796,661","2,204"
7212,"$28,146,189","$19,055,391","$1,248,848","$15,192","$1,264,040",305
7213,"$3,918,535","$1,741,687","$113,213","$3,836","$117,049",58
7220,"$403,716","$401,793","$28,023",$0,"$28,023",5
7221,"$4,227,189,867","$3,949,916,655","$269,075,474","$5,539,331","$274,614,805","6,952"
7222,"$797,470,892","$762,485,098","$49,736,047","$575,627","$50,311,674","1,290"
7223,"$129,248,923","$87,393,165","$5,872,848","$58,811","$5,931,659",251
7224,"$678,895,562","$658,931,299","$51,470,763","$114,170","$51,623,669","1,718"
8111,"$1,519,742,313","$734,145,182","$47,739,909","$799,358","$48,539,267","4,922"
8112,"$172,061,184","$34,488,622","$2,241,771","$435,089","$2,676,860",567
8113,"$187,452,251","$46,598,147","$3,028,885","$173,460","$3,202,345",296
8114,"$401,038,591","$135,028,683","$8,777,263","$352,042","$9,129,305","2,851"
8121,"$356,593,483","$101,376,114","$6,589,423","$180,507","$6,769,930","3,570"
8122,"$62,046,451","$3,950,759","$256,804","$9,092","$265,896",144
8123,"$247,467,639","$201,066,439","$13,069,324","$143,361","$13,212,685",545
8129,"$582,644,557","$332,778,064","$21,635,907","$398,287","$22,034,194","2,956"
8130,"$3,316,322","$1,816,162","$127,427","$2,899","$130,326",46
8131,"$53,852,354","$11,894,318","$773,759",$768,"$774,527",295
8132,"$36,044,960","$3,551,483","$233,006","$3,227","$236,233",94
8133,"$3,552,312","$1,425,566","$93,595",$61,"$93,656",26
8134,"$236,273,967","$130,411,180","$10,197,986","$37,443","$10,235,429","1,179"
8139,"$94,694,754","$18,143,324","$1,192,765","$230,685","$1,423,450",275
8141,"$2,979,189","$1,133,324","$73,666","$45,851","$119,517",73
9211,"$1,380,378,300","$760,641,993","$51,137,935","$3,895,863","$55,033,798",859
9231,"$554,829","$74,275","$4,828","$5,459","$10,287",10
9241,"$26,563,326","$19,863,079","$1,291,098","$9,209","$1,300,307",42
9251,"$56,867","$39,111","$2,541","$30,987","$33,528",9
9261,"$4,950,104","$3,836,342","$249,360","$156,998","$406,358",10
9999,"$490,184,843","$165,154,962","$10,764,245","$5,712,376","$16,476,621","1,471"
TOTAL,"$220,419,725,686","$57,480,736,227","$3,797,862,898","$238,886,911","$4,036,788,545","147,056"
