YEAR,FOUR-DIGIT INDUSTRY,GROSS SALES,TAXABLE SALES,SALES TAX,USE TAX,TOTAL TAX, NUMBER 
2013,"1140 FISHING, HUNTING & TRAPPING","$4,456,710","$2,772,276","$190,594","$1,042","$191,636", 18 
2013,1141 FISHING,"$17,711,418","$842,830","$58,429","$132,390","$190,819", 15 
2013,1142 HUNTING & TRAPPING,"$3,781,116","$2,004,015","$140,208","$2,996","$143,204", 41 
2013,1150 SUPPORT ACTIVITIES FOR AGRICULTURE & FORESTRY,"$837,309,068","$4,290,413","$294,973","$198,550","$493,523", 82 
2013,1151 SUPPORT ACTIVITIES FOR CROP PRODUCTION,"$1,105,381,939","$14,851,991","$1,045,537","$142,365","$1,187,902", 141 
2013,1152 SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION,"$333,358,308","$4,313,697","$296,567","$199,546","$496,113", 93 
2013,1153 SUPPORT ACTIVITIES FOR FORESTRY,"$4,913,496","$4,196,505","$288,504","$1,709","$290,213", 23 
2013,2122 METAL ORE MINING,"$260,869,858","$6,636",$454,"$33,864,677","$33,865,131", 8 
2013,2123 NONMETALLIC MINERAL MINING & QUARRYING,"$394,835,476","$113,563,965","$7,807,515","$802,743","$8,610,258", 172 
2013,2131 SUPPORT ACTIVITIES FOR MINING,"$23,525,315","$1,391,912","$95,695","$76,157","$171,852", 18 
2013,2210 UTILITIES,"$379,508,389","$172,421,639","$11,937,744","$197,563","$12,135,307", 91 
2013,"2211 ELECTRIC POWER GENERATION, TRANSMISSION & DISTRIBUTION","$11,396,251,610","$4,119,478,938","$283,214,180","$18,414,046","$301,628,226", 121 
2013,2212 NATURAL GAS DISTRIBUTION,"$1,767,207,027","$484,570,465","$33,314,219","$1,478,790","$34,793,009", 55 
2013,"2213 WATER, SEWAGE & OTHER SYSTEMS","$332,507,522","$167,562,758","$11,522,928","$696,733","$12,219,661", 181 
2013,2360 CONSTRUCTION OF BUILDINGS,"$2,551,051,438","$53,212,804","$3,658,372","$2,770,115","$6,428,487", 846 
2013,2361 RESIDENTIAL BUILDING CONSTRUCTION,"$950,198,229","$27,719,608","$1,917,354","$992,573","$2,909,927", 774 
2013,2362 NONRESIDENTIAL BUILDING CONSTRUCTION,"$516,916,702","$33,295,428","$2,291,605","$2,399,944","$4,691,549", 258 
2013,2370 HEAVY & CIVIL ENGINEERING CONSTRUCTION,"$1,262,472,302","$48,506,450","$3,334,822","$6,991,528","$10,326,350", 237 
2013,2371 UTILITY SYSTEM CONSTRUCTION,"$191,907,708","$56,659,206","$3,895,316","$446,295","$4,341,611", 109 
2013,2372 LAND SUBDIVISION,"$10,134,668","$3,273,815","$233,329",$213,"$233,542", 14 
2013,"2373 HIGHWAY, STREET, & BRIDGE CONSTRUCTION","$239,207,554","$24,805,169","$1,705,361","$988,714","$2,694,075", 64 
2013,2379 OTHER HEAVY & CIVIL ENGINEERING CONSTRUCTION,"$86,103,292","$6,700,262","$460,646","$191,793","$652,439", 61 
2013,2380 SPECIALTY TRADE CONTRACTORS,"$4,055,474,320","$237,087,891","$16,299,855","$13,430,998","$29,730,853"," 2,286 "
2013,"2381 FOUNDATION, STRUCTURE, & BUILDING EXTERIOR CONTRACTORS","$323,309,713","$27,068,084","$1,765,230","$690,799","$2,456,029", 375 
2013,2382 BUILDING EQUIPMENT CONTRACTORS,"$1,345,351,585","$87,337,948","$6,004,815","$3,030,529","$9,035,344"," 1,135 "
2013,2383 BUILDING FINISHING CONTRACTORS,"$446,742,871","$35,705,161","$2,454,721","$2,569,941","$5,024,662", 609 
2013,2389 OTHER SPECIALTY TRADE CONTRACTORS,"$1,086,321,273","$142,051,680","$9,766,800","$4,435,015","$14,201,815", 933 
2013,3110 FOOD MANUFACTURING,"$4,294,681,763","$21,347,754","$1,476,280","$4,415,479","$5,891,759", 105 
2013,3111 ANIMAL FOOD MANUFACTURING,"$444,751,954","$4,237,979","$291,364","$67,943","$359,307", 54 
2013,3112 GRAIN & OILSEED MILLING,"$664,171,541","$944,019","$64,903","$849,672","$914,575", 20 
2013,3113 SUGAR & CONFECTIONERY PRODUCT MANUFACTURING,"$116,298,947","$12,690,454","$872,469","$2,206,250","$3,078,719", 114 
2013,3114 FRUIT & VEGETABLE PRESERVING & SPECIALTY FOOD MANUFACTURING,"$866,908,053","$2,859,826","$197,305","$1,085,932","$1,283,237", 57 
2013,3115 DAIRY PRODUCT MANUFACTURING,"$2,088,036,370","$1,276,057","$87,731","$1,344,836","$1,432,567", 38 
2013,3116 ANIMAL SLAUGHTERING & PROCESSING,"$750,270,621","$456,020","$31,352","$516,764","$548,116", 33 
2013,3118 BAKERIES & TORTILLA MANUFACTURING,"$428,200,450","$33,621,023","$2,311,977","$940,997","$3,252,974", 174 
2013,3119 OTHER FOOD MANUFACTURING,"$532,005,610","$6,788,469","$466,716","$653,629","$1,120,345", 98 
2013,3121 BEVERAGE MANUFACTURING,"$279,617,162","$15,935,812","$1,343,120","$579,528","$1,922,648", 131 
2013,3122 TOBACCO MANUFACTURING,"$93,269,796","$4,059,300","$279,077","$51,661","$330,738", 11 
2013,3130 TEXTILE MILLS,"$67,081,722","$2,758,922","$189,675","$2,055","$191,730", 37 
2013,"3131 FIBER, YARN, & THREAD MILLS","$184,473","$49,086","$3,373",$0,"$3,373", 13 
2013,3132 FABRIC MILLS,"$9,639,623","$907,929","$62,420","$27,280","$89,700", 21 
2013,"3133 TEXTILE, FABRIC FINISHING & FABRIC COATING MILLS","$26,330,168","$1,990,216","$136,826","$10,831","$147,657", 19 
2013,3140 TEXTILE PRODUCT MILLS,"$24,543,212","$895,923","$61,598",$138,"$61,736", 10 
2013,3141 TEXTILE FURNISHINGS MILLS,"$33,205,763","$8,610,704","$591,985","$9,303","$601,288", 69 
2013,3149 OTHER TEXTILE PRODUCT MILLS,"$89,076,451","$5,563,759","$382,505","$97,005","$479,510", 255 
2013,3150 APPAREL MANUFACTURING,"$49,543,032","$3,976,786","$273,403","$15,593","$288,996", 63 
2013,3151 APPAREL KNITTING MILLS,"$1,462,615","$39,981","$2,748","$3,809","$6,557", 13 
2013,3152 CUT & SEW APPAREL MANUFACTURING,"$94,353,195","$3,554,074","$244,343","$18,670","$263,013", 143 
2013,3159 APPAREL ACCESSORIES & OTHER APPAREL MANUFACTURING,"$125,494,652","$1,345,340","$92,495","$34,890","$127,385", 82 
2013,3160 LEATHER & ALLIED PRODUCT MANUFACTURING,"$2,338,031","$288,611","$19,843","$91,821","$111,664", 15 
2013,3161 LEATHER & HIDE TANNING & FINISHING,"$17,533,149","$1,440,400","$99,028","$43,755","$142,783", 12 
2013,3162 FOOTWEAR MANUFACTURING,"$34,255,809","$496,980","$34,167","$4,559","$38,726", 9 
2013,3169 OTHER LEATHER & ALLIED PRODUCT MANUFACTURING,"$5,301,968","$2,075,374","$142,681","$2,546","$145,227", 88 
2013,3210 WOOD PRODUCT MANUFACTURING,"$1,267,604,195","$111,853,427","$7,689,930","$1,081,669","$8,771,599", 266 
2013,3211 SAWMILLS & WOOD PRESERVATION,"$66,743,674","$7,178,497","$493,521","$134,218","$627,739", 53 
2013,"3212 VENEER, PLYWOOD, & ENGINEERED WOOD PRODUCT MANUFACTURING","$107,064,375","$27,152,116","$1,866,708","$167,103","$2,033,811", 44 
2013,3219 OTHER WOOD PRODUCT MANUFACTURING,"$852,794,054","$69,879,678","$4,800,999","$726,131","$5,527,130", 346 
2013,3220 PAPER MANUFACTURING,"$741,068,379","$33,974,881","$2,335,772","$31,755,858","$34,091,630", 42 
2013,"3221 PULP, PAPER, & PAPERBOARD MILLS","$889,965,618","$2,647,530","$182,016","$1,819,430","$2,001,446", 14 
2013,3222 CONVERTED PAPER PRODUCT MANUFACTURING,"$1,237,227,908","$29,968,661","$2,060,342","$1,553,262","$3,613,604", 98 
2013,3230 PRINTING & RELATED SUPPORT ACTIVITIES,"$4,141,910","$488,767","$33,602",$232,"$33,834", 4 
2013,3231 PRINTING & RELATED SUPPORT ACTIVITIES,"$2,717,010,167","$370,420,598","$25,466,462","$2,656,395","$28,122,857"," 1,204 "
2013,3240 PETROLEUM & COAL PRODUCTS MANUFACTURING,"$160,851,589","$146,354,471","$10,061,872","$207,738","$10,269,610", 15 
2013,3241 PETROLEUM & COAL PRODUCTS MANUFACTURING,"$4,248,268,056","$226,243,330","$15,554,232","$3,739,749","$19,293,981", 33 
2013,3250 CHEMICAL MANUFACTURING,"$1,914,889,547","$47,821,816","$3,287,752","$533,868","$3,821,620", 116 
2013,3251 BASIC CHEMICAL MANUFACTURING,"$1,141,178,011","$37,825,197","$2,600,488","$280,686","$2,881,174", 62 
2013,"3252 RESIN, SYNTHETIC RUBBER, & ARTIFICIAL SYNTHETIC FIBERS & FILAMENTS MANUFACTURING","$47,292,242","$2,761,729","$189,870","$166,846","$356,716", 15 
2013,"3253 PESTICIDE, FERTILIZER, & OTHER AGRICULTURAL CHEMICAL MANUFACTURING","$263,915,922","$2,137,751","$146,971","$17,057","$164,028", 23 
2013,3254 PHARMACEUTICAL & MEDICINE MANUFACTURING,"$1,918,012,103","$7,663,801","$526,882","$654,567","$1,181,449", 59 
2013,"3255 PAINT, COATING, & ADHESIVE MANUFACTURING","$90,130,587","$5,725,579","$393,631","$113,248","$506,879", 36 
2013,"3256 SOAP, CLEANING COMPOUND, & TOILET PREPARATION MANUFACTURING","$344,869,935","$29,135,502","$2,003,065","$715,984","$2,719,049", 162 
2013,3259 OTHER CHEMICAL PRODUCT & PREPARATION MANUFACTURING,"$488,935,799","$16,104,472","$1,107,189","$1,708,836","$2,816,025", 98 
2013,3260 PLASTICS & RUBBER PRODUCTS MANUFACTURING,"$954,308,820","$94,712,231","$6,512,351","$733,809","$7,246,160", 133 
2013,3261 PLASTICS PRODUCT MANUFACTURING,"$1,614,761,845","$31,864,738","$2,190,704","$1,639,878","$3,830,582", 249 
2013,3262 RUBBER PRODUCT MANUFACTURING,"$425,521,230","$27,007,831","$1,856,790","$201,272","$2,058,062", 53 
2013,3270 NONMETALLIC MINERAL PRODUCT MANUFACTURING,"$542,910,437","$76,730,042","$5,275,192","$1,295,385","$6,570,577", 117 
2013,3271 CLAY PRODUCT & REFRACTORY MANUFACTURING,"$27,564,319","$11,154,598","$766,875","$68,672","$835,547", 111 
2013,3272 GLASS & GLASS PRODUCT MANUFACTURING,"$153,149,493","$9,536,876","$655,662","$404,315","$1,059,977", 97 
2013,3273 CEMENT & CONCRETE PRODUCT MANUFACTURING,"$846,505,651","$487,171,096","$33,492,997","$858,063","$34,351,060", 142 
2013,3274 LIME & GYPSUM PRODUCT MANUFACTURING,"$30,601,875","$2,252,189","$154,837","$329,911","$484,748", 6 
2013,3279 OTHER NONMETALLIC MINERAL PRODUCT MANUFACTURING,"$81,948,757","$22,803,195","$1,567,727","$475,339","$2,043,066", 60 
2013,3310 PRIMARY METAL MANUFACTURING,"$290,331,396","$29,304,936","$2,014,713","$134,299","$2,149,012", 38 
2013,3311 IRON & STEEL MILLS & FERROALLOY MANUFACTURING,"$107,757,062","$18,893,883","$1,298,952","$831,399","$2,130,351", 25 
2013,3312 STEEL PRODUCT MANUFACTURING FROM PURCHASED STEEL,"$293,729,164","$16,363,631","$1,125,009","$196,730","$1,321,739", 63 
2013,3313 ALUMINA & ALUMINUM PRODUCTION & PROCESSING,"$302,388,711","$2,034,001","$139,835","$66,418","$206,253", 10 
2013,3314 NONFERROUS METAL (EXCEPT ALUMINUM) PRODUCTION & PROCESSING,"$248,236,670","$2,482,398","$170,665","$32,273","$202,938", 19 
2013,3315 FOUNDRIES,"$554,215,773","$734,962","$50,528","$1,233,898","$1,284,426", 30 
2013,3320 FABRICATED METAL PRODUCT MANUFACTURING,"$1,722,787,299","$156,625,798","$10,768,026","$2,983,648","$13,751,674", 503 
2013,3321 FORGING & STAMPING,"$353,405,574","$1,086,180","$74,675","$281,937","$356,612", 61 
2013,3322 CUTLERY & HANDTOOL MANUFACTURING,"$188,378,308","$4,387,665","$301,654","$109,622","$411,276", 55 
2013,3323 ARCHITECTURAL & STRUCTURAL METALS MANUFACTURING,"$887,608,210","$204,068,384","$14,029,727","$2,245,777","$16,275,504", 283 
2013,"3324 BOILER, TANK, & SHIPPING CONTAINER MANUFACTURING","$118,102,686","$20,079,168","$1,380,444","$439,543","$1,819,987", 37 
2013,3325 HARDWARE MANUFACTURING,"$62,400,979","$2,081,278","$143,088","$182,146","$325,234", 15 
2013,3326 SPRING & WIRE PRODUCT MANUFACTURING,"$100,835,819","$2,810,007","$193,186","$145,519","$338,705", 18 
2013,"3327 MACHINE SHOPS; TURNED PRODUCT; & SCREW, NUT, & BOLT MANUFACTURING","$895,740,055","$27,990,431","$1,924,357","$1,012,755","$2,937,112", 341 
2013,"3328 COATING, ENGRAVING, HEAT TREATING, & ALLIED ACTIVITIES","$255,822,869","$5,108,956","$351,244","$350,959","$702,203", 96 
2013,3329 OTHER FABRICATED METAL PRODUCT MANUFACTURING,"$1,625,993,229","$109,282,660","$7,513,198","$829,906","$8,343,104", 436 
2013,3330 MACHINERY MANUFACTURING,"$1,698,950,273","$201,416,859","$13,847,431","$4,765,124","$18,612,555", 421 
2013,"3331 AGRICULTURE, CONSTRUCTION, & MINING MACHINERY MANUFACTURING","$642,319,426","$61,427,359","$4,223,140","$563,760","$4,786,900", 134 
2013,3332 INDUSTRIAL MACHINERY MANUFACTURING,"$2,152,025,909","$65,520,393","$4,504,527","$888,346","$5,392,873", 199 
2013,3333 COMMERCIAL & SERVICE INDUSTRY MACHINERY MFG,"$890,168,622","$125,946,054","$8,658,794","$1,681,116","$10,339,910", 129 
2013,"3334 VENTILATION, HEATING, AIR-CONDITIONING, & COMMERCIAL REFRIGERATION EQUIPMENT MANUFACTURING","$363,045,999","$21,820,748","$1,500,182","$867,267","$2,367,449", 78 
2013,3335 METALWORKING MACHINERY MANUFACTURING,"$378,165,223","$36,788,316","$2,529,193","$603,132","$3,132,325", 162 
2013,"3336 ENGINE, TURBINE, & POWER TRANSMISSION EQUIPMENT MANUFACTURING","$162,905,209","$22,564,113","$1,551,285","$101,096","$1,652,381", 32 
2013,3339 OTHER GENERAL PURPOSE MACHINERY MANUFACTURING,"$1,440,384,904","$90,815,344","$6,243,541","$1,384,667","$7,628,208", 314 
2013,3340 COMPUTER & ELECTRONIC PRODUCT MANUFACTURING,"$435,472,572","$30,582,265","$2,102,537","$845,600","$2,948,137", 83 
2013,3341 COMPUTER & PERIPHERAL EQUIPMENT MANUFACTURING,"$1,482,407,417","$161,614,744","$11,111,019","$1,239,752","$12,350,771", 96 
2013,3342 COMMUNICATIONS EQUIPMENT MANUFACTURING,"$233,945,745","$26,590,256","$1,828,086","$162,447","$1,990,533", 86 
2013,3343 AUDIO & VIDEO EQUIPMENT MANUFACTURING,"$91,158,834","$4,144,956","$284,969","$28,357","$313,326", 37 
2013,3344 SEMICONDUCTOR & OTHER ELECTRONIC COMPONENT MANUFACTURING,"$983,971,390","$18,280,466","$1,256,779","$2,963,657","$4,220,436", 105 
2013,"3345 NAVIGATIONAL, MEASURING, ELECTROMEDICAL, & CONTROL INSTRUMENTS MANUFACTURING","$857,931,095","$43,009,272","$2,956,897","$3,837,005","$6,793,902", 203 
2013,3346 MANUFACTURING & REPRODUCING MAGNETIC & OPTICAL    MEDIA,"$22,169,112","$2,753,648","$189,312","$23,568","$212,880", 33 
2013,"3350 ELECTRICAL EQUIPMENT, APPLIANCE, & COMPONENT MANUFACTURING","$3,044,003,405","$145,602,117","$10,010,158","$4,133,370","$14,143,528", 273 
2013,3351 ELECTRIC LIGHTING EQUIPMENT MANUFACTURING,"$66,759,569","$7,406,881","$509,223","$19,262","$528,485", 48 
2013,3352 HOUSEHOLD APPLIANCE MANUFACTURING,"$33,138,314","$2,601,943","$178,880","$20,819","$199,699", 22 
2013,3353 ELECTRICAL EQUIPMENT MANUFACTURING,"$253,555,190","$35,667,249","$2,452,120","$573,610","$3,025,730", 73 
2013,3359 OTHER ELECTRICAL EQUIPMENT & COMPONENT MFG,"$713,256,349","$126,667,925","$8,708,428","$733,560","$9,441,988", 137 
2013,3360 TRANSPORTATION EQUIPMENT MANUFACTURING,"$3,667,872,735","$19,408,023","$1,334,300","$1,157,995","$2,492,295", 51 
2013,3361 MOTOR VEHICLE MANUFACTURING,"$126,624,378","$9,485,731","$652,146","$62,895","$715,041", 18 
2013,3362 MOTOR VEHICLE BODY & TRAILER MANUFACTURING,"$211,978,399","$18,273,275","$1,256,289","$58,347","$1,314,636", 50 
2013,3363 MOTOR VEHICLE PARTS MANUFACTURING,"$422,711,324","$3,468,399","$238,447","$735,617","$974,064", 69 
2013,3364 AEROSPACE PRODUCT & PARTS MANUFACTURING,"$235,889,427","$1,758,432","$120,895","$83,912","$204,807", 24 
2013,3366 SHIP & BOAT BUILDING,"$138,048,689","$1,064,605","$73,188","$77,716","$150,904", 19 
2013,3369 OTHER TRANSPORTATION EQUIPMENT MANUFACTURING,"$105,658,558","$9,577,526","$658,457","$103,617","$762,074", 58 
2013,3370 FURNITURE & RELATED PRODUCT MANUFACTURING,"$343,656,532","$64,916,324","$4,462,988","$212,068","$4,675,056", 217 
2013,3371 HOUSEHOLD & INSTITUTIONAL FURNITURE & KITCHEN CABINET MANUFACTURING,"$310,088,898","$40,344,980","$2,773,708","$1,000,825","$3,774,533", 282 
2013,3372 OFFICE FURNITURE (INCLUDING FIXTURES) MANUFACTURING,"$151,027,046","$28,595,524","$1,965,948","$174,764","$2,140,712", 114 
2013,3379 OTHER FURNITURE RELATED PRODUCT MANUFACTURING,"$52,099,064","$2,450,174","$168,448","$162,079","$330,527", 17 
2013,3390 MISCELLANEOUS MANUFACTURING,"$5,102,335,516","$333,079,738","$22,906,669","$4,189,337","$27,096,006", 791 
2013,3391 MEDICAL EQUIPMENT & SUPPLIES MANUFACTURING,"$1,035,774,750","$31,720,311","$2,180,779","$3,909,386","$6,090,165", 345 
2013,3399 OTHER MISCELLANEOUS MANUFACTURING,"$1,452,476,042","$165,375,892","$11,369,652","$3,224,983","$14,594,635"," 1,420 "
2013,4231 MOTOR VEHICLE & MOTOR VEHICLE PARTS & SUPPLIES MERCHANT WHOLESALERS,"$3,948,728,594","$144,007,913","$9,903,043","$520,408","$10,423,451", 430 
2013,4232 FURNITURE & HOME FURNISHING MERCHANT WHOLESALERS,"$399,795,047","$127,935,936","$8,795,597","$319,590","$9,115,187", 215 
2013,4233 LUMBER & OTHER CONSTRUCTION MATERIALS MERCHANT WHOLESALERS,"$1,877,009,299","$548,433,578","$37,704,816","$2,277,620","$39,982,436", 349 
2013,4234 PROFESSIONAL & COMMERCIAL EQUIPMENT & SUPPLIES MERCHANT WHOLESALERS,"$3,647,358,960","$842,873,450","$57,971,165","$5,235,991","$63,207,156", 730 
2013,4235 METAL & MINERAL (EXCEPT PETROLEUM) MERCHANT WHOLESALERS,"$1,371,978,125","$52,122,653","$3,583,431","$215,782","$3,799,213", 79 
2013,4236 ELECTRICAL & ELECTRONIC GOODS MERCHANT WHOLESALERS,"$3,508,605,917","$860,957,521","$59,190,825","$1,852,732","$61,043,557", 429 
2013,"4237 HARDWARE, & PLUMBING & HEATING EQUIPMENT & SUPPLIES MERCHANT WHOLESALERS","$1,591,648,857","$803,110,831","$55,213,854","$2,137,772","$57,351,626", 381 
2013,"4238 MACHINERY, EQUIPMENT, & SUPPLIES MERCHANT WHOLESALERS","$7,498,749,052","$1,453,896,064","$99,955,383","$2,950,325","$102,905,708"," 1,347 "
2013,4239 MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,"$6,065,521,654","$444,962,802","$30,588,267","$2,527,513","$33,115,780"," 1,191 "
2013,4241 PAPER & PAPER PRODUCT MERCHANT WHOLESALERS,"$1,321,870,993","$204,655,871","$14,070,088","$210,532","$14,280,620", 221 
2013,4242 DRUGS & DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$4,154,478,555","$60,637,092","$4,168,798","$234,286","$4,403,084", 130 
2013,"4243 APPAREL, PIECE GOODS, & NOTIONS MERCHANT WHOLESALERS","$132,451,583","$17,644,386","$1,213,053","$47,424","$1,260,477", 131 
2013,4244 GROCERY & RELATED PRODUCT WHOLESALERS,"$8,266,578,687","$209,114,030","$14,379,479","$3,089,448","$17,468,927", 382 
2013,4245 FARM PRODUCT RAW MATERIAL MERCHANT WHOLESALERS,"$3,822,844,843","$49,908,085","$3,431,189","$2,075,017","$5,506,206", 152 
2013,4246 CHEMICAL & ALLIED PRODUCTS MERCHANT WHOLESALERS,"$1,486,418,124","$89,333,106","$6,141,667","$548,125","$6,689,792", 165 
2013,4247 PETROLEUM & PETROLEUM PRODUCTS MERCHANT WHOLESALERS,"$5,052,409,148","$105,229,882","$7,234,566","$21,547,919","$28,782,485", 213 
2013,"4248 BEER, WINE, & DISTILLED ALCOHOLIC BEVERAGE MERCHANT WHOLESALERS","$1,416,440,080","$9,894,395","$825,635","$845,780","$1,671,415", 82 
2013,4249 MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS,"$5,799,240,394","$288,358,543","$19,881,755","$1,027,449","$20,909,204", 729 
2013,4251 WHOLESALE ELECTRONIC MARKETS & AGENTS & BROKERS,"$201,859,577","$27,430,579","$1,885,866","$102,153","$1,988,019", 156 
2013,4411 AUTOMOBILE DEALERS,"$11,742,798,876","$948,502,864","$65,517,284","$3,617,968","$69,135,252", 876 
2013,4412 OTHER MOTOR VEHICLE DEALERS,"$2,355,790,762","$661,136,853","$45,326,691","$319,406","$45,646,097", 656 
2013,"4413 AUTOMOTIVE PARTS, ACCESSORIES, & TIRE STORES","$2,019,439,663","$878,468,994","$60,395,429","$751,125","$61,146,554"," 1,435 "
2013,4421 FURNITURE STORES,"$1,081,214,847","$906,611,724","$62,329,547","$1,118,187","$63,447,734", 783 
2013,4422 HOME FURNISHINGS STORES,"$1,074,471,588","$522,971,287","$35,973,237","$5,982,404","$41,955,641"," 1,286 "
2013,4430 ELECTRONICS & APPLIANCE STORES,"$5,051,522","$1,531,661","$105,303",$7,"$105,310", 4 
2013,4431 ELECTRONICS & APPLIANCE STORES,"$3,467,524,685","$1,760,404,768","$121,027,961","$6,371,928","$127,399,889"," 1,710 "
2013,4441 BUILDING MATERIAL & SUPPLIES DEALERS,"$6,354,550,796","$4,990,047,099","$343,095,454","$7,736,901","$350,832,355"," 1,744 "
2013,4442 LAWN & GARDEN EQUIPMENT & SUPPLIES STORES,"$893,865,485","$260,106,893","$17,882,359","$625,348","$18,507,707", 536 
2013,4451 GROCERY STORES,"$9,987,419,438","$1,855,003,818","$132,483,379","$1,833,101","$134,316,480"," 1,514 "
2013,4452 SPECIALTY FOOD STORES,"$969,462,345","$195,632,696","$13,530,932","$452,237","$13,983,169", 874 
2013,"4453 BEER, WINE, & LIQUOR STORES","$1,626,625,313","$1,340,632,161","$123,912,294","$671,798","$124,584,092"," 1,127 "
2013,4461 HEALTH & PERSONAL CARE STORES,"$5,068,446,548","$690,427,790","$47,541,360","$992,087","$48,533,447"," 1,769 "
2013,4471 GASOLINE STATIONS,"$10,638,129,493","$1,070,969,993","$73,972,155","$1,489,931","$75,462,086"," 2,066 "
2013,4480 CLOTHING & CLOTHING ACCESSORIES STORES,"$805,840,676","$149,164,426","$10,255,103","$591,449","$10,846,552", 462 
2013,4481 CLOTHING STORES,"$2,008,565,087","$489,592,679","$33,672,733","$1,705,948","$35,378,681"," 1,834 "
2013,4482 SHOE STORES,"$347,125,892","$15,017,903","$1,032,498","$208,828","$1,241,326", 338 
2013,"4483 JEWELRY, LUGGAGE, & LEATHER GOODS STORES","$444,643,085","$347,402,351","$23,883,939","$398,344","$24,282,283"," 1,105 "
2013,"4511 SPORTING GOODS, HOBBY, & MUSICAL INSTRUMENT STORES","$2,323,794,456","$1,149,851,632","$79,101,538","$818,902","$79,920,440"," 2,990 "
2013,"4512 BOOK, PERIODICAL, & MUSIC STORES","$409,686,322","$197,741,337","$13,595,097","$78,138","$13,673,235"," 1,007 "
2013,4520 GENERAL MERCHANDISE STORES,"$9,987,349,758","$4,497,649,382","$311,149,858","$10,655,946","$321,805,804", 401 
2013,4521 DEPARTMENT STORES,"$838,874,910","$418,977,630","$28,804,716","$904,958","$29,709,674", 139 
2013,4529 OTHER GENERAL MERCHANDISE STORES,"$1,994,861,564","$883,142,927","$60,975,966","$793,251","$61,769,217", 608 
2013,4531 FLORISTS,"$144,806,848","$111,323,947","$7,654,331","$32,206","$7,686,537", 798 
2013,"4532 OFFICE SUPPLIES, STATIONERY, & GIFT STORES","$1,006,175,156","$649,832,840","$44,691,609","$346,201","$45,037,810"," 2,022 "
2013,4533 USED MERCHANDISE STORES,"$314,057,034","$152,719,726","$10,503,582","$208,374","$10,711,956"," 2,353 "
2013,4539 OTHER MISCELLANEOUS STORE RETAILERS,"$2,982,075,429","$815,754,089","$55,959,928","$1,302,408","$57,262,336"," 7,698 "
2013,4540 NONSTORE RETAILERS,"$41,473,016","$14,337,741","$990,251","$14,753","$1,005,004", 947 
2013,4541 ELECTRONIC SHOPPING & MAIL-ORDER HOUSES,"$2,769,032,012","$1,270,280,403","$87,333,461","$1,181,629","$88,515,090"," 1,743 "
2013,4542 VENDING MACHINE OPERATORS,"$162,614,731","$128,820,868","$8,856,533","$204,701","$9,061,234"," 1,018 "
2013,4543 DIRECT SELLING ESTABLISHMENTS,"$2,826,874,442","$529,177,493","$36,388,149","$931,723","$37,319,872"," 3,004 "
2013,4810 AIR TRANSPORTATION,"$137,475,110","$88,655,867","$6,114,876","$2,289,251","$8,404,127", 83 
2013,4812 NONSCHEDULED AIR TRANSPORTATION,"$9,057,212","$3,780,702","$259,929","$5,896","$265,825", 18 
2013,4821 RAIL TRANSPORTATION,"$46,823,007","$2,227,444","$157,777","$3,965,140","$4,122,917", 13 
