year,description,gross.sales,taxable.sales,sales.tax,use.tax,total.tax,number,naics
2017,"VENEER, PLYWOOD, & ENGINEERED WOOD PRODUCT MANUFACTURING",225029279.00,61381020.00,4219948.00,60277.00,4280225.00,54,3212
2017,OTHER WOOD PRODUCT MANUFACTURING,1096692181.00,132353561.00,9036939.00,364546.00,9401485.00,442,3219
2017,PAPER MANUFACTURING,518429392.00,4055646.00,278824.00,729355.00,1008179.00,34,3220
2017,"PULP, PAPER, & PAPERBOARD MILLS",284256933.00,5520257.00,379515.00,202400.00,581915.00,11,3221
2017,CONVERTED PAPER PRODUCT MANUFACTURING,1251003844.00,36961844.00,2541137.00,13533736.00,16074873.00,112,3222
2017,PRINTING & RELATED SUPPORT ACTIVITIES,1661061.00,595272.00,40925.00,209.00,41134.00,4,3230
2017,PRINTING & RELATED SUPPORT ACTIVITIES,2511915647.00,406062218.00,27917358.00,1000789.00,28918147.00,1154,3231
2017,PETROLEUM & COAL PRODUCTS MANUFACTURING,47023204.00,15136061.00,1040605.00,81716.00,1122321.00,9,3240
2017,PETROLEUM & COAL PRODUCTS MANUFACTURING,3360917555.00,313996053.00,21587246.00,2066646.00,23653892.00,95,3241
2017,CHEMICAL MANUFACTURING,1319515958.00,15993695.00,1099571.00,349113.00,1448684.00,90,3250
2017,BASIC CHEMICAL MANUFACTURING,911267463.00,31361701.00,2156118.00,223566.00,2379684.00,80,3251
2017,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL SYNTHETIC FIBERS & FILAMENTS MANUFACTURING",126871710.00,9243353.00,635478.00,72764.00,708242.00,29,3252
2017,"PESTICIDE, FERTILIZER, & OTHER AGRICULTURAL CHEMICAL MANUFACTURING",309954338.00,3235535.00,222440.00,23307.00,245747.00,35,3253
2017,PHARMACEUTICAL & MEDICINE MANUFACTURING,1510195781.00,10483173.00,720722.00,337326.00,1058048.00,87,3254
2017,"PAINT, COATING, & ADHESIVE MANUFACTURING",178432572.00,9784915.00,672719.00,36638.00,709357.00,53,3255
2017,"SOAP, CLEANING COMPOUND, & TOILET PREPARATION MANUFACTURING",301019129.00,39727127.00,2731253.00,890776.00,3622029.00,274,3256
2017,OTHER CHEMICAL PRODUCT & PREPARATION MANUFACTURING,641512068.00,25060962.00,1722942.00,1183367.00,2906309.00,112,3259
2017,PLASTICS & RUBBER PRODUCTS MANUFACTURING,742817810.00,57855401.00,3977563.00,109692.00,4087255.00,109,3260
2017,PLASTICS PRODUCT MANUFACTURING,1846299617.00,43599195.00,2997443.00,419375.00,3416818.00,307,3261
2017,RUBBER PRODUCT MANUFACTURING,612123564.00,43691802.00,3003808.00,112356.00,3116164.00,64,3262
2017,NONMETALLIC MINERAL PRODUCT MANUFACTURING,182960736.00,35992201.00,2474462.00,29958.00,2504420.00,71,3270
2017,CLAY PRODUCT & REFRACTORY MANUFACTURING,38727945.00,17431982.00,1198451.00,49402.00,1247853.00,153,3271
2017,GLASS & GLASS PRODUCT MANUFACTURING,201910084.00,20037026.00,1377543.00,73182.00,1450725.00,102,3272
2017,CEMENT & CONCRETE PRODUCT MANUFACTURING,1354517712.00,647384234.00,44507663.00,2394718.00,46902381.00,155,3273
2017,LIME & GYPSUM PRODUCT MANUFACTURING,57643256.00,2439447.00,167712.00,369425.00,537137.00,9,3274
2017,OTHER NONMETALLIC MINERAL PRODUCT MANUFACTURING,351100561.00,59669056.00,4102251.00,502596.00,4604847.00,91,3279
2017,PRIMARY METAL MANUFACTURING,271326208.00,26899217.00,1849320.00,44348.00,1893668.00,29,3310
2017,IRON & STEEL MILLS & FERROALLOY MANUFACTURING,133271489.00,8669995.00,596063.00,75322.00,671385.00,25,3311
2017,STEEL PRODUCT MANUFACTURING FROM PURCHASED STEEL,340257112.00,24667914.00,1695910.00,363205.00,2059115.00,64,3312
2017,ALUMINA & ALUMINUM PRODUCTION & PROCESSING,414590227.00,5336258.00,366869.00,14175.00,381044.00,17,3313
2017,NONFERROUS METAL (EXCEPT ALUMINUM) PRODUCTION & PROCESSING,251595960.00,1269513.00,87280.00,40299.00,127579.00,15,3314
2017,FOUNDRIES,594307158.00,2985845.00,205274.00,142373.00,347647.00,32,3315
2017,FABRICATED METAL PRODUCT MANUFACTURING,1653507745.00,67399863.00,4633738.00,1290614.00,5924352.00,392,3320
2017,FORGING & STAMPING,415435750.00,6625435.00,455494.00,43291.00,498785.00,69,3321
2017,CUTLERY & HANDTOOL MANUFACTURING,222778894.00,3350594.00,230354.00,20993.00,251347.00,53,3322
2017,ARCHITECTURAL & STRUCTURAL METALS MANUFACTURING,1196027425.00,243829608.00,16763307.00,1684488.00,18447795.00,368,3323
2017,"BOILER, TANK, & SHIPPING CONTAINER MANUFACTURING",173877686.00,17365685.00,1193888.00,49693.00,1243581.00,37,3324
2017,HARDWARE MANUFACTURING,84030685.00,6687049.00,459737.00,15639.00,475376.00,25,3325
2017,SPRING & WIRE PRODUCT MANUFACTURING,104831917.00,4872624.00,334991.00,28409.00,363400.00,23,3326
2017,"MACHINE SHOPS; TURNED PRODUCT; & SCREW, NUT, & BOLT MANUFACTURING",1008198445.00,14399099.00,989936.00,308989.00,1298925.00,355,3327
2017,"COATING, ENGRAVING, HEAT TREATING, & ALLIED ACTIVITIES",306613913.00,5016821.00,344911.00,110219.00,455130.00,124,3328
2017,OTHER FABRICATED METAL PRODUCT MANUFACTURING,1579540802.00,95322509.00,6553430.00,986664.00,7540094.00,456,3329
2017,MACHINERY MANUFACTURING,2000770267.00,61947294.00,4258874.00,1474964.00,5733838.00,308,3330
2017,"AGRICULTURE, CONSTRUCTION, & MINING MACHINERY MANUFACTURING",782251620.00,70687667.00,4859781.00,2573961.00,7433742.00,195,3331
2017,INDUSTRIAL MACHINERY MANUFACTURING,931697916.00,49778569.00,3458966.00,637559.00,4096525.00,194,3332
2017,COMMERCIAL & SERVICE INDUSTRY MACHINERY MFG,1003358743.00,70291259.00,4832531.00,618770.00,5451301.00,139,3333
2017,"VENTILATION, HEATING, AIR-CONDITIONING, & COMMERCIAL REFRIGERATION EQUIPMENT MANUFACTURING",388136295.00,30771761.00,2115555.00,917637.00,3033192.00,76,3334
2017,METALWORKING MACHINERY MANUFACTURING,400949389.00,6605991.00,454178.00,161904.00,616082.00,203,3335
2017,"ENGINE, TURBINE, & POWER TRANSMISSION EQUIPMENT MANUFACTURING",165465991.00,3395103.00,233419.00,28222.00,261641.00,44,3336
2017,OTHER GENERAL PURPOSE MACHINERY MANUFACTURING,1620626932.00,118066595.00,8117069.00,781589.00,8898658.00,379,3339
2017,COMPUTER & ELECTRONIC PRODUCT MANUFACTURING,193299836.00,5826579.00,400574.00,220263.00,620837.00,52,3340
2017,COMPUTER & PERIPHERAL EQUIPMENT MANUFACTURING,766079783.00,76473339.00,5257546.00,687068.00,5944614.00,120,3341
2017,COMMUNICATIONS EQUIPMENT MANUFACTURING,501363597.00,141641397.00,9737844.00,99751.00,9837595.00,101,3342
2017,AUDIO & VIDEO EQUIPMENT MANUFACTURING,122236230.00,5948128.00,408940.00,14092.00,423032.00,46,3343
2017,SEMICONDUCTOR & OTHER ELECTRONIC COMPONENT MANUFACTURING,1221536945.00,4743250.00,326102.00,531570.00,857672.00,119,3344
2017,"NAVIGATIONAL, MEASURING, ELECTROMEDICAL, & CONTROL INSTRUMENTS MANUFACTURING",1251299404.00,34992763.00,2405754.00,2635033.00,5040787.00,273,3345
2017,MANUFACTURING & REPRODUCING MAGNETIC & OPTICAL    MEDIA,28528931.00,1400721.00,96299.00,6587.00,102886.00,24,3346
2017,"ELECTRICAL EQUIPMENT, APPLIANCE, & COMPONENT MANUFACTURING",1928841281.00,44710915.00,3073877.00,2239634.00,5313511.00,191,3350
2017,ELECTRIC LIGHTING EQUIPMENT MANUFACTURING,95078822.00,19261140.00,1324210.00,7146.00,1331356.00,68,3351
2017,HOUSEHOLD APPLIANCE MANUFACTURING,39212716.00,12329101.00,847629.00,5275.00,852904.00,30,3352
2017,ELECTRICAL EQUIPMENT MANUFACTURING,333469715.00,9697642.00,666716.00,79887.00,746603.00,75,3353
2017,OTHER ELECTRICAL EQUIPMENT & COMPONENT MFG,1245453588.00,76759793.00,5277254.00,414306.00,5691560.00,166,3359
2017,TRANSPORTATION EQUIPMENT MANUFACTURING,4790240116.00,10844195.00,745537.00,568341.00,1313878.00,34,3360
2017,MOTOR VEHICLE MANUFACTURING,315269307.00,14719873.00,1011989.00,55872.00,1067861.00,19,3361
2017,MOTOR VEHICLE BODY & TRAILER MANUFACTURING,280602507.00,9612011.00,660829.00,77227.00,738056.00,47,3362
2017,MOTOR VEHICLE PARTS MANUFACTURING,675785761.00,13192652.00,906992.00,237979.00,1144971.00,95,3363
2017,AEROSPACE PRODUCT & PARTS MANUFACTURING,190212262.00,1347172.00,92621.00,33536.00,126157.00,25,3364
2017,SHIP & BOAT BUILDING,95223037.00,2452987.00,168646.00,1860.00,170506.00,20,3366
2017,OTHER TRANSPORTATION EQUIPMENT MANUFACTURING,173925999.00,14973571.00,1029432.00,50479.00,1079911.00,60,3369
2017,FURNITURE & RELATED PRODUCT MANUFACTURING,235883209.00,28823279.00,1981609.00,31260.00,2012869.00,143,3370
2017,HOUSEHOLD & INSTITUTIONAL FURNITURE & KITCHEN CABINET MANUFACTURING,477697134.00,78226555.00,5378081.00,1137864.00,6515945.00,392,3371
2017,OFFICE FURNITURE (INCLUDING FIXTURES) MANUFACTURING,214422555.00,61663104.00,4239335.00,488347.00,4727682.00,141,3372
2017,OTHER FURNITURE RELATED PRODUCT MANUFACTURING,70474830.00,6574480.00,451995.00,66920.00,518915.00,14,3379
2017,MISCELLANEOUS MANUFACTURING,2327793149.00,106487218.00,7321044.00,2370357.00,9691401.00,546,3390
2017,MEDICAL EQUIPMENT & SUPPLIES MANUFACTURING,1436482914.00,33898249.00,2330498.00,1541367.00,3871865.00,360,3391
2017,OTHER MISCELLANEOUS MANUFACTURING,4701841942.00,473591166.00,32559470.00,3325530.00,35885000.00,1808,3399
2017,MOTOR VEHICLE & MOTOR VEHICLE PARTS & SUPPLIES MERCHANT WHOLESALERS,4237894341.00,184523395.00,12676398.00,296370.00,12972768.00,497,4231
2017,FURNITURE & HOME FURNISHING MERCHANT WHOLESALERS,485245068.00,158357501.00,10887075.00,661767.00,11548842.00,246,4232
2017,LUMBER & OTHER CONSTRUCTION MATERIALS MERCHANT WHOLESALERS,2453022531.00,770815547.00,52964698.00,2805140.00,55769838.00,378,4233
2017,PROFESSIONAL & COMMERCIAL EQUIPMENT & SUPPLIES MERCHANT WHOLESALERS,4655464955.00,881234351.00,60584877.00,4657014.00,65241891.00,769,4234
2017,METAL & MINERAL (EXCEPT PETROLEUM) MERCHANT WHOLESALERS,1249491151.00,51885428.00,3567111.00,564049.00,4131160.00,91,4235
2017,ELECTRICAL & ELECTRONIC GOODS MERCHANT WHOLESALERS,3406875187.00,881837505.00,60626343.00,1227063.00,61853406.00,492,4236
2017,"HARDWARE, & PLUMBING & HEATING EQUIPMENT & SUPPLIES MERCHANT WHOLESALERS",1808597120.00,929217272.00,63883673.00,1797379.00,65681052.00,406,4237
2017,"MACHINERY, EQUIPMENT, & SUPPLIES MERCHANT WHOLESALERS",7078921388.00,1041954227.00,71634416.00,2842211.00,74476627.00,1323,4238
2017,MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,5782027801.00,461252505.00,31711336.00,1426922.00,33138258.00,1360,4239
2017,PAPER & PAPER PRODUCT MERCHANT WHOLESALERS,1377965565.00,205146428.00,14103823.00,83789.00,14187612.00,217,4241
2017,DRUGS & DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,6887681804.00,103853077.00,7139901.00,419228.00,7559129.00,165,4242
2017,"APPAREL, PIECE GOODS, & NOTIONS MERCHANT WHOLESALERS",176642059.00,16855725.00,1158830.00,31244.00,1190074.00,177,4243
2017,GROCERY & RELATED PRODUCT WHOLESALERS,9042390338.00,234356506.00,16116810.00,2110587.00,18227397.00,420,4244
2017,FARM PRODUCT RAW MATERIAL MERCHANT WHOLESALERS,1697861850.00,19161325.00,1317352.00,1300854.00,2618206.00,140,4245
2017,CHEMICAL & ALLIED PRODUCTS MERCHANT WHOLESALERS,1181679085.00,68471099.00,4707397.00,491205.00,5198602.00,198,4246
2017,PETROLEUM & PETROLEUM PRODUCTS MERCHANT WHOLESALERS,3588319474.00,99068977.00,6816371.00,2647825.00,9464196.00,238,4247
2017,"BEER, WINE, & DISTILLED ALCOHOLIC BEVERAGE MERCHANT WHOLESALERS",1698999459.00,11495570.00,956137.00,549888.00,1506025.00,89,4248
2017,MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS,6791755608.00,358946268.00,24771503.00,1266172.00,26037675.00,818,4249
2017,WHOLESALE ELECTRONIC MARKETS & AGENTS & BROKERS,421123731.00,33279157.00,2287954.00,98333.00,2386287.00,209,4251
2017,AUTOMOBILE DEALERS,14494330345.00,1336833043.00,92253643.00,4383064.00,96636707.00,944,4411
2017,OTHER MOTOR VEHICLE DEALERS,2916890685.00,831043080.00,57002619.00,433306.00,57435925.00,655,4412
2017,"AUTOMOTIVE PARTS, ACCESSORIES, & TIRE STORES",2235074453.00,885994248.00,60913068.00,853948.00,61767016.00,1453,4413
2017,FURNITURE STORES,1325327303.00,1072893343.00,73761484.00,1312427.00,75073911.00,796,4421
2017,HOME FURNISHINGS STORES,1267392504.00,561764081.00,38647539.00,7591144.00,46238683.00,1166,4422
2017,ELECTRONICS & APPLIANCE STORES,3260216074.00,1913103529.00,131525857.00,4360558.00,135886415.00,1644,4431
2017,BUILDING MATERIAL & SUPPLIES DEALERS,7260515644.00,5768624936.00,396556720.00,11165992.00,407722712.00,1668,4441
2017,LAWN & GARDEN EQUIPMENT & SUPPLIES STORES,778895444.00,287002659.00,19731455.00,391615.00,20123070.00,500,4442
2017,GROCERY STORES,10956510724.00,2173929387.00,155413410.00,2936601.00,158350011.00,1483,4451
2017,SPECIALTY FOOD STORES,1242200134.00,256011412.00,17725827.00,373418.00,18099245.00,859,4452
2017,"BEER, WINE, & LIQUOR STORES",1860069612.00,1583617239.00,145884483.00,557779.00,146442262.00,1119,4453
2017,HEALTH & PERSONAL CARE STORES,4967904311.00,801043533.00,55148676.00,2196773.00,57345449.00,2104,4461
2017,GASOLINE STATIONS,8695947615.00,1279603487.00,88456169.00,2130912.00,90587081.00,2046,4471
2017,CLOTHING & CLOTHING ACCESSORIES STORES,448760208.00,97804460.00,6724080.00,172905.00,6896985.00,258,4480
2017,CLOTHING STORES,2303610238.00,511144973.00,35164032.00,1444860.00,36608892.00,2074,4481
2017,SHOE STORES,388748609.00,14038181.00,965121.00,140167.00,1105288.00,358,4482
2017,"JEWELRY, LUGGAGE, & LEATHER GOODS STORES",479882198.00,377698663.00,25966810.00,232031.00,26198841.00,996,4483
2017,"SPORTING GOODS, HOBBY, & MUSICAL INSTRUMENT STORES",2005021026.00,1120537195.00,77100967.00,579584.00,77680551.00,2774,4511
2017,"BOOK, PERIODICAL, & MUSIC STORES",333321762.00,180278439.00,12400757.00,68577.00,12469334.00,823,4512
2017,GENERAL MERCHANDISE STORES,4916700876.00,2298867832.00,158976906.00,13082475.00,172059381.00,205,4520
2017,DEPARTMENT STORES,2627976195.00,1122919295.00,77373659.00,860914.00,78234573.00,184,4521
2017,OTHER GENERAL MERCHANDISE STORES,5583397618.00,2547285104.00,176373591.00,3113485.00,179487076.00,822,4529
2017,FLORISTS,571333103.00,119303741.00,8202115.00,15666.00,8217781.00,759,4531
2017,"OFFICE SUPPLIES, STATIONERY, & GIFT STORES",951466100.00,519538799.00,35725393.00,308305.00,36033698.00,2062,4532
2017,USED MERCHANDISE STORES,330485909.00,162314443.00,11159114.00,56039.00,11215153.00,2115,4533
2017,OTHER MISCELLANEOUS STORE RETAILERS,3055494134.00,932707764.00,63696255.00,1678160.00,65374415.00,6395,4539
2017,NONSTORE RETAILERS,24265558.00,7897799.00,542980.00,6895.00,549875.00,647,4540
2017,ELECTRONIC SHOPPING & MAIL-ORDER HOUSES,4469263614.00,2432390925.00,167239452.00,919300.00,168158752.00,3197,4541
2017,VENDING MACHINE OPERATORS,169842362.00,111560332.00,7669807.00,247450.00,7917257.00,989,4542
2017,DIRECT SELLING ESTABLISHMENTS,2206676561.00,609703498.00,41947581.00,1485352.00,43432933.00,3227,4543
2017,AIR TRANSPORTATION,150818301.00,107967666.00,7437792.00,2273526.00,9711318.00,52,4810
2017,SCHEDULED AIR TRANSPORTATION,17910940.00,6768667.00,468434.00,81613.00,550047.00,10,4811
2017,NONSCHEDULED AIR TRANSPORTATION,12428224.00,1459554.00,100344.00,8693.00,109037.00,28,4812
2017,RAIL TRANSPORTATION,50733587.00,4518273.00,315250.00,3043723.00,3358973.00,15,4821
2017,WATER TRANSPORTATION,15410474.00,4986908.00,357630.00,1953.00,359583.00,15,4830
2017,TRUCK TRANSPORTATION,193696664.00,8089434.00,556164.00,712704.00,1268868.00,228,4840
2017,GENERAL FREIGHT TRUCKING,1387565072.00,79517184.00,5469479.00,2170009.00,7639488.00,857,4841
2017,SPECIALIZED FREIGHT TRUCKING,1038264033.00,45687930.00,3141048.00,1298451.00,4439499.00,371,4842
2017,TRANSIT & GROUND PASSENGER TRANSPORTATION,47744765.00,2881884.00,198128.00,4068.00,202196.00,21,4850
2017,URBAN TRANSIT SYSTEMS,8305323.00,1115943.00,76724.00,2929.00,79653.00,7,4851
2017,TAXI & LIMOUSINE SERVICE,12717326.00,536233.00,40215.00,1029.00,41244.00,32,4853
2017,SCHOOL & EMPLOYEE BUS TRANSPORTATION,190444917.00,9160488.00,629784.00,95540.00,725324.00,62,4854
2017,CHARTER BUS INDUSTRY,24800613.00,44740.00,3074.00,74470.00,77544.00,12,4855
2017,OTHER TRANSIT & GROUND PASSENGER TRANSPORTATION,64762692.00,1320231.00,93026.00,8598.00,101624.00,22,4859
2017,PIPELINE TRANSPORTATION,78829865.00,14966.00,1029.00,7192749.00,7193778.00,6,4860
2017,PIPELINE TRANSPORTATION OF CRUDE OIL,0.00,0.00,0.00,56481.00,56481.00,12,4861
2017,OTHER PIPELINE TRANSPORTATION,21338.00,21161.00,1455.00,100601.00,102056.00,4,4869
2017,"SCENIC & SIGHTSEEING TRANSPORTATION, LAND",230682.00,5026.00,345.00,1.00,346.00,6,4871
2017,"SCENIC & SIGHTSEEING TRANSPORTATION, WATER",5434299.00,2263994.00,173070.00,684.00,173754.00,13,4872
2017,"SCENIC & SIGHTSEEING TRANSPORTATION, OTHER",1949952.00,2764.00,190.00,0.00,190.00,4,4879
2017,SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,205987781.00,2531693.00,174048.00,39378.00,213426.00,66,4881
2017,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,32619769.00,343758.00,23635.00,614250.00,637885.00,9,4882
2017,SUPPORT ACTIVITIES FOR WATER TRANSPORTATION,30506833.00,5997159.00,412306.00,4746.00,417052.00,15,4883
2017,SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,230480330.00,106173079.00,7299882.00,499546.00,7799428.00,399,4884
2017,FREIGHT TRANSPORTATION ARRANGEMENT,190060468.00,2627654.00,180652.00,16345.00,196997.00,35,4885
2017,OTHER SUPPORT ACTIVITIES FOR TRANSPORTATION,131163125.00,4957664.00,340842.00,151777.00,492619.00,42,4889
2017,COURIERS,27421187.00,1223373.00,84305.00,129416.00,213721.00,38,4921
2017,LOCAL MESSENGERS & LOCAL DELIVERY,25420535.00,13297927.00,919156.00,119669.00,1038825.00,53,4922
2017,WAREHOUSING & STORAGE,195338490.00,9367134.00,672549.00,175379.00,847928.00,94,4931
