YEAR,FOUR-DIGIT INDUSTRY,GROSS SALES,TAXABLE SALES,SALES TAX,USE TAX,TOTAL TAX, NUMBER 
2010,3119 OTHER FOOD MANUFACTURING,"$440,371,932 ","$6,042,830 ","$417,126 ","$1,267,418 ","$1,684,544 ",75
2010,3121 BEVERAGE MANUFACTURING,"$249,422,551 ","$9,520,895 ","$719,334 ","$327,158 ","$1,046,492 ",73
2010,3122 TOBACCO MANUFACTURING,"$58,096,529 ","$29,649 ","$2,038 ","$68,124 ","$70,162 ",6
2010,3130 TEXTILE MILLS,"$51,419,587 ","$3,965,978 ","$272,662 ","$4,762 ","$277,424 ",42
2010,"3131 FIBER, YARN, & THREAD MILLS","$19,266 ","$5,022 ",$346 ,$6 ,$352 ,9
2010,3132 FABRIC MILLS,"$5,744,142 ","$97,803 ","$6,724 ","$20,383 ","$27,107 ",13
2010,"3133 TEXTILE, FABRIC FINISHING & FABRIC COATING MILLS","$17,509,768 ","$892,379 ","$61,349 ","$5,250 ","$66,599 ",18
2010,3140 TEXTILE PRODUCT MILLS,"$23,218,508 ","$888,760 ","$61,106 ",$41 ,"$61,147 ",11
2010,3141 TEXTILE FURNISHINGS MILLS,"$22,508,442 ","$5,396,308 ","$370,997 ","$4,302 ","$375,299 ",60
2010,3149 OTHER TEXTILE PRODUCT MILLS,"$87,714,761 ","$4,288,072 ","$294,813 ","$77,737 ","$372,550 ",192
2010,3150 APPAREL MANUFACTURING,"$36,304,524 ","$5,005,783 ","$344,148 ","$5,077 ","$349,225 ",73
2010,3151 APPAREL KNITTING MILLS,"$1,243,159 ","$3,697 ",$254 ,"$9,470 ","$9,724 ",11
2010,3152 CUT & SEW APPAREL MANUFACTURING,"$53,251,876 ","$2,103,901 ","$144,645 ","$4,747 ","$149,392 ",111
2010,3159 APPAREL ACCESSORIES & OTHER APPAREL MANUFACTURING,"$129,008,314 ","$870,816 ","$59,873 ","$13,810 ","$73,683 ",71
2010,3160 LEATHER & ALLIED PRODUCT MANUFACTURING,"$4,796,078 ","$1,410,477 ","$96,972 ","$108,448 ","$205,420 ",16
2010,3161 LEATHER & HIDE TANNING & FINISHING,"$67,590,253 ",$379 ,$26 ,"$88,792 ","$88,818 ",6
2010,3162 FOOTWEAR MANUFACTURING,"$13,199,145 ","$186,196 ","$12,801 ","$1,510 ","$14,311 ",7
2010,3169 OTHER LEATHER & ALLIED PRODUCT MANUFACTURING,"$5,585,587 ","$1,031,847 ","$70,937 ",$723 ,"$71,660 ",78
2010,3210 WOOD PRODUCT MANUFACTURING,"$1,397,173,686 ","$105,748,097 ","$7,270,189 ","$816,649 ","$8,086,838 ",320
2010,3211 SAWMILLS & WOOD PRESERVATION,"$40,313,438 ","$2,638,279 ","$181,381 ","$39,012 ","$220,393 ",48
2010,"3212 VENEER, PLYWOOD, & ENGINEERED WOOD PRODUCT MANUFACTURING","$86,439,827 ","$11,005,517 ","$756,632 ","$63,521 ","$820,153 ",49
2010,3219 OTHER WOOD PRODUCT MANUFACTURING,"$615,201,321 ","$47,602,787 ","$3,255,339 ","$517,704 ","$3,773,043 ",311
2010,3220 PAPER MANUFACTURING,"$828,690,765 ","$41,722,527 ","$2,868,434 ","$17,916,207 ","$20,784,641 ",63
2010,"3221 PULP, PAPER, & PAPERBOARD MILLS","$1,199,767,146 ","$3,925,909 ","$269,910 ","$2,129,775 ","$2,399,685 ",14
2010,3222 CONVERTED PAPER PRODUCT MANUFACTURING,"$951,481,516 ","$23,933,113 ","$1,645,396 ","$1,339,652 ","$2,985,048 ",94
2010,3230 PRINTING & RELATED SUPPORT ACTIVITIES,"$1,182,160 ","$498,139 ","$34,248 ","$2,489 ","$36,737 ",4
2010,3231 PRINTING & RELATED SUPPORT ACTIVITIES,"$2,858,772,521 ","$399,034,075 ","$27,433,602 ","$2,539,973 ","$29,973,575 ","1,250"
2010,3240 PETROLEUM & COAL PRODUCTS MANUFACTURING,"$110,545,093 ","$87,947,961 ","$6,046,425 ","$5,754,837 ","$11,801,262 ",21
2010,3241 PETROLEUM & COAL PRODUCTS MANUFACTURING,"$821,805,025 ","$125,093,236 ","$8,600,159 ","$206,189 ","$8,806,348 ",33
2010,3250 CHEMICAL MANUFACTURING,"$1,816,773,915 ","$38,494,708 ","$2,646,507 ","$521,281 ","$3,167,788 ",139
2010,3251 BASIC CHEMICAL MANUFACTURING,"$932,229,000 ","$7,292,288 ","$501,345 ","$103,907 ","$605,252 ",50
2010,"3252 RESIN, SYNTHETIC RUBBER, & ARTIFICIAL SYNTHETIC FIBERS & FILAMENTS MANUFACTURING","$25,541,548 ","$1,417,235 ","$97,436 ","$59,295 ","$156,731 ",12
2010,"3253 PESTICIDE, FERTILIZER, & OTHER AGRICULTURAL CHEMICAL MANUFACTURING","$389,617,634 ","$999,733 ","$68,729 ","$28,880 ","$97,609 ",23
2010,3254 PHARMACEUTICAL & MEDICINE MANUFACTURING,"$1,319,875,835 ","$3,083,073 ","$211,964 ","$502,326 ","$714,290 ",54
2010,"3255 PAINT, COATING, & ADHESIVE MANUFACTURING","$53,601,342 ","$3,546,515 ","$243,819 ","$21,938 ","$265,757 ",29
2010,"3256 SOAP, CLEANING COMPOUND, & TOILET PREPARATION MANUFACTURING","$207,779,933 ","$26,047,997 ","$1,790,893 ","$343,280 ","$2,134,173 ",101
2010,3259 OTHER CHEMICAL PRODUCT & PREPARATION MANUFACTURING,"$372,939,284 ","$16,609,952 ","$1,141,933 ","$1,713,902 ","$2,855,835 ",85
2010,3260 PLASTICS & RUBBER PRODUCTS MANUFACTURING,"$915,224,805 ","$61,087,680 ","$4,199,781 ","$374,898 ","$4,574,679 ",149
2010,3261 PLASTICS PRODUCT MANUFACTURING,"$1,382,507,441 ","$24,263,324 ","$1,668,103 ","$1,018,302 ","$2,686,405 ",242
2010,3262 RUBBER PRODUCT MANUFACTURING,"$344,181,163 ","$12,440,043 ","$855,247 ","$349,833 ","$1,205,080 ",43
2010,3270 NONMETALLIC MINERAL PRODUCT MANUFACTURING,"$445,498,658 ","$60,160,882 ","$4,136,068 ","$796,763 ","$4,932,831 ",136
2010,3271 CLAY PRODUCT & REFRACTORY MANUFACTURING,"$26,646,643 ","$5,551,958 ","$381,690 ","$25,730 ","$407,420 ",91
2010,3272 GLASS & GLASS PRODUCT MANUFACTURING,"$99,768,860 ","$5,574,249 ","$383,236 ","$115,948 ","$499,184 ",76
2010,3273 CEMENT & CONCRETE PRODUCT MANUFACTURING,"$725,959,395 ","$358,042,572 ","$24,615,429 ","$856,018 ","$25,471,447 ",137
2010,3274 LIME & GYPSUM PRODUCT MANUFACTURING,"$15,700,675 ","$290,031 ","$19,940 ",$841 ,"$20,781 ",4
2010,3279 OTHER NONMETALLIC MINERAL PRODUCT MANUFACTURING,"$205,032,512 ","$17,111,680 ","$1,176,424 ","$385,381 ","$1,561,805 ",40
2010,3310 PRIMARY METAL MANUFACTURING,"$294,413,005 ","$22,804,952 ","$1,567,846 ","$106,410 ","$1,674,256 ",47
2010,3311 IRON & STEEL MILLS & FERROALLOY MANUFACTURING,"$73,900,795 ","$2,334,524 ","$160,500 ","$6,962 ","$167,462 ",19
2010,3312 STEEL PRODUCT MANUFACTURING FROM PURCHASED STEEL,"$243,613,566 ","$8,510,353 ","$585,097 ","$152,657 ","$737,754 ",54
2010,3313 ALUMINA & ALUMINUM PRODUCTION & PROCESSING,"$287,003,495 ","$503,596 ","$34,623 ","$38,493 ","$73,116 ",12
2010,3314 NONFERROUS METAL (EXCEPT ALUMINUM) PRODUCTION & PROCESSING,"$210,055,811 ","$1,080,907 ","$74,313 ","$10,133 ","$84,446 ",15
2010,3315 FOUNDRIES,"$465,023,755 ","$2,112,295 ","$145,221 ","$619,014 ","$764,235 ",28
2010,3320 FABRICATED METAL PRODUCT MANUFACTURING,"$1,530,255,258 ","$121,717,955 ","$8,368,107 ","$2,761,110 ","$11,129,217 ",576
2010,3321 FORGING & STAMPING,"$282,028,749 ","$597,138 ","$41,051 ","$174,527 ","$215,578 ",60
2010,3322 CUTLERY & HANDTOOL MANUFACTURING,"$143,980,738 ","$2,418,037 ","$166,244 ","$78,786 ","$245,030 ",47
2010,3323 ARCHITECTURAL & STRUCTURAL METALS MANUFACTURING,"$763,061,243 ","$124,934,318 ","$8,589,217 ","$2,321,113 ","$10,910,330 ",263
2010,"3324 BOILER, TANK, & SHIPPING CONTAINER MANUFACTURING","$101,462,088 ","$12,133,596 ","$834,188 ","$269,832 ","$1,104,020 ",24
2010,3325 HARDWARE MANUFACTURING,"$67,419,484 ","$2,103,398 ","$144,608 ","$135,578 ","$280,186 ",16
2010,3326 SPRING & WIRE PRODUCT MANUFACTURING,"$86,753,369 ","$4,031,024 ","$277,133 ","$90,428 ","$367,561 ",14
2010,"3327 MACHINE SHOPS; TURNED PRODUCT; & SCREW, NUT, & BOLT MANUFACTURING","$704,255,752 ","$21,367,204 ","$1,469,002 ","$623,713 ","$2,092,715 ",314
2010,"3328 COATING, ENGRAVING, HEAT TREATING, & ALLIED ACTIVITIES","$201,886,105 ","$1,936,502 ","$133,136 ","$222,883 ","$356,019 ",86
2010,3329 OTHER FABRICATED METAL PRODUCT MANUFACTURING,"$1,066,994,387 ","$80,710,131 ","$5,548,800 ","$675,920 ","$6,224,720 ",430
2010,3330 MACHINERY MANUFACTURING,"$1,615,469,611 ","$154,462,120 ","$10,619,318 ","$4,645,997 ","$15,265,315 ",479
2010,"3331 AGRICULTURE, CONSTRUCTION, & MINING MACHINERY MANUFACTURING","$399,157,855 ","$22,196,219 ","$1,525,991 ","$404,598 ","$1,930,589 ",118
2010,3332 INDUSTRIAL MACHINERY MANUFACTURING,"$486,190,990 ","$46,443,356 ","$3,192,990 ","$613,206 ","$3,806,196 ",181
2010,3333 COMMERCIAL & SERVICE INDUSTRY MACHINERY MFG,"$640,585,541 ","$66,543,268 ","$4,574,854 ","$523,161 ","$5,098,015 ",122
2010,"3334 VENTILATION, HEATING, AIR-CONDITIONING, & COMMERCIAL REFRIGERATION EQUIPMENT MANUFACTURING","$254,190,928 ","$14,510,286 ","$997,578 ","$489,857 ","$1,487,435 ",63
2010,3335 METALWORKING MACHINERY MANUFACTURING,"$252,810,566 ","$18,326,018 ","$1,259,924 ","$428,345 ","$1,688,269 ",122
2010,"3336 ENGINE, TURBINE, & POWER TRANSMISSION EQUIPMENT MANUFACTURING","$133,630,781 ","$25,968,731 ","$1,785,353 ","$48,020 ","$1,833,373 ",25
2010,3339 OTHER GENERAL PURPOSE MACHINERY MANUFACTURING,"$901,789,180 ","$64,190,608 ","$4,413,114 ","$823,611 ","$5,236,725 ",268
2010,3340 COMPUTER & ELECTRONIC PRODUCT MANUFACTURING,"$607,134,315 ","$30,360,101 ","$2,087,252 ","$670,165 ","$2,757,417 ",100
2010,3341 COMPUTER & PERIPHERAL EQUIPMENT MANUFACTURING,"$1,624,973,087 ","$191,722,016 ","$13,180,884 ","$1,653,141 ","$14,834,025 ",83
2010,3342 COMMUNICATIONS EQUIPMENT MANUFACTURING,"$222,875,283 ","$14,141,466 ","$972,232 ","$34,294 ","$1,006,526 ",67
2010,3343 AUDIO & VIDEO EQUIPMENT MANUFACTURING,"$68,011,191 ","$4,844,244 ","$333,045 ","$22,560 ","$355,605 ",27
2010,3344 SEMICONDUCTOR & OTHER ELECTRONIC COMPONENT MANUFACTURING,"$987,760,879 ","$34,393,346 ","$2,364,547 ","$3,441,374 ","$5,805,921 ",88
2010,"3345 NAVIGATIONAL, MEASURING, ELECTROMEDICAL, & CONTROL INSTRUMENTS MANUFACTURING","$745,033,874 ","$28,187,173 ","$1,937,868 ","$3,883,208 ","$5,821,076 ",172
2010,3346 MANUFACTURING & REPRODUCING MAGNETIC & OPTICAL    MEDIA,"$17,930,566 ","$3,886,713 ","$267,213 ","$188,253 ","$455,466 ",30
2010,"3350 ELECTRICAL EQUIPMENT, APPLIANCE, & COMPONENT MANUFACTURING","$3,070,655,957 ","$150,436,727 ","$10,342,532 ","$4,075,242 ","$14,417,774 ",295
2010,3351 ELECTRIC LIGHTING EQUIPMENT MANUFACTURING,"$50,811,448 ","$4,084,729 ","$280,829 ","$24,629 ","$305,458 ",34
2010,3352 HOUSEHOLD APPLIANCE MANUFACTURING,"$47,285,776 ","$3,907,371 ","$268,632 ","$9,365 ","$277,997 ",14
2010,3353 ELECTRICAL EQUIPMENT MANUFACTURING,"$147,811,852 ","$13,230,239 ","$909,578 ","$177,108 ","$1,086,686 ",71
2010,3359 OTHER ELECTRICAL EQUIPMENT & COMPONENT MFG,"$477,850,593 ","$38,409,566 ","$2,640,666 ","$347,717 ","$2,988,383 ",131
2010,3360 TRANSPORTATION EQUIPMENT MANUFACTURING,"$2,163,242,201 ","$20,146,633 ","$1,385,083 ","$422,117 ","$1,807,200 ",59
2010,3361 MOTOR VEHICLE MANUFACTURING,"$32,131,166 ","$5,768,708 ","$396,599 ","$541,750 ","$938,349 ",12
2010,3362 MOTOR VEHICLE BODY & TRAILER MANUFACTURING,"$124,625,571 ","$13,327,013 ","$916,228 ","$14,186 ","$930,414 ",42
2010,3363 MOTOR VEHICLE PARTS MANUFACTURING,"$375,558,072 ","$2,949,541 ","$202,777 ","$244,704 ","$447,481 ",57
2010,3364 AEROSPACE PRODUCT & PARTS MANUFACTURING,"$192,320,408 ","$1,911,253 ","$131,399 ","$17,260 ","$148,659 ",19
2010,3366 SHIP & BOAT BUILDING,"$125,792,174 ","$1,539,892 ","$105,869 ","$52,357 ","$158,226 ",20
2010,3369 OTHER TRANSPORTATION EQUIPMENT MANUFACTURING,"$72,073,314 ","$11,737,899 ","$806,983 ","$17,090 ","$824,073 ",46
2010,3370 FURNITURE & RELATED PRODUCT MANUFACTURING,"$280,635,581 ","$46,162,372 ","$3,173,665 ","$160,224 ","$3,333,889 ",264
2010,3371 HOUSEHOLD & INSTITUTIONAL FURNITURE & KITCHEN CABINET MANUFACTURING,"$231,239,837 ","$26,916,756 ","$1,850,532 ","$618,924 ","$2,469,456 ",228
2010,3372 OFFICE FURNITURE (INCLUDING FIXTURES) MANUFACTURING,"$124,508,451 ","$27,271,141 ","$1,874,898 ","$171,233 ","$2,046,131 ",84
2010,3379 OTHER FURNITURE RELATED PRODUCT MANUFACTURING,"$44,970,655 ","$1,385,683 ","$95,266 ","$34,754 ","$130,020 ",11
2010,3390 MISCELLANEOUS MANUFACTURING,"$4,490,211,293 ","$300,586,621 ","$20,651,068 ","$4,776,943 ","$25,428,011 ",919
2010,3391 MEDICAL EQUIPMENT & SUPPLIES MANUFACTURING,"$1,378,662,076 ","$28,159,049 ","$1,935,945 ","$3,001,275 ","$4,937,220 ",326
2010,3399 OTHER MISCELLANEOUS MANUFACTURING,"$1,288,428,629 ","$135,481,553 ","$9,315,742 ","$2,147,047 ","$11,462,789 ","1,348"
2010,4231 MOTOR VEHICLE & MOTOR VEHICLE PARTS & SUPPLIES MERCHANT WHOLESALERS,"$2,899,427,011 ","$137,239,991 ","$9,435,688 ","$234,274 ","$9,669,962 ",416
2010,4232 FURNITURE & HOME FURNISHING MERCHANT WHOLESALERS,"$279,782,194 ","$78,588,352 ","$5,402,961 ","$77,616 ","$5,480,577 ",204
2010,4233 LUMBER & OTHER CONSTRUCTION MATERIALS MERCHANT WHOLESALERS,"$1,462,760,535 ","$343,557,731 ","$23,617,775 ","$1,365,695 ","$24,983,470 ",348
2010,4234 PROFESSIONAL & COMMERCIAL EQUIPMENT & SUPPLIES MERCHANT WHOLESALERS,"$2,934,099,929 ","$682,393,657 ","$46,914,594 ","$6,358,890 ","$53,273,484 ",697
2010,4235 METAL & MINERAL (EXCEPT PETROLEUM) MERCHANT WHOLESALERS,"$1,131,186,539 ","$35,956,469 ","$2,472,015 ","$170,319 ","$2,642,334 ",75
2010,4236 ELECTRICAL & ELECTRONIC GOODS MERCHANT WHOLESALERS,"$2,888,327,531 ","$702,137,257 ","$48,271,921 ","$768,004 ","$49,039,925 ",406
2010,"4237 HARDWARE, & PLUMBING & HEATING EQUIPMENT & SUPPLIES MERCHANT WHOLESALERS","$1,407,012,104 ","$621,732,231 ","$42,744,107 ","$838,248 ","$43,582,355 ",388
2010,"4238 MACHINERY, EQUIPMENT, & SUPPLIES MERCHANT WHOLESALERS","$6,048,732,235 ","$983,158,951 ","$67,592,226 ","$1,307,770 ","$68,899,996 ","1,363"
2010,4239 MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,"$4,510,955,676 ","$336,588,533 ","$23,137,156 ","$1,962,365 ","$25,099,521 ","1,118"
2010,4241 PAPER & PAPER PRODUCT MERCHANT WHOLESALERS,"$1,344,174,742 ","$215,783,093 ","$14,835,105 ","$246,637 ","$15,081,742 ",218
2010,4242 DRUGS & DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$3,761,573,389 ","$58,953,952 ","$4,053,072 ","$309,878 ","$4,362,950 ",124
2010,"4243 APPAREL, PIECE GOODS, & NOTIONS MERCHANT WHOLESALERS","$87,429,689 ","$9,350,651 ","$642,866 ","$18,532 ","$661,398 ",110
2010,4244 GROCERY & RELATED PRODUCT WHOLESALERS,"$7,831,827,896 ","$182,200,852 ","$12,529,010 ","$2,947,751 ","$15,476,761 ",376
2010,4245 FARM PRODUCT RAW MATERIAL MERCHANT WHOLESALERS,"$2,259,978,658 ","$37,925,412 ","$2,607,368 ","$1,742,109 ","$4,349,477 ",159
2010,4246 CHEMICAL & ALLIED PRODUCTS MERCHANT WHOLESALERS,"$1,128,434,507 ","$58,897,118 ","$4,049,174 ","$266,577 ","$4,315,751 ",160
2010,4247 PETROLEUM & PETROLEUM PRODUCTS MERCHANT WHOLESALERS,"$6,745,250,614 ","$172,526,661 ","$11,861,218 ","$3,173,939 ","$15,035,157 ",205
2010,"4248 BEER, WINE, & DISTILLED ALCOHOLIC BEVERAGE MERCHANT WHOLESALERS","$1,304,409,770 ","$12,217,290 ","$1,039,022 ","$318,377 ","$1,357,399 ",81
2010,4249 MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS,"$4,364,698,373 ","$227,923,134 ","$15,670,386 ","$1,148,194 ","$16,818,580 ",735
2010,4251 WHOLESALE ELECTRONIC MARKETS & AGENTS & BROKERS,"$127,187,496 ","$17,680,622 ","$1,215,546 ","$102,463 ","$1,318,009 ",134
2010,4411 AUTOMOBILE DEALERS,"$8,301,395,546 ","$670,192,603 ","$46,261,042 ","$3,556,249 ","$49,817,291 ",874
2010,4412 OTHER MOTOR VEHICLE DEALERS,"$1,574,465,000 ","$449,411,810 ","$30,807,476 ","$223,212 ","$31,030,688 ",671
2010,"4413 AUTOMOTIVE PARTS, ACCESSORIES, & TIRE STORES","$1,747,717,094 ","$763,915,198 ","$52,519,507 ","$487,599 ","$53,007,106 ","1,421"
2010,4421 FURNITURE STORES,"$894,558,744 ","$758,874,346 ","$52,172,628 ","$545,446 ","$52,718,074 ",811
2010,4422 HOME FURNISHINGS STORES,"$855,981,090 ","$420,973,312 ","$28,962,147 ","$4,673,976 ","$33,636,123 ","1,440"
2010,4430 ELECTRONICS & APPLIANCE STORES,"$4,284,525 ","$1,715,031 ","$117,909 ",$266 ,"$118,175 ",4
2010,4431 ELECTRONICS & APPLIANCE STORES,"$3,541,962,180 ","$1,721,638,457 ","$118,362,728 ","$7,819,777 ","$126,182,505 ","1,797"
2010,4441 BUILDING MATERIAL & SUPPLIES DEALERS,"$5,118,489,659 ","$4,129,624,383 ","$283,921,421 ","$5,985,424 ","$289,906,845 ","1,883"
2010,4442 LAWN & GARDEN EQUIPMENT & SUPPLIES STORES,"$1,014,935,379 ","$235,252,748 ","$16,173,652 ","$351,892 ","$16,525,544 ",591
2010,4451 GROCERY STORES,"$9,111,009,502 ","$1,721,603,551 ","$122,278,099 ","$1,012,218 ","$123,290,317 ","1,555"
2010,4452 SPECIALTY FOOD STORES,"$760,785,118 ","$143,689,482 ","$9,945,994 ","$271,356 ","$10,217,350 ",908
2010,"4453 BEER, WINE, & LIQUOR STORES","$1,354,324,252 ","$1,200,471,338 ","$110,908,700 ","$545,888 ","$111,454,588 ","1,130"
2010,4461 HEALTH & PERSONAL CARE STORES,"$4,427,329,539 ","$587,300,839 ","$40,418,465 ","$573,934 ","$40,992,399 ","1,741"
2010,4471 GASOLINE STATIONS,"$8,669,557,977 ","$927,474,023 ","$64,071,453 ","$1,042,244 ","$65,113,697 ","2,253"
