YEAR,FOUR-DIGIT INDUSTRY,GROSS SALES,TAXABLE SALES,SALES TAX,USE TAX,TOTAL TAX, NUMBER 
2009,"2213 WATER, SEWAGE & OTHER SYSTEMS","$259,649,575 ","$137,912,149 ","$9,231,506 ","$1,099,548 ","$10,331,054 ",121
2009,2360 CONSTRUCTION OF BUILDINGS,"$1,930,191,072 ","$37,087,628 ","$2,484,613 ","$2,153,387 ","$4,638,000 ",992
2009,2361 RESIDENTIAL BUILDING CONSTRUCTION,"$433,164,464 ","$26,142,048 ","$1,757,358 ","$338,531 ","$2,095,889 ",711
2009,2362 NONRESIDENTIAL BUILDING CONSTRUCTION,"$245,642,806 ","$16,322,602 ","$1,088,655 ","$639,171 ","$1,727,826 ",182
2009,2370 HEAVY & CIVIL ENGINEERING CONSTRUCTION,"$1,032,433,846 ","$47,928,542 ","$3,229,785 ","$5,189,659 ","$8,419,444 ",264
2009,2371 UTILITY SYSTEM CONSTRUCTION,"$70,162,516 ","$6,184,223 ","$414,321 ","$1,456,315 ","$1,870,636 ",72
2009,2372 LAND SUBDIVISION,"$7,674,625 ","$4,773,050 ","$325,100 ","$10,928 ","$336,028 ",14
2009,"2373 HIGHWAY, STREET, & BRIDGE CONSTRUCTION","$102,571,437 ","$20,977,726 ","$1,413,288 ","$281,266 ","$1,694,554 ",51
2009,2379 OTHER HEAVY & CIVIL ENGINEERING CONSTRUCTION,"$62,795,487 ","$5,100,447 ","$343,035 ","$265,620 ","$608,655 ",43
2009,2380 SPECIALTY TRADE CONTRACTORS,"$3,248,072,479 ","$190,508,914 ","$12,760,146 ","$10,936,424 ","$23,696,570 ","2,714"
2009,"2381 FOUNDATION, STRUCTURE, & BUILDING EXTERIOR CONTRACTORS","$206,220,726 ","$9,667,771 ","$649,255 ","$261,225 ","$910,480 ",293
2009,2382 BUILDING EQUIPMENT CONTRACTORS,"$853,036,170 ","$52,326,102 ","$3,505,119 ","$1,571,168 ","$5,076,287 ",861
2009,2383 BUILDING FINISHING CONTRACTORS,"$223,730,637 ","$22,015,111 ","$1,472,095 ","$854,566 ","$2,326,661 ",561
2009,2389 OTHER SPECIALTY TRADE CONTRACTORS,"$645,516,180 ","$67,220,375 ","$4,503,528 ","$2,514,911 ","$7,018,439 ",946
2009,3110 FOOD MANUFACTURING,"$3,524,289,697 ","$14,027,836 ","$940,535 ","$5,170,139 ","$6,110,674 ",125
2009,3111 ANIMAL FOOD MANUFACTURING,"$348,035,711 ","$2,835,530 ","$189,445 ","$46,678 ","$236,123 ",45
2009,3112 GRAIN & OILSEED MILLING,"$175,460,996 ","$1,032,760 ","$68,384 ","$1,126,343 ","$1,194,727 ",18
2009,3113 SUGAR & CONFECTIONERY PRODUCT MANUFACTURING,"$181,957,643 ","$15,081,129 ","$1,017,119 ","$540,080 ","$1,557,199 ",129
2009,3114 FRUIT & VEGETABLE PRESERVING & SPECIALTY FOOD MANUFACTURING,"$662,222,155 ","$473,619 ","$32,147 ","$1,448,301 ","$1,480,448 ",34
2009,3115 DAIRY PRODUCT MANUFACTURING,"$875,696,728 ","$277,671 ","$18,548 ","$516,830 ","$535,378 ",23
2009,3116 ANIMAL SLAUGHTERING & PROCESSING,"$620,550,860 ","$588,797 ","$39,494 ","$635,317 ","$674,811 ",32
2009,3117 SEAFOOD PRODUCT PREPARATION & PACKAGING,"$4,390,480 ","$18,462 ","$1,200 ",$11 ,"$1,211 ",4
2009,3118 BAKERIES & TORTILLA MANUFACTURING,"$267,236,513 ","$42,487,813 ","$2,844,831 ","$156,794 ","$3,001,625 ",127
2009,3119 OTHER FOOD MANUFACTURING,"$400,001,793 ","$6,849,792 ","$460,254 ","$239,696 ","$699,950 ",66
2009,3121 BEVERAGE MANUFACTURING,"$236,954,031 ","$10,940,077 ","$783,788 ","$305,528 ","$1,089,316 ",59
2009,3122 TOBACCO MANUFACTURING,"$48,667,136 ",$0 ,$0 ,"$111,330 ","$111,330 ",5
2009,3130 TEXTILE MILLS,"$40,418,197 ","$1,899,718 ","$127,948 ","$2,089 ","$130,037 ",45
2009,"3131 FIBER, YARN, & THREAD MILLS","$22,989 ","$4,161 ",$278 ,$0 ,$278 ,6
2009,3132 FABRIC MILLS,"$7,513,129 ","$88,957 ","$5,995 ","$14,724 ","$20,719 ",12
2009,"3133 TEXTILE, FABRIC FINISHING & FABRIC COATING MILLS","$18,124,878 ","$935,495 ","$62,673 ","$3,845 ","$66,518 ",12
2009,3140 TEXTILE PRODUCT MILLS,"$20,459,541 ","$339,854 ","$22,910 ",$43 ,"$22,953 ",12
2009,3141 TEXTILE FURNISHINGS MILLS,"$19,751,338 ","$5,680,525 ","$379,603 ","$2,316 ","$381,919 ",52
2009,3149 OTHER TEXTILE PRODUCT MILLS,"$81,299,925 ","$4,652,008 ","$311,275 ","$68,096 ","$379,371 ",175
2009,3150 APPAREL MANUFACTURING,"$33,997,692 ","$4,913,303 ","$328,740 ","$6,961 ","$335,701 ",75
2009,3151 APPAREL KNITTING MILLS,"$715,409 ","$4,049 ",$269 ,$547 ,$816 ,9
2009,3152 CUT & SEW APPAREL MANUFACTURING,"$39,618,920 ","$2,102,498 ","$140,971 ","$11,300 ","$152,271 ",102
2009,3159 APPAREL ACCESSORIES & OTHER APPAREL MANUFACTURING,"$109,201,184 ","$931,579 ","$62,460 ","$9,202 ","$71,662 ",66
2009,3160 LEATHER & ALLIED PRODUCT MANUFACTURING,"$17,169,878 ","$7,100,864 ","$477,053 ","$96,699 ","$573,752 ",16
2009,3161 LEATHER & HIDE TANNING & FINISHING,"$4,421,630 ","$7,521 ",$498 ,"$51,736 ","$52,234 ",7
2009,3162 FOOTWEAR MANUFACTURING,"$10,932,776 ","$118,908 ","$8,012 ","$3,654 ","$11,666 ",4
2009,3169 OTHER LEATHER & ALLIED PRODUCT MANUFACTURING,"$4,489,314 ","$889,020 ","$59,649 ",$494 ,"$60,143 ",57
2009,3210 WOOD PRODUCT MANUFACTURING,"$1,367,949,754 ","$101,906,352 ","$6,812,094 ","$935,804 ","$7,747,898 ",341
2009,3211 SAWMILLS & WOOD PRESERVATION,"$36,445,486 ","$1,574,330 ","$105,389 ","$39,454 ","$144,843 ",46
2009,"3212 VENEER, PLYWOOD, & ENGINEERED WOOD PRODUCT MANUFACTURING","$86,201,303 ","$11,836,135 ","$794,078 ","$128,005 ","$922,083 ",51
2009,3219 OTHER WOOD PRODUCT MANUFACTURING,"$520,714,880 ","$47,233,140 ","$3,136,552 ","$450,411 ","$3,586,963 ",313
2009,3220 PAPER MANUFACTURING,"$852,830,276 ","$37,257,689 ","$2,485,703 ","$12,569,334 ","$15,055,037 ",63
2009,"3221 PULP, PAPER, & PAPERBOARD MILLS","$1,129,171,486 ","$3,335,023 ","$223,455 ","$1,539,392 ","$1,762,847 ",17
2009,3222 CONVERTED PAPER PRODUCT MANUFACTURING,"$1,027,532,325 ","$14,868,200 ","$998,048 ","$742,212 ","$1,740,260 ",89
2009,3230 PRINTING & RELATED SUPPORT ACTIVITIES,"$2,418,420 ","$733,607 ","$48,809 ","$7,101 ","$55,910 ",4
2009,3231 PRINTING & RELATED SUPPORT ACTIVITIES,"$2,855,673,958 ","$389,192,841 ","$26,024,883 ","$2,320,050 ","$28,344,933 ","1,284"
2009,3240 PETROLEUM & COAL PRODUCTS MANUFACTURING,"$99,195,601 ","$82,044,447 ","$5,566,227 ","$5,849,812 ","$11,416,039 ",19
2009,3241 PETROLEUM & COAL PRODUCTS MANUFACTURING,"$483,603,593 ","$108,522,551 ","$7,324,987 ","$125,198 ","$7,450,185 ",35
2009,3250 CHEMICAL MANUFACTURING,"$1,691,453,232 ","$35,787,312 ","$2,391,911 ","$471,289 ","$2,863,200 ",148
2009,3251 BASIC CHEMICAL MANUFACTURING,"$579,091,549 ","$5,908,416 ","$395,670 ","$342,333 ","$738,003 ",43
2009,"3252 RESIN, SYNTHETIC RUBBER, & ARTIFICIAL SYNTHETIC FIBERS & FILAMENTS MANUFACTURING","$16,128,377 ","$972,075 ","$65,950 ","$9,467 ","$75,417 ",9
2009,"3253 PESTICIDE, FERTILIZER, & OTHER AGRICULTURAL CHEMICAL MANUFACTURING","$394,450,627 ","$1,343,839 ","$89,884 ","$18,083 ","$107,967 ",15
2009,3254 PHARMACEUTICAL & MEDICINE MANUFACTURING,"$1,122,766,630 ","$2,176,712 ","$146,766 ","$631,872 ","$778,638 ",48
2009,"3255 PAINT, COATING, & ADHESIVE MANUFACTURING","$31,024,890 ","$3,479,072 ","$232,728 ","$17,111 ","$249,839 ",26
2009,"3256 SOAP, CLEANING COMPOUND, & TOILET PREPARATION MANUFACTURING","$169,580,420 ","$25,775,650 ","$1,726,687 ","$461,144 ","$2,187,831 ",83
2009,3259 OTHER CHEMICAL PRODUCT & PREPARATION MANUFACTURING,"$311,590,111 ","$15,780,402 ","$1,054,053 ","$310,619 ","$1,364,672 ",82
2009,3260 PLASTICS & RUBBER PRODUCTS MANUFACTURING,"$766,557,416 ","$50,247,804 ","$3,374,352 ","$458,669 ","$3,833,021 ",153
2009,3261 PLASTICS PRODUCT MANUFACTURING,"$1,304,391,533 ","$21,690,794 ","$1,450,500 ","$730,873 ","$2,181,373 ",246
2009,3262 RUBBER PRODUCT MANUFACTURING,"$290,473,514 ","$11,367,555 ","$760,984 ","$136,141 ","$897,125 ",45
2009,3270 NONMETALLIC MINERAL PRODUCT MANUFACTURING,"$457,404,885 ","$61,256,776 ","$4,108,847 ","$945,373 ","$5,054,220 ",147
2009,3271 CLAY PRODUCT & REFRACTORY MANUFACTURING,"$29,173,778 ","$5,970,156 ","$401,096 ","$10,457 ","$411,553 ",78
2009,3272 GLASS & GLASS PRODUCT MANUFACTURING,"$112,465,396 ","$5,140,139 ","$344,380 ","$67,960 ","$412,340 ",58
2009,3273 CEMENT & CONCRETE PRODUCT MANUFACTURING,"$791,142,613 ","$391,227,863 ","$26,281,046 ","$845,024 ","$27,126,070 ",146
2009,3279 OTHER NONMETALLIC MINERAL PRODUCT MANUFACTURING,"$222,603,401 ","$13,827,715 ","$927,739 ","$175,920 ","$1,103,659 ",42
2009,3310 PRIMARY METAL MANUFACTURING,"$292,399,667 ","$21,555,619 ","$1,435,284 ","$378,774 ","$1,814,058 ",47
2009,3311 IRON & STEEL MILLS & FERROALLOY MANUFACTURING,"$84,046,267 ","$1,681,330 ","$113,789 ","$19,826 ","$133,615 ",19
2009,3312 STEEL PRODUCT MANUFACTURING FROM PURCHASED STEEL,"$202,692,490 ","$9,704,263 ","$648,413 ","$95,841 ","$744,254 ",51
2009,3313 ALUMINA & ALUMINUM PRODUCTION & PROCESSING,"$203,645,098 ","$249,612 ","$16,896 ","$44,645 ","$61,541 ",9
2009,3314 NONFERROUS METAL (EXCEPT ALUMINUM) PRODUCTION & PROCESSING,"$155,001,152 ","$97,200 ","$6,522 ","$17,351 ","$23,873 ",14
2009,3315 FOUNDRIES,"$351,592,275 ","$1,313,796 ","$88,585 ","$479,832 ","$568,417 ",30
2009,3320 FABRICATED METAL PRODUCT MANUFACTURING,"$1,329,092,964 ","$106,019,201 ","$7,068,967 ","$1,800,981 ","$8,869,948 ",595
2009,3321 FORGING & STAMPING,"$216,019,261 ","$527,004 ","$35,160 ","$90,325 ","$125,485 ",60
2009,3322 CUTLERY & HANDTOOL MANUFACTURING,"$105,894,993 ","$2,670,641 ","$177,123 ","$52,218 ","$229,341 ",39
2009,3323 ARCHITECTURAL & STRUCTURAL METALS MANUFACTURING,"$706,762,600 ","$137,048,546 ","$9,053,226 ","$2,490,818 ","$11,544,044 ",235
2009,"3324 BOILER, TANK, & SHIPPING CONTAINER MANUFACTURING","$105,399,804 ","$8,904,401 ","$594,729 ","$317,858 ","$912,587 ",26
2009,3325 HARDWARE MANUFACTURING,"$58,914,349 ","$1,862,887 ","$125,912 ","$102,305 ","$228,217 ",18
2009,3326 SPRING & WIRE PRODUCT MANUFACTURING,"$72,792,772 ","$3,419,347 ","$228,288 ","$116,402 ","$344,690 ",16
2009,"3327 MACHINE SHOPS; TURNED PRODUCT; & SCREW, NUT, & BOLT MANUFACTURING","$636,544,665 ","$15,045,917 ","$1,004,869 ","$546,434 ","$1,551,303 ",306
2009,"3328 COATING, ENGRAVING, HEAT TREATING, & ALLIED ACTIVITIES","$168,666,421 ","$1,709,502 ","$114,391 ","$190,012 ","$304,403 ",90
2009,3329 OTHER FABRICATED METAL PRODUCT MANUFACTURING,"$1,423,549,297 ","$70,703,576 ","$4,708,744 ","$1,260,368 ","$5,969,112 ",426
2009,3330 MACHINERY MANUFACTURING,"$1,584,548,703 ","$154,471,216 ","$10,342,073 ","$4,681,524 ","$15,023,597 ",501
2009,"3331 AGRICULTURE, CONSTRUCTION, & MINING MACHINERY MANUFACTURING","$319,010,483 ","$19,444,908 ","$1,303,929 ","$329,647 ","$1,633,576 ",108
2009,3332 INDUSTRIAL MACHINERY MANUFACTURING,"$370,707,216 ","$42,868,749 ","$2,854,856 ","$324,383 ","$3,179,239 ",173
2009,3333 COMMERCIAL & SERVICE INDUSTRY MACHINERY MFG,"$494,043,786 ","$43,742,504 ","$2,938,256 ","$538,471 ","$3,476,727 ",109
2009,"3334 VENTILATION, HEATING, AIR-CONDITIONING, & COMMERCIAL REFRIGERATION EQUIPMENT MANUFACTURING","$239,713,605 ","$13,739,987 ","$918,271 ","$226,781 ","$1,145,052 ",60
2009,3335 METALWORKING MACHINERY MANUFACTURING,"$210,430,663 ","$16,687,901 ","$1,108,864 ","$246,153 ","$1,355,017 ",116
2009,"3336 ENGINE, TURBINE, & POWER TRANSMISSION EQUIPMENT MANUFACTURING","$128,060,510 ","$30,461,853 ","$2,021,293 ","$10,331 ","$2,031,624 ",27
2009,3339 OTHER GENERAL PURPOSE MACHINERY MANUFACTURING,"$799,982,372 ","$60,246,205 ","$4,021,958 ","$655,486 ","$4,677,444 ",268
2009,3340 COMPUTER & ELECTRONIC PRODUCT MANUFACTURING,"$820,334,518 ","$22,217,376 ","$1,489,019 ","$650,700 ","$2,139,719 ",96
2009,3341 COMPUTER & PERIPHERAL EQUIPMENT MANUFACTURING,"$1,372,719,054 ","$128,285,642 ","$8,587,568 ","$1,039,254 ","$9,626,822 ",84
2009,3342 COMMUNICATIONS EQUIPMENT MANUFACTURING,"$106,086,484 ","$10,643,145 ","$716,376 ","$28,728 ","$745,104 ",63
2009,3343 AUDIO & VIDEO EQUIPMENT MANUFACTURING,"$54,278,086 ","$5,758,296 ","$382,660 ","$12,393 ","$395,053 ",30
2009,3344 SEMICONDUCTOR & OTHER ELECTRONIC COMPONENT MANUFACTURING,"$868,607,536 ","$30,493,601 ","$2,044,361 ","$1,903,204 ","$3,947,565 ",95
2009,"3345 NAVIGATIONAL, MEASURING, ELECTROMEDICAL, & CONTROL INSTRUMENTS MANUFACTURING","$779,452,851 ","$22,162,678 ","$1,482,469 ","$3,924,382 ","$5,406,851 ",153
2009,3346 MANUFACTURING & REPRODUCING MAGNETIC & OPTICAL    MEDIA,"$26,084,110 ","$3,588,683 ","$239,593 ","$119,045 ","$358,638 ",27
2009,"3350 ELECTRICAL EQUIPMENT, APPLIANCE, & COMPONENT MANUFACTURING","$3,066,568,833 ","$147,983,458 ","$9,889,443 ","$3,172,305 ","$13,061,748 ",316
2009,3351 ELECTRIC LIGHTING EQUIPMENT MANUFACTURING,"$44,656,027 ","$3,864,903 ","$259,696 ","$16,613 ","$276,309 ",26
2009,3352 HOUSEHOLD APPLIANCE MANUFACTURING,"$46,018,123 ","$4,604,492 ","$309,868 ","$13,493 ","$323,361 ",19
2009,3353 ELECTRICAL EQUIPMENT MANUFACTURING,"$153,819,085 ","$12,623,492 ","$852,859 ","$657,290 ","$1,510,149 ",67
2009,3359 OTHER ELECTRICAL EQUIPMENT & COMPONENT MFG,"$360,539,620 ","$33,222,167 ","$2,219,487 ","$418,452 ","$2,637,939 ",123
2009,3360 TRANSPORTATION EQUIPMENT MANUFACTURING,"$1,673,888,872 ","$11,279,942 ","$753,366 ","$583,504 ","$1,336,870 ",58
2009,3361 MOTOR VEHICLE MANUFACTURING,"$45,028,390 ","$4,176,051 ","$281,049 ","$410,924 ","$691,973 ",14
2009,3362 MOTOR VEHICLE BODY & TRAILER MANUFACTURING,"$96,594,839 ","$11,925,051 ","$798,932 ","$9,368 ","$808,300 ",39
2009,3363 MOTOR VEHICLE PARTS MANUFACTURING,"$305,489,606 ","$4,263,044 ","$286,527 ","$116,455 ","$402,982 ",51
2009,3364 AEROSPACE PRODUCT & PARTS MANUFACTURING,"$239,173,310 ","$3,437,719 ","$227,359 ","$31,067 ","$258,426 ",17
2009,3366 SHIP & BOAT BUILDING,"$108,513,944 ","$1,347,924 ","$90,182 ","$32,381 ","$122,563 ",16
2009,3369 OTHER TRANSPORTATION EQUIPMENT MANUFACTURING,"$47,697,920 ","$5,616,158 ","$375,632 ","$12,110 ","$387,742 ",44
2009,3370 FURNITURE & RELATED PRODUCT MANUFACTURING,"$276,663,635 ","$51,003,187 ","$3,407,632 ","$292,877 ","$3,700,509 ",278
2009,3371 HOUSEHOLD & INSTITUTIONAL FURNITURE & KITCHEN CABINET MANUFACTURING,"$210,457,365 ","$25,966,031 ","$1,734,195 ","$525,234 ","$2,259,429 ",222
2009,3372 OFFICE FURNITURE (INCLUDING FIXTURES) MANUFACTURING,"$115,874,184 ","$19,481,186 ","$1,294,725 ","$111,856 ","$1,406,581 ",80
2009,3379 OTHER FURNITURE RELATED PRODUCT MANUFACTURING,"$46,783,855 ","$1,312,778 ","$87,512 ","$28,433 ","$115,945 ",7
2009,3390 MISCELLANEOUS MANUFACTURING,"$3,927,796,308 ","$201,307,230 ","$13,436,306 ","$5,139,321 ","$18,575,627 ",979
2009,3391 MEDICAL EQUIPMENT & SUPPLIES MANUFACTURING,"$3,702,558,579 ","$22,990,905 ","$1,538,623 ","$3,257,092 ","$4,795,715 ",314
2009,3399 OTHER MISCELLANEOUS MANUFACTURING,"$1,127,634,602 ","$113,960,615 ","$7,619,977 ","$1,910,083 ","$9,530,060 ","1,258"
2009,4231 MOTOR VEHICLE & MOTOR VEHICLE PARTS & SUPPLIES MERCHANT WHOLESALERS,"$2,523,650,627 ","$139,693,465 ","$9,487,211 ","$315,895 ","$9,803,106 ",414
2009,4232 FURNITURE & HOME FURNISHING MERCHANT WHOLESALERS,"$233,784,910 ","$61,748,653 ","$4,130,882 ","$165,744 ","$4,296,626 ",214
2009,4233 LUMBER & OTHER CONSTRUCTION MATERIALS MERCHANT WHOLESALERS,"$1,421,069,395 ","$347,694,891 ","$23,256,215 ","$1,042,301 ","$24,298,516 ",351
2009,4234 PROFESSIONAL & COMMERCIAL EQUIPMENT & SUPPLIES MERCHANT WHOLESALERS,"$2,843,511,312 ","$630,991,887 ","$42,313,467 ","$4,999,726 ","$47,313,193 ",670
2009,4235 METAL & MINERAL (EXCEPT PETROLEUM) MERCHANT WHOLESALERS,"$837,609,747 ","$33,745,489 ","$2,249,215 ","$97,379 ","$2,346,594 ",73
2009,4236 ELECTRICAL & ELECTRONIC GOODS MERCHANT WHOLESALERS,"$2,622,826,179 ","$648,405,705 ","$43,380,405 ","$456,571 ","$43,836,976 ",390
2009,"4237 HARDWARE, & PLUMBING & HEATING EQUIPMENT & SUPPLIES MERCHANT WHOLESALERS","$1,397,531,215 ","$579,082,382 ","$38,750,068 ","$620,927 ","$39,370,995 ",396
2009,"4238 MACHINERY, EQUIPMENT, & SUPPLIES MERCHANT WHOLESALERS","$5,348,854,866 ","$906,721,130 ","$60,600,664 ","$1,043,320 ","$61,643,984 ","1,378"
2009,4239 MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,"$3,544,356,048 ","$322,640,912 ","$21,607,479 ","$1,529,396 ","$23,136,875 ","1,131"
2009,4241 PAPER & PAPER PRODUCT MERCHANT WHOLESALERS,"$1,297,738,407 ","$217,550,011 ","$14,548,898 ","$227,137 ","$14,776,035 ",219
2009,4242 DRUGS & DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$3,842,702,143 ","$60,115,497 ","$4,020,344 ","$368,160 ","$4,388,504 ",110
2009,"4243 APPAREL, PIECE GOODS, & NOTIONS MERCHANT WHOLESALERS","$63,272,871 ","$6,828,211 ","$456,324 ","$28,434 ","$484,758 ",97
2009,4244 GROCERY & RELATED PRODUCT WHOLESALERS,"$8,104,651,346 ","$188,831,916 ","$12,617,068 ","$2,941,036 ","$15,558,104 ",368
2009,4245 FARM PRODUCT RAW MATERIAL MERCHANT WHOLESALERS,"$2,297,363,370 ","$32,112,996 ","$2,141,190 ","$2,220,702 ","$4,361,892 ",163
2009,4246 CHEMICAL & ALLIED PRODUCTS MERCHANT WHOLESALERS,"$933,263,329 ","$51,993,567 ","$3,474,035 ","$269,295 ","$3,743,330 ",149
2009,4247 PETROLEUM & PETROLEUM PRODUCTS MERCHANT WHOLESALERS,"$5,526,906,940 ","$171,014,933 ","$11,464,994 ","$3,244,061 ","$14,709,055 ",195
2009,"4248 BEER, WINE, & DISTILLED ALCOHOLIC BEVERAGE MERCHANT WHOLESALERS","$1,262,056,869 ","$10,636,139 ","$906,792 ","$326,531 ","$1,233,323 ",81
2009,4249 MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS,"$4,350,124,052 ","$217,587,456 ","$14,552,547 ","$603,086 ","$15,155,633 ",729
2009,4251 WHOLESALE ELECTRONIC MARKETS & AGENTS & BROKERS,"$95,655,843 ","$18,574,728 ","$1,241,695 ","$60,151 ","$1,301,846 ",145
2009,4411 AUTOMOBILE DEALERS,"$7,374,163,228 ","$582,483,286 ","$39,133,290 ","$2,870,716 ","$42,004,006 ",897
2009,4412 OTHER MOTOR VEHICLE DEALERS,"$1,574,339,334 ","$431,020,612 ","$28,676,443 ","$138,805 ","$28,815,248 ",697
2009,"4413 AUTOMOTIVE PARTS, ACCESSORIES, & TIRE STORES","$1,667,133,599 ","$720,336,586 ","$48,253,088 ","$522,171 ","$48,775,259 ","1,444"
2009,4421 FURNITURE STORES,"$1,016,760,871 ","$822,610,620 ","$55,001,220 ","$654,057 ","$55,655,277 ",848
2009,4422 HOME FURNISHINGS STORES,"$912,766,949 ","$428,521,766 ","$28,712,323 ","$4,543,655 ","$33,255,978 ","1,538"
2009,4430 ELECTRONICS & APPLIANCE STORES,"$3,830,939 ","$1,347,213 ","$90,441 ",$0 ,"$90,441 ",4
2009,4431 ELECTRONICS & APPLIANCE STORES,"$3,128,492,716 ","$1,691,414,598 ","$113,340,199 ","$7,350,861 ","$120,691,060 ","1,939"
2009,4441 BUILDING MATERIAL & SUPPLIES DEALERS,"$4,979,168,311 ","$3,960,149,062 ","$265,131,528 ","$5,906,373 ","$271,037,901 ","1,927"
2009,4442 LAWN & GARDEN EQUIPMENT & SUPPLIES STORES,"$978,136,136 ","$230,400,839 ","$15,347,447 ","$293,136 ","$15,640,583 ",611
2009,4451 GROCERY STORES,"$9,108,346,558 ","$1,734,555,481 ","$119,510,760 ","$903,005 ","$120,413,765 ","1,608"
2009,4452 SPECIALTY FOOD STORES,"$700,086,693 ","$147,263,094 ","$10,021,481 ","$259,987 ","$10,281,468 ",944
2009,"4453 BEER, WINE, & LIQUOR STORES","$1,317,568,900 ","$1,177,346,418 ","$106,755,166 ","$531,111 ","$107,286,277 ","1,126"
2009,4461 HEALTH & PERSONAL CARE STORES,"$4,295,564,774 ","$574,786,570 ","$38,539,955 ","$700,281 ","$39,240,236 ","1,771"
2009,4471 GASOLINE STATIONS,"$7,501,440,320 ","$882,134,122 ","$59,317,679 ","$860,959 ","$60,178,638 ","2,168"
