YEAR,FOUR-DIGIT INDUSTRY,GROSS SALES,TAXABLE SALES,SALES TAX,USE TAX,TOTAL TAX, NUMBER 
2011,"3133 TEXTILE, FABRIC FINISHING & FABRIC COATING MILLS","$20,710,998","$1,350,350","$92,837","$9,203","$102,040", 17 
2011,3140 TEXTILE PRODUCT MILLS,"$23,085,788","$698,241","$48,002",$284,"$48,286", 9 
2011,3141 TEXTILE FURNISHINGS MILLS,"$23,485,674","$4,387,967","$301,673","$4,637","$306,310", 69 
2011,3149 OTHER TEXTILE PRODUCT MILLS,"$98,499,183","$5,154,254","$354,346","$77,059","$431,405", 190 
2011,3150 APPAREL MANUFACTURING,"$48,017,079","$5,181,199","$356,208","$8,346","$364,554", 71 
2011,3151 APPAREL KNITTING MILLS,"$1,564,393","$12,573",$864,"$5,186","$6,050", 7 
2011,3152 CUT & SEW APPAREL MANUFACTURING,"$76,828,918","$3,032,888","$208,520","$7,337","$215,857", 118 
2011,3159 APPAREL ACCESSORIES & OTHER APPAREL MANUFACTURING,"$136,915,680","$895,452","$61,560","$77,590","$139,150", 63 
2011,3160 LEATHER & ALLIED PRODUCT MANUFACTURING,"$1,802,583","$374,041","$25,715","$324,692","$350,407", 15 
2011,3161 LEATHER & HIDE TANNING & FINISHING,"$79,380,484","$4,022",$277,"$104,580","$104,857", 7 
2011,3162 FOOTWEAR MANUFACTURING,"$35,945,560","$322,503","$22,173","$3,530","$25,703", 8 
2011,3169 OTHER LEATHER & ALLIED PRODUCT MANUFACTURING,"$4,728,584","$1,286,673","$88,463","$1,618","$90,081", 85 
2011,3210 WOOD PRODUCT MANUFACTURING,"$1,354,426,139","$112,492,772","$7,733,871","$962,550","$8,696,421", 293 
2011,3211 SAWMILLS & WOOD PRESERVATION,"$66,469,528","$9,988,247","$686,693","$95,300","$781,993", 51 
2011,"3212 VENEER, PLYWOOD, & ENGINEERED WOOD PRODUCT MANUFACTURING","$97,384,151","$13,313,476","$915,296","$90,167","$1,005,463", 44 
2011,3219 OTHER WOOD PRODUCT MANUFACTURING,"$635,297,056","$52,907,760","$3,620,553","$799,495","$4,420,048", 309 
2011,3220 PAPER MANUFACTURING,"$903,611,744","$46,776,856","$3,215,908","$16,041,631","$19,257,539", 57 
2011,"3221 PULP, PAPER, & PAPERBOARD MILLS","$1,303,003,790","$2,714,549","$186,629","$2,247,309","$2,433,938", 11 
2011,3222 CONVERTED PAPER PRODUCT MANUFACTURING,"$902,238,233","$27,887,007","$1,917,231","$1,128,523","$3,045,754", 93 
2011,3230 PRINTING & RELATED SUPPORT ACTIVITIES,"$811,568","$422,048","$29,018","$1,557","$30,575", 4 
2011,3231 PRINTING & RELATED SUPPORT ACTIVITIES,"$2,903,062,827","$409,375,051","$28,144,548","$3,529,571","$31,674,119"," 1,189 "
2011,3240 PETROLEUM & COAL PRODUCTS MANUFACTURING,"$130,677,126","$113,068,929","$7,773,489","$275,304","$8,048,793", 17 
2011,3241 PETROLEUM & COAL PRODUCTS MANUFACTURING,"$3,954,283,506","$167,058,254","$11,485,259","$2,327,678","$13,812,937", 31 
2011,3250 CHEMICAL MANUFACTURING,"$1,953,098,902","$46,332,644","$3,185,377","$572,225","$3,757,602", 127 
2011,3251 BASIC CHEMICAL MANUFACTURING,"$1,391,132,227","$27,288,039","$1,876,056","$201,636","$2,077,692", 62 
2011,"3252 RESIN, SYNTHETIC RUBBER, & ARTIFICIAL SYNTHETIC FIBERS & FILAMENTS MANUFACTURING","$31,857,438","$2,231,465","$153,419","$25,304","$178,723", 13 
2011,"3253 PESTICIDE, FERTILIZER, & OTHER AGRICULTURAL CHEMICAL MANUFACTURING","$545,136,222","$997,808","$68,600","$41,900","$110,500", 24 
2011,3254 PHARMACEUTICAL & MEDICINE MANUFACTURING,"$1,627,285,174","$4,059,458","$279,090","$567,099","$846,189", 57 
2011,"3255 PAINT, COATING, & ADHESIVE MANUFACTURING","$72,640,789","$3,599,166","$247,443","$16,575","$264,018", 31 
2011,"3256 SOAP, CLEANING COMPOUND, & TOILET PREPARATION MANUFACTURING","$216,502,402","$27,009,018","$1,856,867","$519,701","$2,376,568", 106 
2011,3259 OTHER CHEMICAL PRODUCT & PREPARATION MANUFACTURING,"$411,526,678","$19,320,056","$1,328,243","$774,776","$2,103,019", 82 
2011,3260 PLASTICS & RUBBER PRODUCTS MANUFACTURING,"$972,453,008","$103,613,557","$7,123,426","$734,663","$7,858,089", 141 
2011,3261 PLASTICS PRODUCT MANUFACTURING,"$1,358,273,315","$27,257,682","$1,873,959","$1,045,013","$2,918,972", 226 
2011,3262 RUBBER PRODUCT MANUFACTURING,"$400,489,856","$23,940,740","$1,645,929","$364,817","$2,010,746", 42 
2011,3270 NONMETALLIC MINERAL PRODUCT MANUFACTURING,"$516,514,448","$60,615,351","$4,167,301","$1,378,820","$5,546,121", 126 
2011,3271 CLAY PRODUCT & REFRACTORY MANUFACTURING,"$30,867,697","$5,650,066","$388,451","$26,769","$415,220", 85 
2011,3272 GLASS & GLASS PRODUCT MANUFACTURING,"$94,107,167","$6,100,042","$419,385","$95,436","$514,821", 75 
2011,3273 CEMENT & CONCRETE PRODUCT MANUFACTURING,"$749,988,248","$387,564,651","$26,645,054","$830,928","$27,475,982", 134 
2011,3274 LIME & GYPSUM PRODUCT MANUFACTURING,"$14,583,808","$269,701","$18,540","$2,333","$20,873", 5 
2011,3279 OTHER NONMETALLIC MINERAL PRODUCT MANUFACTURING,"$202,653,886","$18,617,019","$1,279,919","$436,383","$1,716,302", 51 
2011,3310 PRIMARY METAL MANUFACTURING,"$313,031,408","$25,240,052","$1,735,246","$128,365","$1,863,611", 39 
2011,3311 IRON & STEEL MILLS & FERROALLOY MANUFACTURING,"$76,652,322","$1,689,030","$116,123","$34,413","$150,536", 19 
2011,3312 STEEL PRODUCT MANUFACTURING FROM PURCHASED STEEL,"$290,708,821","$9,399,548","$646,228","$213,692","$859,920", 57 
2011,3313 ALUMINA & ALUMINUM PRODUCTION & PROCESSING,"$339,826,812","$952,756","$65,501","$47,787","$113,288", 11 
2011,3314 NONFERROUS METAL (EXCEPT ALUMINUM) PRODUCTION & PROCESSING,"$211,805,644","$1,567,589","$107,773","$19,593","$127,366", 14 
2011,3315 FOUNDRIES,"$471,828,535","$2,135,560","$146,818","$1,034,015","$1,180,833", 27 
2011,3320 FABRICATED METAL PRODUCT MANUFACTURING,"$1,649,266,527","$144,502,553","$9,934,556","$2,668,860","$12,603,416", 536 
2011,3321 FORGING & STAMPING,"$312,053,920","$945,273","$64,985","$143,199","$208,184", 51 
2011,3322 CUTLERY & HANDTOOL MANUFACTURING,"$157,025,918","$3,012,648","$207,127","$62,478","$269,605", 52 
2011,3323 ARCHITECTURAL & STRUCTURAL METALS MANUFACTURING,"$820,799,063","$154,415,629","$10,616,091","$2,467,512","$13,083,603", 249 
2011,"3324 BOILER, TANK, & SHIPPING CONTAINER MANUFACTURING","$105,460,800","$11,613,121","$798,406","$381,317","$1,179,723", 26 
2011,3325 HARDWARE MANUFACTURING,"$58,828,364","$2,301,277","$158,214","$157,414","$315,628", 15 
2011,3326 SPRING & WIRE PRODUCT MANUFACTURING,"$98,010,751","$3,187,237","$219,125","$76,169","$295,294", 18 
2011,"3327 MACHINE SHOPS; TURNED PRODUCT; & SCREW, NUT, & BOLT MANUFACTURING","$825,888,377","$21,789,397","$1,498,016","$1,017,385","$2,515,401", 328 
2011,"3328 COATING, ENGRAVING, HEAT TREATING, & ALLIED ACTIVITIES","$232,012,045","$2,948,866","$202,739","$192,777","$395,516", 91 
2011,3329 OTHER FABRICATED METAL PRODUCT MANUFACTURING,"$1,157,132,590","$114,429,149","$7,867,002","$1,087,040","$8,954,042", 420 
2011,3330 MACHINERY MANUFACTURING,"$1,796,697,630","$196,104,866","$13,482,213","$4,015,451","$17,497,664", 463 
2011,"3331 AGRICULTURE, CONSTRUCTION, & MINING MACHINERY MANUFACTURING","$531,005,780","$30,025,247","$2,064,249","$385,726","$2,449,975", 115 
2011,3332 INDUSTRIAL MACHINERY MANUFACTURING,"$754,314,666","$46,261,374","$3,180,478","$727,416","$3,907,894", 196 
2011,3333 COMMERCIAL & SERVICE INDUSTRY MACHINERY MFG,"$748,881,415","$89,099,367","$6,125,567","$339,853","$6,465,420", 121 
2011,"3334 VENTILATION, HEATING, AIR-CONDITIONING, & COMMERCIAL REFRIGERATION EQUIPMENT MANUFACTURING","$288,098,118","$20,359,450","$1,399,722","$437,680","$1,837,402", 64 
2011,3335 METALWORKING MACHINERY MANUFACTURING,"$302,001,309","$28,659,229","$1,970,323","$688,775","$2,659,098", 120 
2011,"3336 ENGINE, TURBINE, & POWER TRANSMISSION EQUIPMENT MANUFACTURING","$178,833,431","$22,229,948","$1,528,309","$122,106","$1,650,415", 30 
2011,3339 OTHER GENERAL PURPOSE MACHINERY MANUFACTURING,"$1,323,125,747","$77,724,733","$5,343,587","$1,365,367","$6,708,954", 274 
2011,3340 COMPUTER & ELECTRONIC PRODUCT MANUFACTURING,"$586,760,860","$29,259,824","$2,011,610","$809,199","$2,820,809", 91 
2011,3341 COMPUTER & PERIPHERAL EQUIPMENT MANUFACTURING,"$1,453,827,269","$152,435,288","$10,479,931","$1,462,581","$11,942,512", 89 
2011,3342 COMMUNICATIONS EQUIPMENT MANUFACTURING,"$217,034,931","$10,646,154","$731,918","$78,344","$810,262", 70 
2011,3343 AUDIO & VIDEO EQUIPMENT MANUFACTURING,"$90,144,445","$4,029,098","$277,000","$44,546","$321,546", 34 
2011,3344 SEMICONDUCTOR & OTHER ELECTRONIC COMPONENT MANUFACTURING,"$989,977,741","$50,882,351","$3,498,164","$3,719,148","$7,217,312", 101 
2011,"3345 NAVIGATIONAL, MEASURING, ELECTROMEDICAL, & CONTROL INSTRUMENTS MANUFACTURING","$755,179,231","$25,973,417","$1,785,670","$4,515,511","$6,301,181", 181 
2011,3346 MANUFACTURING & REPRODUCING MAGNETIC & OPTICAL    MEDIA,"$25,630,615","$3,746,016","$257,533","$197,601","$455,134", 29 
2011,"3350 ELECTRICAL EQUIPMENT, APPLIANCE, & COMPONENT MANUFACTURING","$3,052,249,799","$163,275,020","$11,225,163","$3,328,185","$14,553,348", 281 
2011,3351 ELECTRIC LIGHTING EQUIPMENT MANUFACTURING,"$62,125,065","$5,254,276","$361,230","$23,964","$385,194", 37 
2011,3352 HOUSEHOLD APPLIANCE MANUFACTURING,"$39,035,309","$3,695,541","$254,068","$11,156","$265,224", 18 
2011,3353 ELECTRICAL EQUIPMENT MANUFACTURING,"$193,517,820","$14,741,024","$1,013,447","$300,523","$1,313,970", 68 
2011,3359 OTHER ELECTRICAL EQUIPMENT & COMPONENT MFG,"$512,757,207","$35,847,016","$2,464,487","$572,820","$3,037,307", 133 
2011,3360 TRANSPORTATION EQUIPMENT MANUFACTURING,"$2,817,034,574","$22,045,775","$1,515,647","$452,710","$1,968,357", 55 
2011,3361 MOTOR VEHICLE MANUFACTURING,"$145,251,658","$7,844,715","$539,322","$510,439","$1,049,761", 15 
2011,3362 MOTOR VEHICLE BODY & TRAILER MANUFACTURING,"$141,958,210","$15,383,341","$1,057,598","$25,213","$1,082,811", 42 
2011,3363 MOTOR VEHICLE PARTS MANUFACTURING,"$425,359,299","$3,438,330","$236,390","$270,115","$506,505", 58 
2011,3364 AEROSPACE PRODUCT & PARTS MANUFACTURING,"$145,132,586","$1,923,227","$132,220","$45,776","$177,996", 20 
2011,3366 SHIP & BOAT BUILDING,"$86,362,494","$1,506,056","$103,545","$82,829","$186,374", 16 
2011,3369 OTHER TRANSPORTATION EQUIPMENT MANUFACTURING,"$109,825,591","$10,655,485","$732,568","$68,281","$800,849", 44 
2011,3370 FURNITURE & RELATED PRODUCT MANUFACTURING,"$310,289,647","$59,006,109","$4,056,680","$282,085","$4,338,765", 245 
2011,3371 HOUSEHOLD & INSTITUTIONAL FURNITURE & KITCHEN CABINET MANUFACTURING,"$251,774,877","$27,505,988","$1,891,047","$709,569","$2,600,616", 232 
2011,3372 OFFICE FURNITURE (INCLUDING FIXTURES) MANUFACTURING,"$142,839,701","$25,679,102","$1,765,441","$226,172","$1,991,613", 89 
2011,3379 OTHER FURNITURE RELATED PRODUCT MANUFACTURING,"$37,313,310","$1,525,872","$104,907","$44,315","$149,222", 10 
2011,3390 MISCELLANEOUS MANUFACTURING,"$5,135,534,424","$295,495,316","$20,316,965","$7,638,314","$27,955,279", 861 
2011,3391 MEDICAL EQUIPMENT & SUPPLIES MANUFACTURING,"$1,037,997,742","$34,360,239","$2,362,272","$3,758,175","$6,120,447", 329 
2011,3399 OTHER MISCELLANEOUS MANUFACTURING,"$1,281,103,679","$144,625,569","$9,943,031","$2,490,361","$12,433,392"," 1,292 "
2011,4231 MOTOR VEHICLE & MOTOR VEHICLE PARTS & SUPPLIES MERCHANT WHOLESALERS,"$3,140,127,459","$147,615,991","$10,149,429","$217,688","$10,367,117", 403 
2011,4232 FURNITURE & HOME FURNISHING MERCHANT WHOLESALERS,"$310,750,085","$88,584,681","$6,090,208","$63,184","$6,153,392", 189 
2011,4233 LUMBER & OTHER CONSTRUCTION MATERIALS MERCHANT WHOLESALERS,"$1,612,948,992","$437,735,887","$30,094,368","$1,606,490","$31,700,858", 347 
2011,4234 PROFESSIONAL & COMMERCIAL EQUIPMENT & SUPPLIES MERCHANT WHOLESALERS,"$3,050,750,444","$782,140,845","$53,774,764","$6,942,325","$60,717,089", 711 
2011,4235 METAL & MINERAL (EXCEPT PETROLEUM) MERCHANT WHOLESALERS,"$1,488,039,290","$45,707,733","$3,142,406","$372,319","$3,514,725", 73 
2011,4236 ELECTRICAL & ELECTRONIC GOODS MERCHANT WHOLESALERS,"$3,087,227,939","$786,166,579","$54,048,963","$693,373","$54,742,336", 405 
2011,"4237 HARDWARE, & PLUMBING & HEATING EQUIPMENT & SUPPLIES MERCHANT WHOLESALERS","$1,485,352,999","$653,334,089","$44,916,731","$1,780,251","$46,696,982", 375 
2011,"4238 MACHINERY, EQUIPMENT, & SUPPLIES MERCHANT WHOLESALERS","$7,171,121,537","$1,178,114,538","$80,995,427","$1,990,600","$82,986,027"," 1,341 "
2011,4239 MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,"$4,822,281,652","$358,261,859","$24,626,944","$1,912,801","$26,539,745"," 1,090 "
2011,4241 PAPER & PAPER PRODUCT MERCHANT WHOLESALERS,"$1,390,494,467","$221,507,849","$15,228,673","$254,378","$15,483,051", 216 
2011,4242 DRUGS & DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$3,582,529,055","$56,916,057","$3,912,985","$288,990","$4,201,975", 123 
2011,"4243 APPAREL, PIECE GOODS, & NOTIONS MERCHANT WHOLESALERS","$117,143,338","$12,137,858","$834,477","$27,886","$862,363", 113 
2011,4244 GROCERY & RELATED PRODUCT WHOLESALERS,"$8,199,987,665","$185,728,373","$12,771,570","$3,336,465","$16,108,035", 353 
2011,4245 FARM PRODUCT RAW MATERIAL MERCHANT WHOLESALERS,"$3,121,718,331","$37,433,441","$2,573,542","$1,808,845","$4,382,387", 164 
2011,4246 CHEMICAL & ALLIED PRODUCTS MERCHANT WHOLESALERS,"$1,323,765,396","$63,858,369","$4,390,244","$371,227","$4,761,471", 169 
2011,4247 PETROLEUM & PETROLEUM PRODUCTS MERCHANT WHOLESALERS,"$5,951,931,212","$130,228,220","$8,953,198","$7,050,773","$16,003,971", 192 
2011,"4248 BEER, WINE, & DISTILLED ALCOHOLIC BEVERAGE MERCHANT WHOLESALERS","$1,424,489,202","$11,629,533","$1,020,993","$416,871","$1,437,864", 81 
2011,4249 MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS,"$4,903,297,364","$246,636,609","$16,956,426","$937,112","$17,893,538", 717 
2011,4251 WHOLESALE ELECTRONIC MARKETS & AGENTS & BROKERS,"$159,850,292","$28,154,541","$1,935,620","$86,056","$2,021,676", 127 
2011,4411 AUTOMOBILE DEALERS,"$9,652,902,683","$753,620,137","$52,012,196","$3,354,737","$55,366,933", 835 
2011,4412 OTHER MOTOR VEHICLE DEALERS,"$1,920,903,513","$498,183,119","$34,140,896","$232,054","$34,372,950", 664 
2011,"4413 AUTOMOTIVE PARTS, ACCESSORIES, & TIRE STORES","$1,899,542,866","$841,145,655","$57,829,338","$555,759","$58,385,097"," 1,404 "
2011,4421 FURNITURE STORES,"$941,901,058","$801,249,795","$55,085,935","$921,594","$56,007,529", 802 
2011,4422 HOME FURNISHINGS STORES,"$894,325,884","$436,216,571","$29,994,412","$5,096,731","$35,091,143"," 1,362 "
2011,4430 ELECTRONICS & APPLIANCE STORES,"$4,579,302","$1,588,281","$109,194",$10,"$109,204", 4 
2011,4431 ELECTRONICS & APPLIANCE STORES,"$3,208,901,961","$1,659,793,522","$114,110,813","$7,821,216","$121,932,029"," 1,749 "
2011,4441 BUILDING MATERIAL & SUPPLIES DEALERS,"$5,450,597,369","$4,341,137,337","$298,462,499","$6,459,513","$304,922,012"," 1,826 "
2011,4442 LAWN & GARDEN EQUIPMENT & SUPPLIES STORES,"$967,811,011","$237,160,902","$16,304,828","$514,234","$16,819,062", 539 
2011,4451 GROCERY STORES,"$9,575,056,954","$1,784,322,606","$126,915,235","$1,708,411","$128,623,646"," 1,526 "
2011,4452 SPECIALTY FOOD STORES,"$843,387,381","$144,746,046","$10,016,711","$338,428","$10,355,139", 877 
2011,"4453 BEER, WINE, & LIQUOR STORES","$1,465,789,833","$1,229,974,011","$113,661,545","$546,898","$114,208,443"," 1,131 "
2011,4461 HEALTH & PERSONAL CARE STORES,"$4,578,036,617","$633,572,463","$43,603,553","$694,683","$44,298,236"," 1,687 "
2011,4471 GASOLINE STATIONS,"$10,326,794,357","$990,928,540","$68,459,079","$1,023,180","$69,482,259"," 2,051 "
2011,4480 CLOTHING & CLOTHING ACCESSORIES STORES,"$795,336,365","$151,134,410","$10,390,488","$428,169","$10,818,657", 548 
2011,4481 CLOTHING STORES,"$1,752,511,514","$477,670,599","$32,847,779","$1,005,776","$33,853,555"," 1,707 "
2011,4482 SHOE STORES,"$323,835,738","$13,409,945","$921,936","$230,973","$1,152,909", 337 
2011,"4483 JEWELRY, LUGGAGE, & LEATHER GOODS STORES","$425,584,365","$323,034,594","$22,208,667","$351,470","$22,560,137"," 1,118 "
2011,"4511 SPORTING GOODS, HOBBY, & MUSICAL INSTRUMENT STORES","$2,064,991,791","$1,052,313,132","$72,391,106","$1,084,074","$73,475,180"," 2,979 "
2011,"4512 BOOK, PERIODICAL, & MUSIC STORES","$463,521,879","$240,734,770","$16,550,521","$76,486","$16,627,007"," 1,108 "
2011,4520 GENERAL MERCHANDISE STORES,"$9,579,256,392","$4,579,204,879","$316,531,034","$9,350,010","$325,881,044", 440 
2011,4521 DEPARTMENT STORES,"$636,005,820","$286,501,206","$19,696,965","$446,334","$20,143,299", 113 
2011,4529 OTHER GENERAL MERCHANDISE STORES,"$1,347,341,351","$620,071,588","$42,817,154","$355,592","$43,172,746", 539 
2011,4530 MISCELLANEOUS STORE RETAILERS,"$428,738","$391,512","$26,915",$0,"$26,915", 4 
2011,4531 FLORISTS,"$138,235,323","$107,983,095","$7,423,821","$39,000","$7,462,821", 831 
2011,"4532 OFFICE SUPPLIES, STATIONERY, & GIFT STORES","$890,611,243","$593,052,552","$40,782,513","$844,800","$41,627,313"," 2,078 "
2011,4533 USED MERCHANDISE STORES,"$294,435,199","$152,746,404","$10,508,396","$151,670","$10,660,066"," 2,247 "
2011,4539 OTHER MISCELLANEOUS STORE RETAILERS,"$2,809,689,383","$772,301,598","$53,043,050","$997,029","$54,040,079"," 8,251 "
2011,4540 NONSTORE RETAILERS,"$35,185,477","$12,664,402","$874,038","$17,487","$891,525"," 1,068 "
2011,4541 ELECTRONIC SHOPPING & MAIL-ORDER HOUSES,"$1,974,162,387","$944,164,734","$64,913,326","$826,256","$65,739,582"," 1,470 "
2011,4542 VENDING MACHINE OPERATORS,"$162,792,820","$128,646,821","$8,844,439","$215,345","$9,059,784"," 1,064 "
2011,4543 DIRECT SELLING ESTABLISHMENTS,"$2,714,699,883","$483,054,949","$33,219,374","$796,165","$34,015,539"," 2,741 "
2011,4810 AIR TRANSPORTATION,"$154,973,229","$84,721,471","$5,840,895","$3,961,283","$9,802,178", 103 
2011,4812 NONSCHEDULED AIR TRANSPORTATION,"$5,802,877","$3,031,850","$208,438","$5,936","$214,374", 11 
2011,4821 RAIL TRANSPORTATION,"$57,517,508","$2,930,984","$202,974","$3,250,447","$3,453,421", 18 
