YEAR,FOUR-DIGIT INDUSTRY,GROSS SALES,TAXABLE SALES,SALES TAX,USE TAX,TOTAL TAX, NUMBER 
2017,2362 NONRESIDENTIAL BUILDING CONSTRUCTION,"$1,282,474,367 ","$59,606,180 ","$4,100,211 ","$3,763,592 ","$7,863,803 ",354
2017,2370 HEAVY & CIVIL ENGINEERING CONSTRUCTION,"$914,693,207 ","$27,851,288 ","$1,914,785 ","$2,669,987 ","$4,584,772 ",198
2017,2371 UTILITY SYSTEM CONSTRUCTION,"$323,058,104 ","$48,705,191 ","$3,348,484 ","$1,088,095 ","$4,436,579 ",157
2017,2372 LAND SUBDIVISION,"$36,084,424 ","$4,915,284 ","$358,635 ","$9,799 ","$368,434 ",18
2017,"2373 HIGHWAY, STREET, & BRIDGE CONSTRUCTION","$398,811,373 ","$37,979,769 ","$2,611,113 ","$1,624,395 ","$4,235,508 ",92
2017,2379 OTHER HEAVY & CIVIL ENGINEERING CONSTRUCTION,"$633,272,769 ","$26,177,171 ","$1,799,684 ","$3,081,894 ","$4,881,578 ",93
2017,2380 SPECIALTY TRADE CONTRACTORS,"$3,674,468,986 ","$138,800,304 ","$9,542,538 ","$8,549,401 ","$18,091,939 ","1,872"
2017,"2381 FOUNDATION, STRUCTURE, & BUILDING EXTERIOR CONTRACTORS","$827,452,248 ","$28,184,034 ","$1,937,657 ","$2,504,798 ","$4,442,455 ",547
2017,2382 BUILDING EQUIPMENT CONTRACTORS,"$2,428,866,028 ","$166,727,514 ","$11,462,659 ","$5,405,596 ","$16,868,255 ","1,491"
2017,2383 BUILDING FINISHING CONTRACTORS,"$879,092,232 ","$65,975,012 ","$4,535,773 ","$3,781,435 ","$8,317,208 ",824
2017,2389 OTHER SPECIALTY TRADE CONTRACTORS,"$1,929,833,617 ","$249,820,571 ","$17,177,412 ","$7,902,283 ","$25,079,695 ","1,125"
2017,3110 FOOD MANUFACTURING,"$1,724,800,345 ","$4,988,809 ","$342,984 ","$1,405,371 ","$1,748,355 ",74
2017,3111 ANIMAL FOOD MANUFACTURING,"$722,172,929 ","$5,675,950 ","$390,219 ","$116,581 ","$506,800 ",76
2017,3112 GRAIN & OILSEED MILLING,"$1,425,590,139 ","$1,410,772 ","$103,020 ","$335,025 ","$438,045 ",27
2017,3113 SUGAR & CONFECTIONERY PRODUCT MANUFACTURING,"$493,095,041 ","$12,803,971 ","$880,954 ","$186,878 ","$1,067,832 ",107
2017,3114 FRUIT & VEGETABLE PRESERVING & SPECIALTY FOOD MANUFACTURING,"$801,702,674 ","$2,143,659 ","$148,145 ","$193,556 ","$341,701 ",69
2017,3115 DAIRY PRODUCT MANUFACTURING,"$2,110,634,750 ","$2,043,145 ","$140,744 ","$531,934 ","$672,678 ",44
2017,3116 ANIMAL SLAUGHTERING & PROCESSING,"$880,856,337 ","$374,927 ","$25,776 ","$229,952 ","$255,728 ",42
2017,3118 BAKERIES & TORTILLA MANUFACTURING,"$515,086,975 ","$47,199,928 ","$3,270,083 ","$300,824 ","$3,570,907 ",251
2017,3119 OTHER FOOD MANUFACTURING,"$956,920,468 ","$16,679,610 ","$1,159,762 ","$332,226 ","$1,491,988 ",161
2017,3121 BEVERAGE MANUFACTURING,"$759,794,294 ","$90,716,745 ","$7,697,952 ","$573,444 ","$8,271,396 ",302
2017,3122 TOBACCO MANUFACTURING,"$442,182,255 ","$3,574,532 ","$245,749 ","$43,369 ","$289,118 ",11
2017,3130 TEXTILE MILLS,"$57,329,408 ","$3,623,741 ","$249,132 ",$986 ,"$250,118 ",28
2017,"3131 FIBER, YARN, & THREAD MILLS","$648,595 ","$129,093 ","$8,876 ",$0 ,"$8,876 ",19
2017,3132 FABRIC MILLS,"$29,568,844 ","$4,571,054 ","$314,262 ","$4,356 ","$318,618 ",37
2017,"3133 TEXTILE, FABRIC FINISHING & FABRIC COATING MILLS","$34,974,909 ","$2,775,913 ","$190,842 ","$1,448 ","$192,290 ",22
2017,3140 TEXTILE PRODUCT MILLS,"$36,752,883 ","$1,383,845 ","$95,140 ",$313 ,"$95,453 ",9
2017,3141 TEXTILE FURNISHINGS MILLS,"$43,606,314 ","$12,630,949 ","$868,374 ","$17,260 ","$885,634 ",97
2017,3149 OTHER TEXTILE PRODUCT MILLS,"$137,951,782 ","$8,007,495 ","$550,517 ","$60,085 ","$610,602 ",319
2017,3150 APPAREL MANUFACTURING,"$19,115,580 ","$1,047,004 ","$71,980 ","$1,160 ","$73,140 ",48
2017,3151 APPAREL KNITTING MILLS,"$1,962,578 ","$34,541 ","$2,374 ","$1,922 ","$4,296 ",14
2017,3152 CUT & SEW APPAREL MANUFACTURING,"$125,734,146 ","$7,529,663 ","$517,678 ","$22,473 ","$540,151 ",137
2017,3159 APPAREL ACCESSORIES & OTHER APPAREL MANUFACTURING,"$129,687,434 ","$1,737,349 ","$119,444 ","$27,773 ","$147,217 ",79
2017,3160 LEATHER & ALLIED PRODUCT MANUFACTURING,"$237,211 ","$87,734 ","$6,033 ","$138,405 ","$144,438 ",9
2017,3161 LEATHER & HIDE TANNING & FINISHING,"$4,100,858 ","$286,131 ","$19,671 ","$25,065 ","$44,736 ",17
2017,3162 FOOTWEAR MANUFACTURING,"$41,097,909 ","$663,736 ","$45,635 ","$14,491 ","$60,126 ",13
2017,3169 OTHER LEATHER & ALLIED PRODUCT MANUFACTURING,"$7,576,096 ","$1,803,157 ","$123,968 ","$2,402 ","$126,370 ",108
2017,3210 WOOD PRODUCT MANUFACTURING,"$1,126,962,108 ","$75,037,386 ","$5,086,569 ","$287,018 ","$5,373,587 ",189
2017,3211 SAWMILLS & WOOD PRESERVATION,"$98,988,144 ","$22,345,105 ","$1,536,224 ","$39,862 ","$1,576,086 ",63
2017,"3212 VENEER, PLYWOOD, & ENGINEERED WOOD PRODUCT MANUFACTURING","$225,029,279 ","$61,381,020 ","$4,219,948 ","$60,277 ","$4,280,225 ",54
2017,3219 OTHER WOOD PRODUCT MANUFACTURING,"$1,096,692,181 ","$132,353,561 ","$9,036,939 ","$364,546 ","$9,401,485 ",442
2017,3220 PAPER MANUFACTURING,"$518,429,392 ","$4,055,646 ","$278,824 ","$729,355 ","$1,008,179 ",34
2017,"3221 PULP, PAPER, & PAPERBOARD MILLS","$284,256,933 ","$5,520,257 ","$379,515 ","$202,400 ","$581,915 ",11
2017,3222 CONVERTED PAPER PRODUCT MANUFACTURING,"$1,251,003,844 ","$36,961,844 ","$2,541,137 ","$13,533,736 ","$16,074,873 ",112
2017,3230 PRINTING & RELATED SUPPORT ACTIVITIES,"$1,661,061 ","$595,272 ","$40,925 ",$209 ,"$41,134 ",4
2017,3231 PRINTING & RELATED SUPPORT ACTIVITIES,"$2,511,915,647 ","$406,062,218 ","$27,917,358 ","$1,000,789 ","$28,918,147 ","1,154"
2017,3240 PETROLEUM & COAL PRODUCTS MANUFACTURING,"$47,023,204 ","$15,136,061 ","$1,040,605 ","$81,716 ","$1,122,321 ",9
2017,3241 PETROLEUM & COAL PRODUCTS MANUFACTURING,"$3,360,917,555 ","$313,996,053 ","$21,587,246 ","$2,066,646 ","$23,653,892 ",95
2017,3250 CHEMICAL MANUFACTURING,"$1,319,515,958 ","$15,993,695 ","$1,099,571 ","$349,113 ","$1,448,684 ",90
2017,3251 BASIC CHEMICAL MANUFACTURING,"$911,267,463 ","$31,361,701 ","$2,156,118 ","$223,566 ","$2,379,684 ",80
2017,"3252 RESIN, SYNTHETIC RUBBER, & ARTIFICIAL SYNTHETIC FIBERS & FILAMENTS MANUFACTURING","$126,871,710 ","$9,243,353 ","$635,478 ","$72,764 ","$708,242 ",29
2017,"3253 PESTICIDE, FERTILIZER, & OTHER AGRICULTURAL CHEMICAL MANUFACTURING","$309,954,338 ","$3,235,535 ","$222,440 ","$23,307 ","$245,747 ",35
2017,3254 PHARMACEUTICAL & MEDICINE MANUFACTURING,"$1,510,195,781 ","$10,483,173 ","$720,722 ","$337,326 ","$1,058,048 ",87
2017,"3255 PAINT, COATING, & ADHESIVE MANUFACTURING","$178,432,572 ","$9,784,915 ","$672,719 ","$36,638 ","$709,357 ",53
2017,"3256 SOAP, CLEANING COMPOUND, & TOILET PREPARATION MANUFACTURING","$301,019,129 ","$39,727,127 ","$2,731,253 ","$890,776 ","$3,622,029 ",274
2017,3259 OTHER CHEMICAL PRODUCT & PREPARATION MANUFACTURING,"$641,512,068 ","$25,060,962 ","$1,722,942 ","$1,183,367 ","$2,906,309 ",112
2017,3260 PLASTICS & RUBBER PRODUCTS MANUFACTURING,"$742,817,810 ","$57,855,401 ","$3,977,563 ","$109,692 ","$4,087,255 ",109
2017,3261 PLASTICS PRODUCT MANUFACTURING,"$1,846,299,617 ","$43,599,195 ","$2,997,443 ","$419,375 ","$3,416,818 ",307
2017,3262 RUBBER PRODUCT MANUFACTURING,"$612,123,564 ","$43,691,802 ","$3,003,808 ","$112,356 ","$3,116,164 ",64
2017,3270 NONMETALLIC MINERAL PRODUCT MANUFACTURING,"$182,960,736 ","$35,992,201 ","$2,474,462 ","$29,958 ","$2,504,420 ",71
2017,3271 CLAY PRODUCT & REFRACTORY MANUFACTURING,"$38,727,945 ","$17,431,982 ","$1,198,451 ","$49,402 ","$1,247,853 ",153
2017,3272 GLASS & GLASS PRODUCT MANUFACTURING,"$201,910,084 ","$20,037,026 ","$1,377,543 ","$73,182 ","$1,450,725 ",102
2017,3273 CEMENT & CONCRETE PRODUCT MANUFACTURING,"$1,354,517,712 ","$647,384,234 ","$44,507,663 ","$2,394,718 ","$46,902,381 ",155
2017,3274 LIME & GYPSUM PRODUCT MANUFACTURING,"$57,643,256 ","$2,439,447 ","$167,712 ","$369,425 ","$537,137 ",9
2017,3279 OTHER NONMETALLIC MINERAL PRODUCT MANUFACTURING,"$351,100,561 ","$59,669,056 ","$4,102,251 ","$502,596 ","$4,604,847 ",91
2017,3310 PRIMARY METAL MANUFACTURING,"$271,326,208 ","$26,899,217 ","$1,849,320 ","$44,348 ","$1,893,668 ",29
2017,3311 IRON & STEEL MILLS & FERROALLOY MANUFACTURING,"$133,271,489 ","$8,669,995 ","$596,063 ","$75,322 ","$671,385 ",25
2017,3312 STEEL PRODUCT MANUFACTURING FROM PURCHASED STEEL,"$340,257,112 ","$24,667,914 ","$1,695,910 ","$363,205 ","$2,059,115 ",64
2017,3313 ALUMINA & ALUMINUM PRODUCTION & PROCESSING,"$414,590,227 ","$5,336,258 ","$366,869 ","$14,175 ","$381,044 ",17
2017,3314 NONFERROUS METAL (EXCEPT ALUMINUM) PRODUCTION & PROCESSING,"$251,595,960 ","$1,269,513 ","$87,280 ","$40,299 ","$127,579 ",15
2017,3315 FOUNDRIES,"$594,307,158 ","$2,985,845 ","$205,274 ","$142,373 ","$347,647 ",32
2017,3320 FABRICATED METAL PRODUCT MANUFACTURING,"$1,653,507,745 ","$67,399,863 ","$4,633,738 ","$1,290,614 ","$5,924,352 ",392
2017,3321 FORGING & STAMPING,"$415,435,750 ","$6,625,435 ","$455,494 ","$43,291 ","$498,785 ",69
2017,3322 CUTLERY & HANDTOOL MANUFACTURING,"$222,778,894 ","$3,350,594 ","$230,354 ","$20,993 ","$251,347 ",53
2017,3323 ARCHITECTURAL & STRUCTURAL METALS MANUFACTURING,"$1,196,027,425 ","$243,829,608 ","$16,763,307 ","$1,684,488 ","$18,447,795 ",368
2017,"3324 BOILER, TANK, & SHIPPING CONTAINER MANUFACTURING","$173,877,686 ","$17,365,685 ","$1,193,888 ","$49,693 ","$1,243,581 ",37
2017,3325 HARDWARE MANUFACTURING,"$84,030,685 ","$6,687,049 ","$459,737 ","$15,639 ","$475,376 ",25
2017,3326 SPRING & WIRE PRODUCT MANUFACTURING,"$104,831,917 ","$4,872,624 ","$334,991 ","$28,409 ","$363,400 ",23
2017,"3327 MACHINE SHOPS; TURNED PRODUCT; & SCREW, NUT, & BOLT MANUFACTURING","$1,008,198,445 ","$14,399,099 ","$989,936 ","$308,989 ","$1,298,925 ",355
2017,"3328 COATING, ENGRAVING, HEAT TREATING, & ALLIED ACTIVITIES","$306,613,913 ","$5,016,821 ","$344,911 ","$110,219 ","$455,130 ",124
2017,3329 OTHER FABRICATED METAL PRODUCT MANUFACTURING,"$1,579,540,802 ","$95,322,509 ","$6,553,430 ","$986,664 ","$7,540,094 ",456
2017,3330 MACHINERY MANUFACTURING,"$2,000,770,267 ","$61,947,294 ","$4,258,874 ","$1,474,964 ","$5,733,838 ",308
2017,"3331 AGRICULTURE, CONSTRUCTION, & MINING MACHINERY MANUFACTURING","$782,251,620 ","$70,687,667 ","$4,859,781 ","$2,573,961 ","$7,433,742 ",195
2017,3332 INDUSTRIAL MACHINERY MANUFACTURING,"$931,697,916 ","$49,778,569 ","$3,458,966 ","$637,559 ","$4,096,525 ",194
2017,3333 COMMERCIAL & SERVICE INDUSTRY MACHINERY MFG,"$1,003,358,743 ","$70,291,259 ","$4,832,531 ","$618,770 ","$5,451,301 ",139
2017,"3334 VENTILATION, HEATING, AIR-CONDITIONING, & COMMERCIAL REFRIGERATION EQUIPMENT MANUFACTURING","$388,136,295 ","$30,771,761 ","$2,115,555 ","$917,637 ","$3,033,192 ",76
2017,3335 METALWORKING MACHINERY MANUFACTURING,"$400,949,389 ","$6,605,991 ","$454,178 ","$161,904 ","$616,082 ",203
2017,"3336 ENGINE, TURBINE, & POWER TRANSMISSION EQUIPMENT MANUFACTURING","$165,465,991 ","$3,395,103 ","$233,419 ","$28,222 ","$261,641 ",44
2017,3339 OTHER GENERAL PURPOSE MACHINERY MANUFACTURING,"$1,620,626,932 ","$118,066,595 ","$8,117,069 ","$781,589 ","$8,898,658 ",379
2017,3340 COMPUTER & ELECTRONIC PRODUCT MANUFACTURING,"$193,299,836 ","$5,826,579 ","$400,574 ","$220,263 ","$620,837 ",52
2017,3341 COMPUTER & PERIPHERAL EQUIPMENT MANUFACTURING,"$766,079,783 ","$76,473,339 ","$5,257,546 ","$687,068 ","$5,944,614 ",120
2017,3342 COMMUNICATIONS EQUIPMENT MANUFACTURING,"$501,363,597 ","$141,641,397 ","$9,737,844 ","$99,751 ","$9,837,595 ",101
2017,3343 AUDIO & VIDEO EQUIPMENT MANUFACTURING,"$122,236,230 ","$5,948,128 ","$408,940 ","$14,092 ","$423,032 ",46
2017,3344 SEMICONDUCTOR & OTHER ELECTRONIC COMPONENT MANUFACTURING,"$1,221,536,945 ","$4,743,250 ","$326,102 ","$531,570 ","$857,672 ",119
2017,"3345 NAVIGATIONAL, MEASURING, ELECTROMEDICAL, & CONTROL INSTRUMENTS MANUFACTURING","$1,251,299,404 ","$34,992,763 ","$2,405,754 ","$2,635,033 ","$5,040,787 ",273
2017,3346 MANUFACTURING & REPRODUCING MAGNETIC & OPTICAL    MEDIA,"$28,528,931 ","$1,400,721 ","$96,299 ","$6,587 ","$102,886 ",24
2017,"3350 ELECTRICAL EQUIPMENT, APPLIANCE, & COMPONENT MANUFACTURING","$1,928,841,281 ","$44,710,915 ","$3,073,877 ","$2,239,634 ","$5,313,511 ",191
2017,3351 ELECTRIC LIGHTING EQUIPMENT MANUFACTURING,"$95,078,822 ","$19,261,140 ","$1,324,210 ","$7,146 ","$1,331,356 ",68
2017,3352 HOUSEHOLD APPLIANCE MANUFACTURING,"$39,212,716 ","$12,329,101 ","$847,629 ","$5,275 ","$852,904 ",30
2017,3353 ELECTRICAL EQUIPMENT MANUFACTURING,"$333,469,715 ","$9,697,642 ","$666,716 ","$79,887 ","$746,603 ",75
2017,3359 OTHER ELECTRICAL EQUIPMENT & COMPONENT MFG,"$1,245,453,588 ","$76,759,793 ","$5,277,254 ","$414,306 ","$5,691,560 ",166
2017,3360 TRANSPORTATION EQUIPMENT MANUFACTURING,"$4,790,240,116 ","$10,844,195 ","$745,537 ","$568,341 ","$1,313,878 ",34
2017,3361 MOTOR VEHICLE MANUFACTURING,"$315,269,307 ","$14,719,873 ","$1,011,989 ","$55,872 ","$1,067,861 ",19
2017,3362 MOTOR VEHICLE BODY & TRAILER MANUFACTURING,"$280,602,507 ","$9,612,011 ","$660,829 ","$77,227 ","$738,056 ",47
2017,3363 MOTOR VEHICLE PARTS MANUFACTURING,"$675,785,761 ","$13,192,652 ","$906,992 ","$237,979 ","$1,144,971 ",95
2017,3364 AEROSPACE PRODUCT & PARTS MANUFACTURING,"$190,212,262 ","$1,347,172 ","$92,621 ","$33,536 ","$126,157 ",25
2017,3366 SHIP & BOAT BUILDING,"$95,223,037 ","$2,452,987 ","$168,646 ","$1,860 ","$170,506 ",20
2017,3369 OTHER TRANSPORTATION EQUIPMENT MANUFACTURING,"$173,925,999 ","$14,973,571 ","$1,029,432 ","$50,479 ","$1,079,911 ",60
2017,3370 FURNITURE & RELATED PRODUCT MANUFACTURING,"$235,883,209 ","$28,823,279 ","$1,981,609 ","$31,260 ","$2,012,869 ",143
2017,3371 HOUSEHOLD & INSTITUTIONAL FURNITURE & KITCHEN CABINET MANUFACTURING,"$477,697,134 ","$78,226,555 ","$5,378,081 ","$1,137,864 ","$6,515,945 ",392
2017,3372 OFFICE FURNITURE (INCLUDING FIXTURES) MANUFACTURING,"$214,422,555 ","$61,663,104 ","$4,239,335 ","$488,347 ","$4,727,682 ",141
2017,3379 OTHER FURNITURE RELATED PRODUCT MANUFACTURING,"$70,474,830 ","$6,574,480 ","$451,995 ","$66,920 ","$518,915 ",14
2017,3390 MISCELLANEOUS MANUFACTURING,"$2,327,793,149 ","$106,487,218 ","$7,321,044 ","$2,370,357 ","$9,691,401 ",546
2017,3391 MEDICAL EQUIPMENT & SUPPLIES MANUFACTURING,"$1,436,482,914 ","$33,898,249 ","$2,330,498 ","$1,541,367 ","$3,871,865 ",360
2017,3399 OTHER MISCELLANEOUS MANUFACTURING,"$4,701,841,942 ","$473,591,166 ","$32,559,470 ","$3,325,530 ","$35,885,000 ","1,808"
2017,4231 MOTOR VEHICLE & MOTOR VEHICLE PARTS & SUPPLIES MERCHANT WHOLESALERS,"$4,237,894,341 ","$184,523,395 ","$12,676,398 ","$296,370 ","$12,972,768 ",497
2017,4232 FURNITURE & HOME FURNISHING MERCHANT WHOLESALERS,"$485,245,068 ","$158,357,501 ","$10,887,075 ","$661,767 ","$11,548,842 ",246
2017,4233 LUMBER & OTHER CONSTRUCTION MATERIALS MERCHANT WHOLESALERS,"$2,453,022,531 ","$770,815,547 ","$52,964,698 ","$2,805,140 ","$55,769,838 ",378
2017,4234 PROFESSIONAL & COMMERCIAL EQUIPMENT & SUPPLIES MERCHANT WHOLESALERS,"$4,655,464,955 ","$881,234,351 ","$60,584,877 ","$4,657,014 ","$65,241,891 ",769
2017,4235 METAL & MINERAL (EXCEPT PETROLEUM) MERCHANT WHOLESALERS,"$1,249,491,151 ","$51,885,428 ","$3,567,111 ","$564,049 ","$4,131,160 ",91
2017,4236 ELECTRICAL & ELECTRONIC GOODS MERCHANT WHOLESALERS,"$3,406,875,187 ","$881,837,505 ","$60,626,343 ","$1,227,063 ","$61,853,406 ",492
2017,"4237 HARDWARE, & PLUMBING & HEATING EQUIPMENT & SUPPLIES MERCHANT WHOLESALERS","$1,808,597,120 ","$929,217,272 ","$63,883,673 ","$1,797,379 ","$65,681,052 ",406
2017,"4238 MACHINERY, EQUIPMENT, & SUPPLIES MERCHANT WHOLESALERS","$7,078,921,388 ","$1,041,954,227 ","$71,634,416 ","$2,842,211 ","$74,476,627 ","1,323"
2017,4239 MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,"$5,782,027,801 ","$461,252,505 ","$31,711,336 ","$1,426,922 ","$33,138,258 ","1,360"
2017,4241 PAPER & PAPER PRODUCT MERCHANT WHOLESALERS,"$1,377,965,565 ","$205,146,428 ","$14,103,823 ","$83,789 ","$14,187,612 ",217
2017,4242 DRUGS & DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$6,887,681,804 ","$103,853,077 ","$7,139,901 ","$419,228 ","$7,559,129 ",165
2017,"4243 APPAREL, PIECE GOODS, & NOTIONS MERCHANT WHOLESALERS","$176,642,059 ","$16,855,725 ","$1,158,830 ","$31,244 ","$1,190,074 ",177
2017,4244 GROCERY & RELATED PRODUCT WHOLESALERS,"$9,042,390,338 ","$234,356,506 ","$16,116,810 ","$2,110,587 ","$18,227,397 ",420
2017,4245 FARM PRODUCT RAW MATERIAL MERCHANT WHOLESALERS,"$1,697,861,850 ","$19,161,325 ","$1,317,352 ","$1,300,854 ","$2,618,206 ",140
2017,4246 CHEMICAL & ALLIED PRODUCTS MERCHANT WHOLESALERS,"$1,181,679,085 ","$68,471,099 ","$4,707,397 ","$491,205 ","$5,198,602 ",198
2017,4247 PETROLEUM & PETROLEUM PRODUCTS MERCHANT WHOLESALERS,"$3,588,319,474 ","$99,068,977 ","$6,816,371 ","$2,647,825 ","$9,464,196 ",238
2017,"4248 BEER, WINE, & DISTILLED ALCOHOLIC BEVERAGE MERCHANT WHOLESALERS","$1,698,999,459 ","$11,495,570 ","$956,137 ","$549,888 ","$1,506,025 ",89
2017,4249 MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS,"$6,791,755,608 ","$358,946,268 ","$24,771,503 ","$1,266,172 ","$26,037,675 ",818
2017,4251 WHOLESALE ELECTRONIC MARKETS & AGENTS & BROKERS,"$421,123,731 ","$33,279,157 ","$2,287,954 ","$98,333 ","$2,386,287 ",209
2017,4411 AUTOMOBILE DEALERS,"$14,494,330,345 ","$1,336,833,043 ","$92,253,643 ","$4,383,064 ","$96,636,707 ",944
2017,4412 OTHER MOTOR VEHICLE DEALERS,"$2,916,890,685 ","$831,043,080 ","$57,002,619 ","$433,306 ","$57,435,925 ",655
2017,"4413 AUTOMOTIVE PARTS, ACCESSORIES, & TIRE STORES","$2,235,074,453 ","$885,994,248 ","$60,913,068 ","$853,948 ","$61,767,016 ","1,453"
2017,4421 FURNITURE STORES,"$1,325,327,303 ","$1,072,893,343 ","$73,761,484 ","$1,312,427 ","$75,073,911 ",796
2017,4422 HOME FURNISHINGS STORES,"$1,267,392,504 ","$561,764,081 ","$38,647,539 ","$7,591,144 ","$46,238,683 ","1,166"
2017,4431 ELECTRONICS & APPLIANCE STORES,"$3,260,216,074 ","$1,913,103,529 ","$131,525,857 ","$4,360,558 ","$135,886,415 ","1,644"
2017,4441 BUILDING MATERIAL & SUPPLIES DEALERS,"$7,260,515,644 ","$5,768,624,936 ","$396,556,720 ","$11,165,992 ","$407,722,712 ","1,668"
2017,4442 LAWN & GARDEN EQUIPMENT & SUPPLIES STORES,"$778,895,444 ","$287,002,659 ","$19,731,455 ","$391,615 ","$20,123,070 ",500
2017,4451 GROCERY STORES,"$10,956,510,724 ","$2,173,929,387 ","$155,413,410 ","$2,936,601 ","$158,350,011 ","1,483"
2017,4452 SPECIALTY FOOD STORES,"$1,242,200,134 ","$256,011,412 ","$17,725,827 ","$373,418 ","$18,099,245 ",859
2017,"4453 BEER, WINE, & LIQUOR STORES","$1,860,069,612 ","$1,583,617,239 ","$145,884,483 ","$557,779 ","$146,442,262 ","1,119"
2017,4461 HEALTH & PERSONAL CARE STORES,"$4,967,904,311 ","$801,043,533 ","$55,148,676 ","$2,196,773 ","$57,345,449 ","2,104"
2017,4471 GASOLINE STATIONS,"$8,695,947,615 ","$1,279,603,487 ","$88,456,169 ","$2,130,912 ","$90,587,081 ","2,046"
