NAICS,GROSS SALES,TAXABLE SALES,SALES TAX,USE TAX,TOTAL TAX,NUMBER,
2380,"$3,959,240,845","$304,223,269","$19,779,320","$13,431,161","$33,210,481","3,478",
2381,"$173,637,642","$4,910,870","$319,210","$150,000","$469,210",206,
2382,"$484,756,053","$19,383,216","$1,259,927","$736,988","$1,996,915",466,
2383,"$148,752,039","$11,779,444","$765,671","$722,832","$1,488,503",353,
2389,"$482,394,510","$59,572,885","$3,873,098","$1,686,369","$5,559,467",563,
3110,"$2,104,927,524","$23,533,409","$1,529,676","$4,185,878","$5,715,554",147,
3111,"$209,268,107","$1,648,200","$107,134","$80,246","$187,380",30,
3112,"$79,292,667","$2,342,721","$152,277","$981,092","$1,133,369",17,
3113,"$106,488,848","$16,845,096","$1,094,929","$608,451","$1,703,380",145,
3114,"$676,877,313","$685,219","$44,536","$959,897","$1,004,433",27,
3115,"$684,565,951","$253,417","$16,473","$202,848","$219,321",12,
3116,"$203,304,626","$2,463,966","$160,156","$166,627","$326,783",24,
3118,"$137,128,782","$5,468,207","$359,033","$381,610","$740,643",78,
3119,"$441,843,692","$2,568,373","$168,324","$174,652","$342,976",47,
3121,"$188,588,250","$5,988,178","$407,155","$203,216","$610,371",26,
3130,"$82,610,426","$8,859,953","$575,900","$3,903","$579,803",60,
3132,"$17,164,030","$8,868",$576,"$44,746","$45,322",4,
3133,"$13,090,890","$347,673","$22,598",$565,"$23,163",9,
3140,"$19,388,008","$943,037","$61,300","$1,377","$62,677",7,
3141,"$12,091,286","$3,633,757","$236,197",$513,"$236,710",30,
3149,"$214,651,739","$4,382,126","$284,836","$92,771","$377,607",78,
3150,"$38,790,415","$2,742,507","$178,268","$5,300","$183,568",89,
3152,"$53,276,840","$1,994,633","$129,653","$10,763","$140,416",55,
3159,"$59,630,122","$635,611","$41,315","$26,106","$67,421",38,
3160,"$15,611,246","$7,914,267","$514,431","$203,422","$717,853",14,
3161,"$23,055,054","$23,264","$1,512","$35,725","$37,237",6,
3162,"$20,690,837","$142,161","$9,241","$12,235","$21,476",4,
3169,"$2,481,979","$307,278","$19,971",$852,"$20,823",24,
3210,"$2,301,908,268","$232,342,223","$15,102,254","$1,701,557","$16,803,811",449,
3211,"$20,571,934","$1,535,906","$99,835",$54,"$99,889",25,
3212,"$470,310,638","$35,025,553","$2,276,660","$1,721,976","$3,998,636",45,
3219,"$585,779,243","$95,457,484","$6,180,165","$283,899","$6,464,064",208,
3220,"$1,384,746,155","$40,879,392","$2,657,156","$15,683,183","$18,340,339",75,
3221,"$242,385,363","$951,278","$61,832","$23,092","$84,924",7,
3222,"$809,000,587","$19,230,395","$1,249,980","$622,593","$1,872,573",60,
3231,"$3,663,983,511","$485,073,777","$31,529,865","$2,754,069","$34,283,934","1,235",
3240,"$97,307,386","$80,052,143","$5,203,388","$8,607,093","$13,810,481",28,
3241,"$264,464,566","$90,639,040","$5,891,536","$214,388","$6,105,924",17,
3250,"$2,054,663,402","$41,693,715","$2,710,105","$389,319","$3,099,424",157,
3251,"$181,609,045","$7,888,750","$512,773","$138,615","$651,388",30,
3252,"$12,169,036","$728,499","$47,351","$6,432","$53,783",6,
3253,"$256,468,016","$1,244,884","$80,917","$5,234","$86,151",14,
3254,"$805,831,421","$1,710,636","$111,189","$1,280,421","$1,391,610",29,
3255,"$47,640,676","$3,463,930","$225,154","$21,666","$246,820",24,
3256,"$360,867,736","$23,953,297","$1,556,967","$466,012","$2,022,979",49,
3259,"$373,002,695","$10,917,296","$709,622","$208,827","$918,449",50,
3260,"$778,171,331","$43,276,579","$2,812,969","$633,007","$3,445,976",192,
3261,"$1,323,168,974","$33,609,433","$2,184,626","$2,964,927","$5,149,553",184,
3262,"$225,894,088","$7,484,388","$486,487","$115,526","$602,013",32,
3270,"$502,765,480","$106,235,762","$6,905,328","$2,556,177","$9,461,505",190,
3271,"$19,653,979","$3,097,338","$201,326","$1,836","$203,162",21,
3272,"$127,165,576","$5,246,237","$341,007","$232,642","$573,649",34,
3273,"$773,548,896","$440,410,423","$28,626,681","$602,058","$29,228,739",115,
3279,"$70,351,139","$15,962,572","$1,037,574","$369,079","$1,406,653",30,
3310,"$511,356,224","$38,174,250","$2,481,322","$1,006,389","$3,487,711",56,
3311,"$119,347,580","$1,360,783","$88,449","$439,853","$528,302",10,
3312,"$159,058,376","$7,604,857","$494,322","$54,093","$548,415",40,
3313,"$256,241,956","$122,475","$7,963","$63,816","$71,779",8,
3314,"$72,100,455","$56,075","$3,645","$4,941","$8,586",5,
3315,"$486,320,656","$781,171","$50,776","$733,465","$784,241",27,
3320,"$1,841,404,089","$165,880,930","$10,782,259","$1,739,702","$12,521,961",701,
3321,"$269,756,757","$839,296","$54,553","$151,656","$206,209",57,
3322,"$137,882,381","$1,675,693","$108,920","$66,215","$175,135",25,
3323,"$640,545,812","$116,345,642","$7,562,453","$1,727,135","$9,289,588",169,
3324,"$78,169,322","$8,082,758","$525,382","$91,687","$617,069",18,
3325,"$36,464,200","$3,749,767","$243,733","$19,968","$263,701",9,
3326,"$87,836,912","$4,340,159","$282,110","$141,678","$423,788",16,
3327,"$668,119,201","$16,640,433","$1,081,635","$390,059","$1,471,694",293,
3328,"$176,337,364","$1,206,763","$78,441","$255,770","$334,211",71,
3329,"$1,319,491,508","$88,397,284","$5,745,816","$1,114,645","$6,860,461",295,
3330,"$2,360,118,191","$268,408,976","$17,446,601","$6,087,170","$23,533,771",591,
3331,"$992,066,060","$18,907,041","$1,228,960","$469,267","$1,698,227",76,
3332,"$389,864,137","$45,304,738","$2,944,814","$591,056","$3,535,870",136,
3333,"$430,225,429","$44,255,859","$2,876,637","$1,146,218","$4,022,855",89,
3334,"$320,688,162","$19,700,396","$1,280,525","$258,120","$1,538,645",32,
3335,"$293,315,275","$22,998,887","$1,494,930","$434,416","$1,929,346",101,
3336,"$108,670,441","$3,961,974","$257,529","$12,534","$270,063",16,
3339,"$760,189,014","$66,135,246","$4,298,797","$617,539","$4,916,336",203,
3340,"$797,823,379","$34,043,818","$2,212,848","$721,117","$2,933,965",117,
3341,"$696,645,975","$22,875,234","$1,486,892","$4,537,492","$6,024,384",68,
3342,"$62,066,192","$11,231,526","$730,047","$51,276","$781,323",42,
3343,"$97,215,347","$3,724,393","$242,090","$95,427","$337,517",18,
3344,"$806,621,908","$20,897,737","$1,358,354","$1,213,384","$2,571,738",75,
3345,"$906,651,282","$13,045,227","$847,936","$3,221,026","$4,068,962",105,
3346,"$54,198,049","$5,540,727","$360,145","$736,773","$1,096,918",21,
3350,"$2,793,301,128","$164,981,847","$10,723,824","$4,074,196","$14,798,020",397,
3351,"$33,351,040","$1,090,765","$70,902","$7,994","$78,896",13,
3352,"$27,939,350","$2,133,229","$138,662","$7,013","$145,675",8,
3353,"$194,596,447","$9,917,994","$644,663","$290,497","$935,160",50,
3359,"$250,380,534","$23,052,514","$1,498,419","$117,660","$1,616,079",101,
3360,"$2,028,083,175","$15,062,842","$979,087","$495,700","$1,474,787",72,
3361,"$87,070,329","$2,931,888","$190,572","$361,848","$552,420",10,
3362,"$71,345,405","$13,341,273","$867,180","$10,683","$877,863",26,
3363,"$206,074,884","$1,668,179","$108,429","$573,817","$682,246",30,
3364,"$285,736,758","$3,350,893","$217,809","$70,293","$288,102",11,
3366,"$273,643,301","$1,617,645","$105,145","$49,723","$154,868",12,
3369,"$38,530,414","$5,367,149","$348,866","$12,780","$361,646",25,
3370,"$508,447,159","$74,198,461","$4,822,913","$311,186","$5,134,099",342,
3371,"$393,698,773","$46,177,884","$3,001,571","$1,039,955","$4,041,526",160,
3372,"$149,600,193","$16,033,432","$1,042,175","$103,877","$1,146,052",53,
3379,"$52,140,418","$2,821,630","$183,403","$16,173","$199,576",7,
3390,"$4,089,110,910","$281,762,339","$18,304,456","$4,077,753","$22,382,209","1,235",
3391,"$830,209,501","$29,191,156","$1,897,429","$1,573,887","$3,471,316",217,
3399,"$1,197,638,924","$103,587,978","$6,733,223","$1,164,997","$7,898,220",689,
4231,"$3,129,981,281","$151,805,224","$9,867,705","$728,187","$10,595,892",435,
4232,"$281,485,234","$71,957,820","$4,677,258","$69,970","$4,747,228",170,
4233,"$2,082,925,933","$498,432,738","$32,398,122","$1,573,268","$33,971,390",323,
4234,"$3,410,874,954","$670,590,088","$43,594,760","$7,754,328","$51,349,088",588,
4235,"$1,123,203,738","$95,714,496","$6,221,441","$99,880","$6,321,321",81,
4236,"$3,798,609,482","$897,176,703","$58,316,496","$701,286","$59,017,782",313,
4237,"$1,814,383,974","$745,295,744","$48,444,241","$1,138,144","$49,582,385",378,
4238,"$4,276,377,395","$834,539,697","$54,242,823","$1,122,639","$55,365,462","1,192",
4239,"$3,340,038,905","$460,623,632","$29,939,635","$1,240,074","$31,179,709",954,
4241,"$1,748,243,742","$160,191,786","$10,412,481","$1,600,161","$12,012,642",199,
4242,"$4,130,921,300","$52,413,813","$3,406,909","$229,480","$3,636,389",106,
4243,"$19,522,755","$1,383,331","$89,915","$12,574","$102,489",37,
4244,"$6,318,301,415","$204,391,386","$13,285,922","$1,895,901","$15,181,823",401,
4245,"$2,075,750,918","$28,166,489","$1,830,823","$516,042","$2,346,865",167,
4246,"$777,041,432","$58,145,600","$3,779,469","$140,756","$3,920,225",160,
4247,"$6,985,085,858","$179,720,610","$11,681,824","$1,832,245","$13,514,069",216,
4248,"$1,082,710,092","$5,685,602","$471,678","$233,381","$705,059",68,
4249,"$3,529,977,579","$229,161,700","$14,895,531","$556,567","$15,452,098",690,
4251,"$74,380,712","$7,785,910","$506,084","$34,380","$540,464",61,
4411,"$9,721,609,227","$539,364,323","$35,247,725","$1,697,931","$36,945,656",891,
4412,"$2,262,832,420","$722,376,204","$46,851,033","$128,035","$46,979,068",750,
4413,"$1,413,922,279","$604,953,032","$39,322,005","$519,087","$39,841,092","1,396",
4421,"$1,203,292,558","$988,802,543","$64,272,172","$952,807","$65,224,979",901,
4422,"$1,321,685,381","$661,326,283","$42,986,230","$7,588,797","$50,575,027","1,833",
4431,"$3,759,061,795","$1,992,518,570","$129,513,809","$6,664,026","$136,177,835","2,200",
4441,"$6,607,942,812","$5,405,577,657","$351,341,861","$8,672,982","$360,014,843","2,037",
4442,"$887,222,394","$252,510,526","$16,413,184","$373,247","$16,786,431",616,
4451,"$8,521,043,482","$1,679,903,433","$111,153,098","$1,213,618","$112,366,716","1,736",
4452,"$628,855,813","$189,340,370","$12,381,629","$310,622","$12,692,251","1,104",
4453,"$1,047,330,896","$930,045,827","$82,322,084","$72,882","$82,394,966","1,014",
4461,"$3,099,832,207","$523,490,769","$34,099,709","$536,942","$34,636,651","1,287",
4471,"$7,869,843,100","$1,036,144,018","$67,466,863","$1,189,792","$68,656,655","2,196",
4480,"$887,531,352","$203,085,742","$13,200,597","$598,069","$13,798,666",803,
4481,"$1,179,149,387","$248,404,515","$16,146,765","$690,108","$16,836,873","1,220",
4482,"$263,942,507","$11,004,828","$715,325","$83,020","$798,345",337,
4483,"$440,464,917","$371,245,770","$24,130,965","$147,954","$24,278,919","1,481",
4511,"$1,684,255,547","$935,361,769","$60,823,872","$740,008","$61,563,880","3,152",
4512,"$781,971,122","$396,453,129","$25,983,447","$251,132","$26,234,579","1,464",
4520,"$8,763,259,668","$4,754,081,516","$310,359,124","$6,261,512","$316,620,636",593,
4521,"$487,117,829","$244,460,075","$15,889,909","$165,010","$16,054,919",50,
4529,"$758,390,916","$366,993,402","$23,854,867","$218,249","$24,073,116",514,
4530,"$1,377,015","$1,208,436","$78,548",$0,"$78,548",4,
4531,"$191,081,199","$143,738,043","$9,342,999","$25,208","$9,368,207",917,
4532,"$1,133,627,703","$797,876,041","$51,872,514","$1,145,690","$53,018,204","2,638",
4533,"$243,949,180","$137,416,933","$8,932,148","$186,573","$9,118,721","2,667",
4539,"$4,290,138,326","$1,227,575,124","$78,782,798","$1,853,828","$80,636,626","12,370",
4540,"$38,722,818","$20,921,336","$1,361,604","$11,639","$1,373,243","1,412",
4541,"$1,524,975,938","$559,926,426","$36,396,800","$343,708","$36,740,508",808,
4542,"$143,227,712","$124,275,699","$8,077,912","$272,394","$8,350,306",639,
4543,"$1,829,240,050","$547,756,613","$35,608,186","$489,727","$36,097,913","2,218",
4810,"$147,879,902","$82,086,030","$5,372,962","$4,028,343","$9,401,305",130,
4812,"$1,252,232","$187,784","$12,760","$2,153","$14,913",5,
4821,"$49,588,353","$1,030,627","$67,566","$3,892,596","$3,960,162",16,
4830,"$14,724,727","$6,108,614","$418,700","$63,066","$481,766",27,
4840,"$286,723,766","$19,949,486","$1,296,718","$815,718","$2,112,436",526,
4841,"$789,689,187","$47,910,524","$3,114,638","$901,409","$4,016,047",738,
4842,"$743,821,845","$14,074,405","$914,840","$541,261","$1,456,101",467,
4850,"$90,519,758","$6,561,178","$470,947","$33,591","$504,538",57,
4851,"$7,287,661","$98,549","$6,405","$13,028","$19,433",6,
4852,"$10,607,651","$480,503","$31,232","$17,860","$49,092",5,
4853,"$10,846,941","$655,263","$42,596","$3,822","$46,418",18,
4854,"$85,165,592","$2,137,728","$138,954","$53,945","$192,899",36,
4855,"$14,782,653","$36,846","$2,397","$44,145","$46,542",12,
4859,"$23,193,095","$2,780,190","$218,639","$5,337","$223,976",22,
4860,"$42,637","$31,887","$2,071","$898,809","$900,880",8,
4870,"$135,478","$96,985","$6,610",$66,"$6,676",5,
4881,"$68,420,552","$7,766,129","$515,045","$22,104","$537,149",40,
4882,"$24,727,857","$326,101","$21,196","$90,601","$111,797",7,
4883,"$14,114,720","$1,029,140","$66,893","$5,480","$72,373",5,
4884,"$184,132,999","$92,047,920","$5,983,200","$45,305","$6,028,505",563,
4885,"$23,825,404","$104,410","$6,786","$10,308","$17,094",29,
4889,"$41,816,916","$3,350,011","$217,752","$5,877","$223,629",20,
4921,"$2,401,101","$387,600","$25,196","$2,835","$28,031",18,
4922,"$15,288,938","$3,964,759","$257,710","$37,849","$295,559",40,
4931,"$64,347,785","$3,834,298","$249,225","$54,465","$303,690",64,
5111,"$924,463,741","$33,872,910","$2,201,779","$534,526","$2,736,305",370,
5112,"$260,058,037","$50,166,165","$3,260,812","$126,745","$3,387,557",116,
5121,"$193,579,683","$89,490,992","$5,820,599","$94,909","$5,915,508",320,
5122,"$18,486,936","$2,279,685","$148,182","$1,996","$150,178",28,
5151,"$65,715,925","$11,763,160","$766,269","$334,588","$1,100,857",94,
5152,"$891,398,922","$710,779,795","$46,200,686","$1,270,119","$47,470,805",61,
5161,"$116,187","$14,840",$964,$100,"$1,064",11,
5170,"$3,642,771,202","$3,113,857,975","$202,400,798","$2,189,267","$204,590,065",763,
5171,"$1,002,373","$982,061","$63,834",$0,"$63,834",5,
5172,"$1,922,482","$1,593,699","$103,591","$1,362","$104,953",7,
5173,"$8,070,604","$1,373,411","$89,270",$383,"$89,653",11,
5179,"$5,479,442","$5,277,024","$343,007",$0,"$343,007",6,
5181,"$9,006,824","$995,887","$64,733","$117,110","$181,843",22,
5182,"$2,685,469,851","$358,854,622","$23,325,573","$1,027,191","$24,352,764",900,
5190,"$841,152,313","$574,894,351","$37,368,133","$620,080","$37,988,213",227,
5191,"$1,973,116,908","$562,892,253","$36,612,834","$8,402,719","$45,015,553","1,723",
5221,"$322,484,861","$49,175,365","$3,196,396","$2,623,513","$5,819,909",494,
5222,"$551,074,107","$244,832,585","$15,914,132","$357,289","$16,271,421",318,
5223,"$59,331,713","$3,297,004","$214,310","$80,629","$294,939",96,
5231,"$34,046,193","$2,864,408","$186,185","$5,838,172","$6,024,357",89,
5232,"$9,227,173",$966,$63,$0,$63,4,
5239,"$209,239,745","$6,989,114","$454,290","$26,996","$481,286",96,
5241,"$1,385,078,925","$4,168,541","$270,959","$2,278,325","$2,549,284",116,
5242,"$698,962,533","$7,554,001","$491,007","$702,500","$1,193,507",535,
5259,"$63,424,825","$41,956,157","$2,727,148","$5,586","$2,732,734",33,
5310,"$679,359,354","$86,982,520","$5,710,460","$540,794","$6,251,254","1,012",
5311,"$130,368,546","$16,409,853","$1,078,430","$72,815","$1,151,245",285,
5312,"$104,006,384","$851,914","$57,066","$13,501","$70,567",233,
5313,"$132,969,202","$17,625,887","$1,090,645","$101,649","$1,192,294",289,
5320,"$2,802,595","$419,601","$27,274","$1,546","$28,820",4,
5321,"$567,931,212","$513,306,282","$44,895,888","$572,604","$45,468,492",289,
5322,"$1,200,493,273","$767,771,073","$50,854,465","$369,663","$51,224,128","1,304",
5323,"$51,696,149","$36,110,756","$2,351,734","$67,009","$2,418,743",92,
5324,"$516,334,186","$315,364,042","$20,509,217","$302,823","$20,812,040",390,
5331,"$16,314,972","$8,281,242","$538,281","$262,693","$800,974",14,
5411,"$744,960,811","$1,783,036","$115,906","$575,837","$691,743",636,
5412,"$576,162,970","$12,299,320","$799,456","$265,369","$1,064,825",732,
5413,"$831,532,109","$34,727,566","$2,257,306","$683,499","$2,940,805",764,
5414,"$360,731,891","$95,804,007","$6,227,275","$272,849","$6,500,124","1,362",
5415,"$2,254,717,992","$342,422,399","$22,257,453","$1,742,177","$23,999,630","1,182",
5416,"$1,860,505,222","$187,157,036","$12,241,435","$907,832","$13,149,267","2,040",
5417,"$410,087,911","$13,309,254","$865,101","$1,600,355","$2,465,456",120,
5418,"$1,220,957,418","$68,204,378","$4,443,668","$1,042,306","$5,485,974",741,
5419,"$1,163,451,535","$349,264,758","$22,703,701","$2,520,674","$25,224,375","3,040",
5510,"$242,921,325","$64,479,627","$4,215,905","$197,464","$4,413,369",157,
5511,"$241,312,672","$24,803,225","$1,623,613","$134,957","$1,758,570",79,
5611,"$38,339,172","$3,110,829","$203,065","$96,911","$299,976",59,
5612,"$27,146,179","$12,339,043","$802,035","$10,479","$812,514",22,
5613,"$236,566,515","$2,898,386","$188,399","$45,971","$234,370",184,
5614,"$2,429,043,167","$395,769,139","$25,735,780","$3,063,204","$28,798,984","2,727",
5615,"$2,283,810,665","$29,721,781","$1,932,677","$806,823","$2,739,500",148,
5616,"$295,532,416","$209,211,990","$13,598,800","$558,440","$14,157,240",375,
5617,"$1,360,671,738","$809,032,404","$52,587,535","$1,040,289","$53,627,824","6,565",
5619,"$292,080,551","$59,670,405","$3,880,013","$184,681","$4,064,694",253,
5620,"$157,183,482","$1,258,244","$88,223","$166,303","$254,526",115,
5621,"$175,870,074","$1,010,153","$65,661","$213,861","$279,522",117,
5622,"$44,766,815","$36,820","$2,392","$36,097","$38,489",13,
5629,"$66,131,057","$3,089,870","$200,837","$62,430","$263,267",62,
6110,"$46,624,124","$3,570,059","$232,179","$131,128","$363,307",167,
6111,"$35,245,000","$14,927,916","$970,308","$61,328","$1,031,636",340,
6112,"$4,222,932","$1,415,024","$91,977",$0,"$91,977",4,
6113,"$130,924,501","$37,274,074","$2,423,251","$43,324","$2,466,575",95,
6114,"$57,088,389","$3,620,299","$235,321","$9,050","$244,371",31,
6115,"$30,052,446","$7,418,715","$482,433","$39,051","$521,484",28,
6116,"$94,621,086","$8,196,535","$532,961","$34,067","$567,028",304,
6117,"$1,368,816","$391,068","$25,419",$719,"$26,138",18,
6211,"$2,070,043,884","$9,954,366","$647,040","$1,616,892","$2,263,932",468,
6212,"$398,297,470","$1,676,040","$108,944","$225,441","$334,385",624,
6213,"$489,505,988","$20,530,283","$1,334,479","$116,668","$1,451,147","1,624",
6214,"$406,702,973","$13,586,706","$883,136","$1,065,891","$1,949,027",418,
6215,"$135,058,552","$3,506,504","$227,925","$522,910","$750,835",64,
6216,"$168,876,301","$2,799,874","$181,997","$38,958","$220,955",84,
6219,"$17,929,702","$180,789","$11,751","$40,143","$51,894",17,
6220,"$548,974,459","$33,633,797","$2,186,210","$274,560","$2,460,770",61,
6221,"$1,271,002,835","$30,238,480","$1,965,500","$38,090","$2,003,590",80,
6230,"$95,182,130","$2,563,540","$166,636","$193,651","$360,287",178,
6231,"$52,998,181","$2,137,502","$138,935","$58,210","$197,145",122,
6232,"$32,757,173","$1,296,870","$84,293","$4,014","$88,307",19,
6233,"$16,581,331","$251,999","$17,155","$4,459","$21,614",21,
6239,"$35,347,785","$297,254","$19,326","$1,413","$20,739",53,
6241,"$22,802,949","$1,495,320","$97,193","$17,297","$114,490",108,
6242,"$705,261","$145,257","$9,441",$9,"$9,450",9,
6243,"$135,490,700","$10,675,874","$694,955","$2,612","$697,567",103,
6244,"$41,108,872","$768,526","$49,957","$64,015","$113,972",105,
7110,"$27,550,070","$10,510,737","$719,896","$12,712","$732,608",156,
7111,"$21,009,097","$16,959,038","$1,192,163","$11,712","$1,203,875",57,
7112,"$166,628,917","$153,625,381","$9,997,504","$162,936","$10,160,440",93,
7113,"$9,520,273","$5,381,433","$352,968","$27,228","$380,196",53,
7114,"$19,950,197","$16,163,806","$1,061,681","$21,104","$1,082,785",20,
7115,"$28,319,122","$4,282,415","$280,850","$5,265","$286,115",540,
7121,"$20,162,259","$11,745,048","$763,440","$58,702","$822,142",146,
7131,"$95,869,607","$89,010,443","$5,830,447","$193,483","$6,023,930",52,
7132,"$461,463,839","$450,613,311","$29,408,464","$79,656","$29,488,120",16,
7139,"$1,164,071,401","$887,808,098","$59,453,303","$719,745","$60,173,048","2,166",
7211,"$1,506,616,954","$1,410,542,050","$93,127,557","$1,087,561","$94,215,118","2,141",
7212,"$37,547,642","$23,427,832","$1,547,117","$18,202","$1,565,319",314,
7213,"$4,764,789","$1,949,233","$126,702","$1,890","$128,592",57,
7220,"$3,041,596","$2,859,692","$195,361","$12,910","$208,271",20,
7221,"$4,591,877,892","$4,220,997,063","$288,242,244","$8,882,790","$297,125,034","6,435",
7222,"$1,107,627,050","$1,063,373,044","$69,430,015","$677,238","$70,107,253","2,076",
7223,"$216,203,221","$148,433,183","$9,889,476","$125,241","$10,014,717",605,
7224,"$754,498,888","$728,930,156","$56,789,006","$167,797","$56,956,803","1,642",
8111,"$1,684,977,265","$776,675,197","$50,506,334","$1,104,010","$51,610,344","5,157",
8112,"$179,867,709","$38,197,249","$2,482,845","$639,880","$3,122,725",566,
8113,"$287,626,990","$66,165,975","$4,300,794","$407,865","$4,708,659",400,
8114,"$412,778,893","$138,624,861","$9,010,901","$363,905","$9,374,806","2,765",
8121,"$415,550,143","$130,184,473","$8,463,550","$270,997","$8,734,547","3,924",
8122,"$74,002,883","$5,214,795","$338,964","$9,520","$348,484",163,
8123,"$301,375,003","$224,520,232","$14,593,789","$192,704","$14,786,493",506,
8129,"$658,348,774","$368,576,837","$23,962,176","$1,451,497","$25,413,673","3,305",
8130,"$21,527,715","$3,943,241","$272,496","$8,865","$281,361",124,
8131,"$51,340,705","$11,346,846","$739,493","$1,212","$740,705",304,
8132,"$33,685,690","$3,448,583","$226,621","$1,994","$228,615",84,
8133,"$7,436,810","$2,701,076","$177,029",$139,"$177,168",30,
8134,"$240,837,964","$129,175,252","$10,150,539","$106,565","$10,257,104","1,166",
8139,"$134,220,307","$19,641,480","$1,311,791","$219,614","$1,531,405",317,
8141,"$5,366,133","$799,653","$51,978","$96,058","$148,036",69,
9211,"$1,141,776,123","$521,429,421","$35,752,185","$2,499,707","$38,251,892",858,
9231,"$991,245","$74,446","$4,838","$5,050","$9,888",11,
9241,"$41,203,362","$29,696,435","$1,930,274","$10,594","$1,940,868",45,
9251,"$299,429","$51,345","$3,338","$50,701","$54,039",12,
9261,"$4,059,389","$2,171,385","$141,139","$180,044","$321,183",8,
9999,"$1,014,344,198","$137,445,696","$8,933,043","$2,048,473","$10,981,516","1,316",
TOTAL,"$258,605,440,425","$62,915,197,164","$4,158,305,372","$306,771,280","$4,465,076,652","156,068",
