periodyear,Dem_Desc,ag.emp,total.emp,ag.emp.index,total.emp.index,ag.pct.total.emp
2006,Entirely urban,20685,1803373,0.9711267605633803,1.0181392287002806,0.01147017283723334
2007,Entirely rural,1257,32708,0.5962998102466793,0.9906411848441712,0.038430964901553136
2007,Town/rural mix,17113,339676,0.9073219871692911,1.030392195524439,0.050380362463053024
2007,Urban/town/rural mix,19241,466561,0.9948296365234476,1.0480042229160582,0.041240052211822247
2007,Entirely urban,20673,1811790,0.9705633802816901,1.022891256088941,0.011410262778798868
2008,Entirely rural,1830,32886,0.8681214421252372,0.9960323469727717,0.05564677978471082
2008,Town/rural mix,17620,340685,0.934202852446848,1.033452952614384,0.05171933017303374
2008,Urban/town/rural mix,19215,465415,0.993485342019544,1.0454300411060446,0.041285734237186164
2008,Entirely urban,19579,1800823,0.9192018779342723,1.0166995625673256,0.010872251187373772
2009,Entirely rural,1533,31910,0.7272296015180265,0.9664718175485356,0.04804136634283924
2009,Town/rural mix,18122,329466,0.9608186204336991,0.9994206099066606,0.05500415824394626
2009,Urban/town/rural mix,19786,445702,1.0230081174706582,1.0011500707563064,0.044392890316848475
2009,Entirely urban,20175,1725672,0.9471830985915493,0.9742711901917522,0.011691097728884747
2010,Entirely rural,1614,31839,0.7656546489563567,0.9643214101826332,0.050692546876472254
2010,Town/rural mix,18653,328108,0.9889719527066433,0.995301176677577,0.05685018347617248
2010,Urban/town/rural mix,19990,443991,1.0335556589628252,0.997306767896853,0.04502343515972171
2010,Entirely urban,20407,1719521,0.958075117370892,0.9707984896490828,0.011867839939145844
2011,Entirely rural,1643,31532,0.7794117647058824,0.9550231698821819,0.052105797285297475
2011,Town/rural mix,19146,330719,1.0151105455702243,1.0032215302572067,0.05789204732718713
2011,Urban/town/rural mix,20160,449991,1.0423452768729642,1.0107841595723175,0.04480089601792036
2011,Entirely urban,21162,1749156,0.9935211267605634,0.9875296684138379,0.012098406317103792
2012,Entirely rural,1735,31654,0.823055028462998,0.9587182360602114,0.054811398243507926
2012,Town/rural mix,18920,332930,1.0031281480303271,1.0099285014424084,0.05682876280299162
2012,Urban/town/rural mix,20739,456101,1.0722816814022025,1.0245086367618321,0.04547019190924817
2012,Entirely urban,22424,1779822,1.0527699530516432,1.0048429239562702,0.01259901271025979
2013,Entirely rural,2025,31604,0.9606261859582542,0.9572038646757731,0.06407416782685736
2013,Town/rural mix,19502,335149,1.0339854726684694,1.0166597402754984,0.058189044275829556
2013,Urban/town/rural mix,21300,462154,1.1012874205056615,1.0381050787304298,0.04608853325947628
2013,Entirely urban,24123,1814001,1.1325352112676057,1.0241395313124562,0.01329822861178136
2014,Entirely rural,1860,31649,0.8823529411764706,0.9585667989217675,0.05876962937217606
2014,Town/rural mix,19736,338062,1.0463920258734956,1.0254961975629215,0.05837982381929942
2014,Urban/town/rural mix,21269,467334,1.0996846078279303,1.0497405602102474,0.04551134734472562
2014,Entirely urban,24560,1837901,1.1530516431924882,1.0376328727154474,0.013363070154486014
2015,Entirely rural,1972,31911,0.9354838709677419,0.9665021049762244,0.06179687255178465
2015,Town/rural mix,20365,339730,1.0797412650442713,1.030556002147687,0.059944661937420894
2015,Urban/town/rural mix,21974,473198,1.1361356703376246,1.062912464341068,0.04643722078284355
2015,Entirely urban,24049,1872754,1.1290610328638497,1.0573100035906966,0.012841515757008128
2016,Entirely rural,1767,31566,0.8382352941176471,0.9560529424236,0.05597795095989356
2016,Town/rural mix,20457,340507,1.084619055193256,1.0329129974488636,0.06007806006924968
2016,Urban/town/rural mix,22043,476746,1.139703221136446,1.0708820952851592,0.04623636066165212
2016,Entirely urban,24086,1907215,1.1307981220657277,1.0767658210839388,0.012628885573991395
2017,Entirely rural,1774,32474,0.8415559772296015,0.9835539267649999,0.05462831803904662
2017,Town/rural mix,21876,342261,1.1598536662955305,1.038233679248431,0.06391613417830252
2017,Urban/town/rural mix,22037,480759,1.1393929993278527,1.079896224084099,0.04583793543126598
2017,Entirely urban,23663,1943875,1.1109389671361503,1.0974631389012468,0.012173107838724198
2018,Entirely rural,1477,32239,0.7006641366223909,0.9764363812581397,0.04581407611898632
2018,Town/rural mix,21805,344012,1.1560892847675097,1.0435452606800402,0.06338441682266897
2018,Urban/town/rural mix,19428,481473,1.0044982162246006,1.0815000336934792,0.04035117233988199
2018,Entirely urban,22603,1969020,1.0611737089201878,1.1116593761220928,0.01147931458288895
